file	adv	stop	match	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20230327_0700_1400	106229	206233.0	1.0	243.0	M	3.0	97.0	YY	0.2	25.7	24.8	27.9	27.7	3.0	28.0	10.0	90.0	RG	53.7	20.8	19.2	54.1	0.4	10.0	28.0	7.0
20230327_0700_1400	106271	206273.0	1.0	243.0	L	94.7	5.3	GG	0.5	4.7	4.0	45.8	45.3	-5.3	28.0	99.3	0.7	GY	0.9	4.9	4.1	47.6	46.7	-0.7	28.0	4.6
20230327_0700_1400	106272	206274.0	1.0	243.0	M	96.5	3.5	GG	0.3	9.1	8.8	26.1	25.8	-3.5	28.0	0.7	99.3	YY	0.8	9.4	8.6	30.0	29.2	0.7	20.0	4.2
20230327_0700_1400	106275	206277.0	1.0	243.0	R	1.9	98.1	YY	0.4	15.1	14.8	6.6	6.2	1.9	20.0	9.4	90.6	RG	57.4	18.5	17.8	59.4	2.0	9.4	20.0	7.5
20230327_0700_1400	106359	206368.0	1.0	243.0	L	2.2	97.8	YY	1.0	46.1	45.0	2.2	1.2	2.2	40.0	9.6	90.4	RG	65.0	23.7	22.5	65.5	0.5	9.6	40.0	7.4
20230327_0700_1400	106360	206367.0	1.0	243.0	M	2.3	97.7	YY	0.4	24.0	23.3	2.1	1.7	2.3	40.0	9.5	90.5	RG	68.0	22.8	21.7	68.3	0.3	9.5	40.0	7.2
20230327_0700_1400	106361	206366.0	1.0	243.0	R	3.2	96.8	YY	0.3	14.9	14.5	2.8	2.5	3.2	40.0	9.1	90.9	RG	67.1	14.4	13.2	67.5	0.4	9.1	40.0	5.9
20230327_0700_1400	106409	206422.0	1.0	215.0	L	94.0	6.0	GG	0.6	4.1	2.8	3.1	2.5	-6.0	40.0	0.3	99.7	YY	1.2	3.0	1.7	3.9	2.7	0.3	17.0	6.3
20230327_0700_1400	106409	206426.0	0.0	215.0	L	94.0	6.0	GG	0.6	4.1	2.8	3.1	2.5	-6.0	40.0	4.2	95.8	RG	71.7	3.9	2.7	72.3	0.6	4.2	17.0	10.2
20230327_0700_1400	106410	206424.0	1.0	215.0	R	94.3	5.7	GG	1.3	3.9	3.2	2.8	1.5	-5.7	40.0	1.4	98.6	YY	2.0	3.3	1.9	3.7	1.7	1.4	17.0	7.1
20230327_0700_1400	106410	206428.0	0.0	215.0	R	94.3	5.7	GG	1.3	3.9	3.2	2.8	1.5	-5.7	40.0	5.1	94.9	RG	69.1	3.7	1.7	70.2	1.1	5.1	17.0	10.8
20230327_0700_1400	106414	206428.0	1.0	215.0	R	97.1	2.9	GG	0.5	2.8	1.5	2.5	2.0	-2.9	40.0	5.1	94.9	RG	69.1	3.7	1.7	70.2	1.1	5.1	17.0	8.0
20230327_0700_1400	106414	206424.0	0.0	215.0	R	97.1	2.9	GG	0.5	2.8	1.5	2.5	2.0	-2.9	40.0	1.4	98.6	YY	2.0	3.3	1.9	3.7	1.7	1.4	17.0	4.3
20230327_0700_1400	106415	206422.0	0.0	215.0	L	97.1	2.9	GG	0.6	3.1	2.5	2.2	1.6	-2.9	40.0	0.3	99.7	YY	1.2	3.0	1.7	3.9	2.7	0.3	17.0	3.2
20230327_0700_1400	106415	206426.0	1.0	215.0	L	97.1	2.9	GG	0.6	3.1	2.5	2.2	1.6	-2.9	40.0	4.2	95.8	RG	71.7	3.9	2.7	72.3	0.6	4.2	17.0	7.1
20230327_0700_1400	106418	206425.0	1.0	215.0	M	98.1	1.9	GG	0.3	8.3	7.6	8.6	8.3	-1.9	40.0	2.6	97.4	YY	0.8	6.5	5.4	10.8	10.0	2.6	17.0	4.5
20230327_0700_1400	106420	206426.0	0.0	215.0	L	99.3	0.7	GY	0.9	2.2	1.6	10.8	9.9	-0.7	40.0	4.2	95.8	RG	71.7	3.9	2.7	72.3	0.6	4.2	17.0	4.9
20230327_0700_1400	106421	206428.0	0.0	215.0	R	99.6	0.4	GY	0.6	2.5	2.0	5.3	4.7	-0.4	40.0	5.1	94.9	RG	69.1	3.7	1.7	70.2	1.1	5.1	17.0	5.5
20230327_0700_1400	106500	206502.0	1.0	215.0	R	96.6	3.4	GG	0.3	33.9	32.5	8.9	8.6	-3.4	28.0	0.1	99.9	YY	0.7	21.0	19.7	11.9	11.2	0.1	23.0	3.5
20230327_0700_1400	106735	206736.0	1.0	215.0	R	98.8	1.2	GG	0.3	11.7	11.4	34.3	34.0	-1.2	30.0	2.6	97.4	YY	0.8	10.8	9.7	37.8	37.0	2.6	16.0	3.8
20230327_0700_1400	106763	206764.0	1.0	215.0	M	98.7	1.3	GG	0.4	7.2	6.7	24.4	24.0	-1.3	16.0	4.2	95.8	RG	59.8	7.7	6.7	60.4	0.6	4.2	29.0	5.5
20230327_0700_1400	106911	206912.0	1.0	243.0	R	91.6	5.5	GG	0.5	13.2	12.9	51.9	51.4	-5.5	18.0	0.6	99.4	YY	1.2	14.1	13.1	53.2	52.0	0.6	24.0	6.1
20230327_0700_1400	106958	206961.0	1.0	243.0	M	1.7	98.3	YY	0.2	9.9	9.5	4.1	3.9	1.7	26.0	8.5	91.5	RG	68.5	11.6	10.6	68.9	0.4	8.5	26.0	6.8
20230327_0700_1400	107060	207064.0	0.0	243.0	R	95.1	4.9	GG	0.6	2.4	1.6	24.8	24.2	-4.9	33.0	3.0	97.0	YG	70.1	2.0	0.5	70.6	0.5	3.0	21.0	7.9
20230327_0700_1400	107060	207063.0	1.0	243.0	R	95.1	4.9	GG	0.6	2.4	1.6	24.8	24.2	-4.9	33.0	1.0	99.0	YY	1.5	3.6	2.0	2.0	0.5	1.0	21.0	5.9
20230327_0700_1400	107100	207103.0	1.0	243.0	R	98.2	1.8	GG	0.4	24.3	24.0	27.6	27.2	-1.8	21.0	2.7	97.3	YY	0.9	23.9	22.9	29.3	28.4	2.7	22.0	4.5
20230327_0700_1400	107101	207106.0	0.0	243.0	M	99.6	0.4	GG	0.3	23.0	22.2	1.9	1.6	-0.4	21.0	8.2	91.8	RG	64.4	4.6	3.8	67.1	2.7	8.2	22.0	8.6
20230327_0700_1400	107101	207104.0	1.0	243.0	M	99.6	0.4	GG	0.3	23.0	22.2	1.9	1.6	-0.4	21.0	3.6	96.4	YR	0.8	8.5	7.1	4.6	3.8	3.6	22.0	4.0
20230327_0700_1400	107102	207106.0	1.0	243.0	M	1.5	98.5	YY	0.3	1.9	1.6	27.4	27.1	1.5	22.0	8.2	91.8	RG	64.4	4.6	3.8	67.1	2.7	8.2	22.0	6.7
20230327_0700_1400	107199	207206.0	0.0	243.0	R	94.8	5.2	GG	0.4	10.4	9.0	3.7	3.3	-5.2	38.0	2.7	102.3	YR	0.9	2.6	1.6	30.8	29.9	2.7	27.0	7.9
20230327_0700_1400	107199	207203.0	1.0	243.0	R	94.8	5.2	GG	0.4	10.4	9.0	3.7	3.3	-5.2	38.0	0.1	104.9	YY	1.0	6.1	4.9	2.6	1.6	0.1	27.0	5.3
20230327_0700_1400	107200	207207.0	1.0	243.0	L	95.9	4.1	GG	0.7	2.2	1.5	28.3	27.6	-4.1	38.0	3.5	101.5	YG	73.1	10.7	9.5	75.5	2.4	3.5	27.0	7.6
20230327_0700_1400	107202	207206.0	1.0	243.0	R	98.5	1.5	GG	0.3	3.7	3.3	28.4	28.1	-1.5	38.0	2.7	102.3	YR	0.9	2.6	1.6	30.8	29.9	2.7	27.0	4.2
20230327_0700_1400	107205	207209.0	1.0	243.0	M	2.2	102.8	YY	0.4	9.2	8.8	20.1	19.7	2.2	27.0	8.3	96.7	RG	70.3	9.9	8.9	71.1	0.8	8.3	27.0	6.1
20230327_0700_1400	107255	207256.0	1.0	246.0	R	100.9	4.1	GG	0.4	30.1	28.8	12.9	12.5	-4.1	27.0	0.5	94.5	YY	0.8	13.5	12.3	15.8	15.0	0.5	31.0	4.6
20230327_0700_1400	107306	207310.0	0.0	246.0	R	91.5	3.5	GG	0.9	2.7	1.9	5.5	4.6	-3.5	31.0	6.3	93.7	RG	70.1	4.6	3.1	70.5	0.4	6.3	23.0	9.8
20230327_0700_1400	107306	207307.0	0.0	246.0	R	91.5	3.5	GG	0.9	2.7	1.9	5.5	4.6	-3.5	31.0	94.2	0.8	GY	1.8	3.7	0.3	2.5	0.7	-0.8	31.0	2.7
20230327_0700_1400	107306	207308.0	1.0	246.0	R	91.5	3.5	GG	0.9	2.7	1.9	5.5	4.6	-3.5	31.0	1.7	98.3	YY	1.5	2.5	0.7	4.6	3.1	1.7	23.0	5.2
20230327_0700_1400	107309	207310.0	0.0	246.0	R	2.0	98.0	YY	0.5	5.5	4.6	49.2	48.7	2.0	23.0	6.3	93.7	RG	70.1	4.6	3.1	70.5	0.4	6.3	23.0	4.3
20230327_0700_1400	107488	207490.0	1.0	246.0	L	94.9	5.1	GG	0.5	2.0	1.4	2.4	1.9	-5.1	32.0	98.9	1.1	GY	1.2	8.2	7.3	1.4	0.2	-1.1	32.0	4.0
20230327_0700_1400	107488	207491.0	0.0	246.0	L	94.9	5.1	GG	0.5	2.0	1.4	2.4	1.9	-5.1	32.0	0.3	99.7	YY	1.0	1.4	0.2	31.4	30.4	0.3	37.0	5.4
20230327_0700_1400	107489	207491.0	1.0	246.0	L	97.3	2.7	GG	0.4	2.4	1.9	16.0	15.6	-2.7	32.0	0.3	99.7	YY	1.0	1.4	0.2	31.4	30.4	0.3	37.0	3.0
20230327_0700_1400	107493	207495.0	1.0	246.0	R	2.9	97.1	YY	0.4	22.2	21.7	46.7	46.3	2.9	37.0	10.6	89.4	RG	68.6	24.4	23.3	69.0	0.4	10.6	37.0	7.7
20230327_0700_1400	107842	207843.0	1.0	258.0	R	97.8	2.2	GG	0.4	9.8	7.6	41.2	40.8	-2.2	32.0	2.7	97.3	YR	0.9	5.1	2.5	42.6	41.7	2.7	36.0	4.9
20230327_0700_1400	107959	207963.0	1.0	258.0	M	94.1	5.9	GG	0.5	5.7	5.3	7.4	6.9	-5.9	30.0	99.6	0.4	GY	1.0	5.6	4.6	8.2	7.2	-0.4	30.0	5.5
20230327_0700_1400	107965	207969.0	1.0	258.0	R	0.4	99.6	YY	0.4	6.7	6.3	46.4	46.0	0.4	28.0	6.5	93.5	RG	66.0	5.1	3.6	66.6	0.6	6.5	28.0	6.1
20230327_0700_1400	107967	207970.0	1.0	258.0	M	1.5	98.5	YY	0.3	7.4	6.9	3.3	3.0	1.5	28.0	7.8	92.2	RG	62.4	8.2	7.2	63.6	1.2	7.8	28.0	6.3
20230327_0700_1400	108066	208069.0	1.0	258.0	L	3.5	96.5	YR	1.0	6.1	5.5	33.5	32.5	3.5	27.0	10.6	89.4	RG	66.7	13.5	12.6	66.9	0.2	10.6	27.0	7.1
20230327_0700_1400	108160	208163.0	1.0	258.0	R	95.8	4.2	GG	0.4	16.9	12.7	40.6	40.2	-4.2	26.0	0.7	99.3	YY	1.0	6.9	5.6	46.0	45.0	0.7	26.0	4.9
20230327_0700_1400	108161	208165.0	1.0	258.0	L	98.7	1.3	GG	0.5	14.2	12.8	1.9	1.4	-1.3	26.0	6.8	93.2	RG	68.1	13.8	12.7	69.2	1.1	6.8	26.0	8.1
20230327_0700_1400	108162	208165.0	0.0	258.0	L	0.6	99.4	YY	0.5	1.9	1.4	18.7	18.2	0.6	26.0	6.8	93.2	RG	68.1	13.8	12.7	69.2	1.1	6.8	26.0	6.2
20230327_0700_1400	108294	208295.0	1.0	259.0	R	96.1	3.9	GG	0.4	5.2	4.9	20.1	19.7	-3.9	19.0	0.8	99.2	YY	1.0	5.2	4.3	40.7	39.7	0.8	28.0	4.7
20230327_0700_1400	108341	208343.0	1.0	259.0	R	95.0	5.0	GG	0.3	6.9	6.5	21.1	20.8	-5.0	28.0	99.6	0.4	GY	0.9	5.6	4.5	24.5	23.6	-0.4	28.0	4.6
20230327_0700_1400	108344	208345.0	1.0	259.0	L	2.8	97.2	YY	0.6	11.0	10.5	15.5	14.9	2.8	41.0	10.6	89.4	RG	68.1	13.3	12.2	69.4	1.3	10.6	41.0	7.8
20230327_0700_1400	108404	208412.0	1.0	259.0	L	94.0	6.0	GG	0.5	1.5	0.9	17.2	16.7	-6.0	41.0	99.5	0.5	GY	0.9	7.7	6.5	17.9	17.0	-0.5	41.0	5.5
20230327_0700_1400	108406	208414.0	1.0	259.0	M	94.4	5.6	GG	2.7	3.3	2.6	37.2	34.5	-5.6	41.0	2.7	97.3	YR	2.0	5.1	4.0	36.4	34.4	2.7	31.0	8.3
20230327_0700_1400	108530	208531.0	1.0	259.0	R	98.7	1.3	GG	0.3	21.3	20.9	43.8	43.5	-1.3	34.0	4.1	59.0	RR	1.4	21.2	20.0	43.5	42.1	4.1	11.0	5.4
20230327_0700_1400	108549	208554.0	1.0	259.0	R	0.9	115.2	YY	0.5	11.2	10.8	20.1	19.6	0.9	33.0	8.7	107.4	RG	76.1	14.1	13.1	76.6	0.5	8.7	33.0	7.8
20230327_0700_1400	108552	208553.0	1.0	259.0	L	3.1	113.0	YR	0.7	10.3	9.0	15.5	14.8	3.1	33.0	7.2	108.9	RG	79.7	4.7	3.6	81.5	1.8	7.2	33.0	4.1
20230327_0700_1400	108612	208616.0	1.0	259.0	M	0.4	116.6	YY	0.3	44.0	42.9	4.5	4.2	0.4	46.0	5.6	111.4	RG	81.2	20.9	19.5	81.9	0.7	5.6	46.0	5.2
20230327_0700_1400	108613	208620.0	1.0	259.0	R	2.3	114.7	YY	0.4	15.8	14.2	2.1	1.7	2.3	46.0	8.6	108.4	RG	79.0	10.2	9.0	80.9	1.9	8.6	46.0	6.3
20230327_0700_1400	108685	208690.0	0.0	226.0	L	113.1	3.9	GG	0.7	2.7	2.1	2.8	2.1	-3.9	46.0	5.9	97.9	RG	74.5	4.0	3.0	74.8	0.3	5.9	19.0	9.8
20230327_0700_1400	108685	208688.0	0.0	226.0	L	113.1	3.9	GG	0.7	2.7	2.1	2.8	2.1	-3.9	46.0	116.6	0.4	GY	1.1	3.4	2.3	2.3	1.2	-0.4	46.0	3.5
20230327_0700_1400	108685	208689.0	1.0	226.0	L	113.1	3.9	GG	0.7	2.7	2.1	2.8	2.1	-3.9	46.0	1.9	101.9	YY	1.0	2.3	1.2	4.0	3.0	1.9	19.0	5.8
20230327_0700_1400	108687	208689.0	0.0	226.0	L	115.9	1.1	GG	0.6	2.8	2.1	20.1	19.5	-1.1	46.0	1.9	101.9	YY	1.0	2.3	1.2	4.0	3.0	1.9	19.0	3.0
20230327_0700_1400	108687	208690.0	1.0	226.0	L	115.9	1.1	GG	0.6	2.8	2.1	20.1	19.5	-1.1	46.0	5.9	97.9	RG	74.5	4.0	3.0	74.8	0.3	5.9	19.0	7.0
20230327_0700_1400	108779	208790.0	0.0	226.0	R	96.6	3.4	GG	1.0	3.3	1.9	3.0	2.0	-3.4	36.0	9.2	90.8	RG	53.0	7.2	6.2	54.0	1.0	9.2	35.0	12.6
20230327_0700_1400	108779	208786.0	1.0	226.0	R	96.6	3.4	GG	1.0	3.3	1.9	3.0	2.0	-3.4	36.0	2.0	98.0	YY	1.0	3.1	2.0	7.2	6.2	2.0	35.0	5.4
20230327_0700_1400	108782	208787.0	1.0	226.0	M	99.2	0.8	GG	0.5	10.1	9.6	47.5	47.0	-0.8	36.0	5.1	94.9	RG	60.4	9.9	8.9	62.3	1.9	5.1	35.0	5.9
20230327_0700_1400	108783	208790.0	1.0	226.0	R	99.6	0.4	GY	0.9	3.0	2.0	6.6	5.7	-0.4	36.0	9.2	90.8	RG	53.0	7.2	6.2	54.0	1.0	9.2	35.0	9.6
20230327_0700_1400	108932	208936.0	0.0	226.0	M	94.1	5.9	GG	0.3	8.9	8.4	4.3	4.0	-5.9	28.0	2.8	97.2	YR	0.9	4.7	3.9	30.6	29.7	2.8	18.0	8.7
20230327_0700_1400	108935	208936.0	1.0	226.0	M	98.4	1.6	GG	0.4	4.3	4.0	26.2	25.8	-1.6	28.0	2.8	97.2	YR	0.9	4.7	3.9	30.6	29.7	2.8	18.0	4.4
20230327_0700_1400	108937	208940.0	1.0	226.0	L	3.1	96.9	YY	0.3	12.0	11.7	8.1	7.8	3.1	18.0	9.9	90.1	RG	67.1	14.9	14.1	75.3	8.2	9.9	18.0	6.8
20230327_0700_1400	108967	208968.0	1.0	226.0	M	98.6	1.4	GG	0.3	13.0	12.2	24.7	24.4	-1.4	18.0	3.1	96.9	YR	0.8	12.1	10.9	32.4	31.6	3.1	29.0	4.5
20230327_0700_1400	109018	209020.0	1.0	226.0	M	98.0	2.0	GG	0.3	4.2	3.8	31.5	31.2	-2.0	29.0	1.8	98.2	YY	0.8	3.8	3.0	36.8	36.0	1.8	25.0	3.8
20230327_0700_1400	109149	209151.0	1.0	209.0	R	101.0	4.0	GG	0.3	19.8	17.8	15.8	15.5	-4.0	25.0	0.2	94.8	YY	1.0	17.5	15.7	19.8	18.8	0.2	24.0	4.2
20230327_0700_1400	109225	209227.0	1.0	209.0	R	1.4	98.6	YY	0.3	27.8	27.3	25.1	24.8	1.4	41.0	7.6	92.4	RG	75.4	22.3	20.8	75.6	0.2	7.6	41.0	6.2
20230327_0700_1400	109285	209297.0	1.0	209.0	M	96.2	3.8	GG	0.5	7.6	5.5	3.8	3.3	-3.8	41.0	2.4	97.6	YY	1.0	4.5	3.4	4.3	3.3	2.4	13.0	6.2
20230327_0700_1400	109285	209299.0	0.0	209.0	M	96.2	3.8	GG	0.5	7.6	5.5	3.8	3.3	-3.8	41.0	6.7	93.3	RG	55.5	4.3	3.3	57.6	2.1	6.7	13.0	10.5
20230327_0700_1400	109290	209298.0	1.0	209.0	L	97.7	2.3	GG	0.5	5.7	4.5	25.6	25.1	-2.3	41.0	3.1	96.9	YR	1.0	3.9	2.7	28.9	27.9	3.1	13.0	5.4
20230327_0700_1400	109292	209295.0	0.0	209.0	R	98.5	1.5	GG	0.7	4.9	3.7	3.5	2.8	-1.5	41.0	1.7	98.3	YY	1.1	4.2	3.2	5.1	4.0	1.7	13.0	3.2
20230327_0700_1400	109292	209300.0	1.0	209.0	R	98.5	1.5	GG	0.7	4.9	3.7	3.5	2.8	-1.5	41.0	6.8	93.2	RG	61.1	5.1	4.0	62.6	1.5	6.8	13.0	8.3
20230327_0700_1400	109294	209299.0	1.0	209.0	M	0.0	100.0	YY	0.4	3.8	3.3	16.4	16.0	0.0	13.0	6.7	93.3	RG	55.5	4.3	3.3	57.6	2.1	6.7	13.0	6.7
20230327_0700_1400	109296	209300.0	0.0	209.0	R	2.0	98.0	YR	2.1	3.5	2.8	60.6	58.5	2.0	13.0	6.8	93.2	RG	61.1	5.1	4.0	62.6	1.5	6.8	13.0	4.8
20230327_0700_1400	109427	209437.0	0.0	209.0	L	95.4	4.6	GG	1.4	2.5	1.5	2.4	1.0	-4.6	35.0	5.8	94.2	RG	66.0	2.8	1.8	66.2	0.2	5.8	18.0	10.4
20230327_0700_1400	109427	209434.0	1.0	209.0	L	95.4	4.6	GG	1.4	2.5	1.5	2.4	1.0	-4.6	35.0	3.0	97.0	YR	1.0	2.2	1.1	2.8	1.8	3.0	18.0	7.6
20230327_0700_1400	109427	209433.0	0.0	209.0	L	95.4	4.6	GG	1.4	2.5	1.5	2.4	1.0	-4.6	35.0	0.8	99.2	YY	1.1	2.0	0.9	2.2	1.1	0.8	18.0	5.4
20230327_0700_1400	109428	209435.0	1.0	209.0	R	95.7	4.3	GG	0.9	6.8	5.5	57.9	57.0	-4.3	35.0	3.2	96.8	YR	1.2	4.7	3.4	20.1	18.9	3.2	18.0	7.5
20230327_0700_1400	109430	209433.0	0.0	209.0	L	97.8	2.2	GG	1.0	2.4	1.0	5.6	4.6	-2.2	35.0	0.8	99.2	YY	1.1	2.0	0.9	2.2	1.1	0.8	18.0	3.0
20230327_0700_1400	109430	209437.0	1.0	209.0	L	97.8	2.2	GG	1.0	2.4	1.0	5.6	4.6	-2.2	35.0	5.8	94.2	RG	66.0	2.8	1.8	66.2	0.2	5.8	18.0	8.0
20230327_0700_1400	109430	209434.0	0.0	209.0	L	97.8	2.2	GG	1.0	2.4	1.0	5.6	4.6	-2.2	35.0	3.0	97.0	YR	1.0	2.2	1.1	2.8	1.8	3.0	18.0	5.2
20230327_0700_1400	109531	209532.0	1.0	222.0	R	96.1	3.9	GG	0.4	13.0	11.7	58.6	58.2	-3.9	31.0	0.6	99.4	YY	0.8	7.3	4.5	8.2	7.4	0.6	29.0	4.5
20230327_0700_1400	109531	209536.0	0.0	222.0	R	96.1	3.9	GG	0.4	13.0	11.7	58.6	58.2	-3.9	31.0	8.8	91.2	RG	71.7	8.2	7.4	71.9	0.2	8.8	29.0	12.7
20230327_0700_1400	109534	209537.0	1.0	222.0	L	2.8	97.2	YY	0.5	40.4	37.7	5.6	5.1	2.8	29.0	11.2	88.8	RG	65.6	22.3	21.0	67.9	2.3	11.2	29.0	8.4
20230327_0700_1400	109633	209634.0	1.0	222.0	M	1.7	98.3	YY	0.3	23.6	23.1	51.8	51.5	1.7	28.0	8.4	91.6	RG	66.6	8.4	7.6	67.0	0.4	8.4	28.0	6.7
20230327_0700_1400	109716	209718.0	1.0	222.0	R	94.2	5.8	GG	0.4	6.9	6.5	14.2	13.8	-5.8	22.0	99.1	0.9	GY	1.0	5.5	4.3	18.0	17.0	-0.9	22.0	4.9
20230327_0700_1400	109814	209819.0	0.0	222.0	R	94.2	5.8	GG	0.4	18.8	18.5	4.0	3.6	-5.8	28.0	1.9	98.1	YY	0.7	3.4	2.6	33.2	32.5	1.9	18.0	7.7
20230327_0700_1400	109815	209818.0	1.0	222.0	M	94.6	5.4	GG	0.3	25.9	25.1	44.8	44.5	-5.4	28.0	99.7	0.3	GY	1.0	22.3	21.1	48.1	47.1	-0.3	28.0	5.1
20230327_0700_1400	109816	209819.0	1.0	222.0	R	98.2	1.8	GG	0.3	4.0	3.6	28.7	28.4	-1.8	28.0	1.9	98.1	YY	0.7	3.4	2.6	33.2	32.5	1.9	18.0	3.7
20230327_0700_1400	109850	209854.0	0.0	222.0	R	95.2	4.8	GG	0.4	10.9	10.3	2.0	1.6	-4.8	18.0	1.8	98.2	YY	0.9	2.0	1.1	29.9	29.0	1.8	33.0	6.6
20230327_0700_1400	109850	209852.0	1.0	222.0	R	95.2	4.8	GG	0.4	10.9	10.3	2.0	1.6	-4.8	18.0	99.8	0.2	GY	0.9	8.0	6.8	2.0	1.1	-0.2	18.0	4.6
20230327_0700_1400	109851	209854.0	1.0	222.0	R	97.2	2.8	GG	0.4	2.0	1.6	27.8	27.4	-2.8	18.0	1.8	98.2	YY	0.9	2.0	1.1	29.9	29.0	1.8	33.0	4.6
20230327_0700_1400	109851	209852.0	0.0	222.0	R	97.2	2.8	GG	0.4	2.0	1.6	27.8	27.4	-2.8	18.0	99.8	0.2	GY	0.9	8.0	6.8	2.0	1.1	-0.2	18.0	2.6
20230327_0700_1400	109853	209855.0	1.0	222.0	L	0.6	99.4	YY	0.3	30.7	30.4	41.8	41.5	0.6	33.0	6.0	94.0	RG	71.7	30.1	29.2	74.8	3.1	6.0	33.0	5.4
20230327_0700_1400	109908	209915.0	0.0	276.0	R	95.3	4.7	GG	0.7	2.9	2.3	21.3	20.6	-4.7	33.0	8.0	92.0	RG	71.8	6.1	4.8	74.3	2.5	8.0	44.0	12.7
20230327_0700_1400	109908	209913.0	0.0	276.0	R	95.3	4.7	GG	0.7	2.9	2.3	21.3	20.6	-4.7	33.0	99.5	0.5	GY	1.3	1.5	0.1	2.4	1.1	-0.5	33.0	4.2
20230327_0700_1400	109908	209914.0	1.0	276.0	R	95.3	4.7	GG	0.7	2.9	2.3	21.3	20.6	-4.7	33.0	1.9	98.1	YY	1.3	2.4	1.1	6.1	4.8	1.9	44.0	6.6
20230327_0700_1400	110080	210081.0	1.0	276.0	M	99.5	0.5	GG	0.3	13.5	13.1	29.9	29.6	-0.5	23.0	5.1	94.9	RG	71.9	14.2	13.2	72.6	0.7	5.1	29.0	5.6
20230327_0700_1400	110134	210135.0	1.0	276.0	L	1.7	98.3	YY	0.4	7.5	6.8	36.3	35.9	1.7	27.0	10.0	90.0	RG	63.5	13.9	12.8	64.1	0.6	10.0	27.0	8.3
20230327_0700_1400	110337	210346.0	0.0	276.0	M	94.0	6.0	GG	0.4	6.4	6.0	10.0	9.6	-6.0	33.0	6.4	93.6	RR	0.3	7.7	6.7	20.5	20.2	6.4	29.0	12.4
20230327_0700_1400	110339	210342.0	1.0	276.0	R	96.2	3.8	GG	0.5	6.8	6.4	2.4	1.9	-3.8	33.0	2.3	97.7	YY	1.1	9.4	7.1	4.2	3.1	2.3	29.0	6.1
20230327_0700_1400	110339	210347.0	0.0	276.0	R	96.2	3.8	GG	0.5	6.8	6.4	2.4	1.9	-3.8	33.0	6.5	93.5	RG	70.2	4.2	3.1	71.0	0.8	6.5	29.0	10.3
20230327_0700_1400	110340	210342.0	0.0	276.0	R	98.6	1.4	GG	0.5	2.4	1.9	4.6	4.1	-1.4	33.0	2.3	97.7	YY	1.1	9.4	7.1	4.2	3.1	2.3	29.0	3.7
20230327_0700_1400	110340	210347.0	1.0	276.0	R	98.6	1.4	GG	0.5	2.4	1.9	4.6	4.1	-1.4	33.0	6.5	93.5	RG	70.2	4.2	3.1	71.0	0.8	6.5	29.0	7.9
20230327_0700_1400	110343	210347.0	0.0	276.0	R	3.2	96.8	YR	0.4	4.6	4.1	1.8	1.4	3.2	29.0	6.5	93.5	RG	70.2	4.2	3.1	71.0	0.8	6.5	29.0	3.3
20230327_0700_1400	110390	210392.0	1.0	256.0	R	1.1	98.9	YY	0.5	22.2	20.7	5.9	5.4	1.1	28.0	7.2	92.8	RG	53.9	16.6	14.1	55.9	2.0	7.2	28.0	6.1
20230327_0700_1400	110494	210495.0	1.0	256.0	R	96.4	3.6	GG	0.3	11.5	11.0	14.8	14.5	-3.6	32.0	0.6	99.4	YY	0.8	7.8	6.3	20.1	19.3	0.6	38.0	4.2
20230327_0700_1400	110496	210497.0	1.0	256.0	M	3.5	96.5	YR	0.4	16.0	15.4	19.0	18.6	3.5	38.0	9.3	90.7	RG	68.0	15.6	14.6	69.1	1.1	9.3	38.0	5.8
20230327_0700_1400	110554	210564.0	1.0	256.0	L	95.9	4.1	GG	0.9	4.8	2.4	15.7	14.8	-4.1	38.0	2.6	97.4	YR	1.1	3.4	1.9	16.8	15.7	2.6	20.0	6.7
20230327_0700_1400	110554	210560.0	0.0	256.0	L	95.9	4.1	GG	0.9	4.8	2.4	15.7	14.8	-4.1	38.0	99.2	0.8	GY	1.5	3.0	1.8	3.4	1.9	-0.8	38.0	3.3
20230327_0700_1400	110557	210563.0	1.0	256.0	M	96.5	3.5	GG	0.5	5.3	4.9	5.8	5.3	-3.5	38.0	2.6	97.4	YR	1.0	6.1	5.1	8.5	7.5	2.6	20.0	6.1
20230327_0700_1400	110558	210562.0	1.0	256.0	R	96.9	3.1	GG	0.7	3.2	1.6	16.6	15.9	-3.1	38.0	2.3	97.7	YR	1.6	4.7	3.0	4.3	2.7	2.3	20.0	5.4
20230327_0700_1400	110558	210565.0	0.0	256.0	R	96.9	3.1	GG	0.7	3.2	1.6	16.6	15.9	-3.1	38.0	6.6	93.4	RG	67.8	4.3	2.7	68.5	0.7	6.6	20.0	9.7
20230327_0700_1400	110561	210566.0	1.0	256.0	M	2.3	97.7	YY	0.5	5.8	5.3	9.4	8.9	2.3	20.0	11.1	88.9	RG	64.7	8.5	7.5	65.3	0.6	11.1	20.0	8.8
