file	adv	stop	match	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20221206_0945_1200	103204	203207.0	0.0	247.0	R	108.4	4.3	GG	0.6	3.5	2.7	7.5	6.9	-4.3	42.0	111.6	1.1	GY	1.2	2.4	1.2	3.4	2.2	-1.1	42.0	3.2
20221206_0945_1200	103206	203214.0	0.0	247.0	L	109.7	3.0	GG	0.5	8.1	7.4	5.9	5.4	-3.0	42.0	3.2	111.7	YG	86.8	8.5	7.3	87.3	0.5	3.2	21.0	6.2
20221206_0945_1200	103208	203215.0	1.0	247.0	M	112.4	0.3	GY	0.4	5.0	4.5	2.5	2.1	-0.3	42.0	6.4	108.5	RG	82.1	5.5	4.3	82.2	0.1	6.4	21.0	6.7
20221206_0945_1200	103210	203215.0	0.0	247.0	M	2.2	112.7	YY	0.4	2.5	2.1	11.5	11.1	2.2	21.0	6.4	108.5	RG	82.1	5.5	4.3	82.2	0.1	6.4	21.0	4.2
20221206_0945_1200	103245	203251.0	0.0	247.0	R	113.7	1.2	GG	0.3	17.5	17.3	5.0	4.7	-1.2	21.0	11.1	88.9	RG	53.7	8.1	7.2	56.9	3.2	11.1	21.0	12.3
20221206_0945_1200	103245	203247.0	1.0	247.0	R	113.7	1.2	GG	0.3	17.5	17.3	5.0	4.7	-1.2	21.0	3.0	97.0	YR	0.9	17.0	15.9	8.1	7.2	3.0	21.0	4.2
20221206_0945_1200	103246	203249.0	1.0	247.0	M	114.7	0.2	GY	0.3	30.9	30.5	35.9	35.6	-0.2	21.0	5.0	95.0	RG	58.9	23.3	21.9	59.5	0.6	5.0	21.0	5.2
20221206_0945_1200	103334	203341.0	1.0	247.0	M	95.4	4.6	GG	0.4	15.9	15.5	3.9	3.5	-4.6	35.0	100.0	0.0	GY	0.9	14.7	13.7	53.4	52.5	0.0	35.0	4.6
20221206_0945_1200	103336	203340.0	1.0	247.0	R	96.2	3.8	GG	0.3	5.7	5.3	3.4	3.1	-3.8	35.0	100.0	0.0	GY	0.8	5.4	4.6	15.3	14.5	0.0	35.0	3.8
20221206_0945_1200	103386	203389.0	1.0	247.0	L	95.6	4.4	GG	0.4	23.8	23.0	10.1	9.7	-4.4	28.0	0.1	99.9	YY	1.0	13.3	12.0	12.4	11.4	0.1	26.0	4.5
20230327_0700_1400	100099	200100.0	1.0	146.0	M	0.0	120.0	YY	0.3	54.6	54.1	62.7	62.4	0.0	15.0	3.8	116.2	RR	0.7	50.7	49.1	65.7	65.0	3.8	15.0	3.8
20230327_0700_1400	100129	200131.0	1.0	146.0	M	1.9	118.1	YY	0.3	40.0	39.7	4.8	4.5	1.9	29.0	7.0	113.0	RG	62.3	40.6	39.8	64.7	2.4	7.0	29.0	5.1
20230327_0700_1400	100184	200188.0	1.0	146.0	R	0.0	120.0	YY	0.4	12.4	12.2	63.2	62.8	0.0	16.0	5.7	114.3	RG	61.1	14.5	13.8	63.3	2.2	5.7	16.0	5.7
20230327_0700_1400	100185	200187.0	1.0	146.0	M	1.3	118.7	YY	0.3	14.9	14.5	64.6	64.3	1.3	16.0	4.8	115.2	RR	0.7	13.4	12.5	65.4	64.7	4.8	16.0	3.5
20230327_0700_1400	100214	200216.0	1.0	146.0	M	1.7	118.3	YY	0.4	10.3	10.0	7.3	6.9	1.7	31.0	9.3	110.7	RG	71.1	13.9	13.1	71.3	0.2	9.3	31.0	7.6
20230327_0700_1400	100264	200266.0	1.0	146.0	R	114.9	5.1	GG	0.4	1.7	1.3	22.0	21.6	-5.1	31.0	119.3	0.7	GY	0.9	1.7	0.8	26.7	25.8	-0.7	31.0	4.4
20230327_0700_1400	100298	200299.0	1.0	185.0	M	0.7	119.3	YY	0.2	39.4	38.9	40.6	40.4	0.7	28.0	5.8	114.2	RG	64.8	36.9	35.5	65.0	0.2	5.8	28.0	5.1
20230327_0700_1400	100345	200346.0	1.0	185.0	R	118.1	1.9	GG	0.3	49.5	48.7	7.4	7.1	-1.9	28.0	1.7	118.3	YY	0.7	41.5	40.2	10.3	9.6	1.7	22.0	3.6
20230327_0700_1400	100427	200428.0	1.0	185.0	R	1.5	118.5	YY	0.4	20.6	20.1	7.6	7.2	1.5	22.0	8.4	111.6	RG	70.7	22.0	21.1	73.4	2.7	8.4	22.0	6.9
20230327_0700_1400	100737	200741.0	0.0	247.0	L	114.1	5.9	GG	0.9	13.8	13.3	1.6	0.7	-5.9	43.0	0.3	119.7	YY	1.0	16.2	15.5	56.9	55.9	0.3	33.0	6.2
20230327_0700_1400	100738	200741.0	1.0	247.0	L	115.7	4.3	GG	0.5	1.6	0.7	55.1	54.6	-4.3	43.0	0.3	119.7	YY	1.0	16.2	15.5	56.9	55.9	0.3	33.0	4.6
20230327_0700_1400	100964	200965.0	1.0	247.0	R	117.8	2.2	GG	0.5	23.4	22.7	5.2	4.7	-2.2	39.0	2.7	117.3	YR	0.9	21.5	20.3	6.2	5.3	2.7	45.0	4.9
20230327_0700_1400	100964	200968.0	0.0	247.0	R	117.8	2.2	GG	0.5	23.4	22.7	5.2	4.7	-2.2	39.0	8.9	111.1	RG	57.5	6.2	5.3	58.9	1.4	8.9	45.0	11.1
20230327_0700_1400	100966	200968.0	1.0	247.0	R	3.0	117.0	YY	0.3	5.2	4.7	58.4	58.1	3.0	45.0	8.9	111.1	RG	57.5	6.2	5.3	58.9	1.4	8.9	45.0	5.9
20230327_0700_1400	101049	201050.0	1.0	247.0	M	118.4	1.6	GG	0.4	25.2	25.0	14.9	14.5	-1.6	45.0	3.0	117.0	YR	0.8	26.1	25.3	19.4	18.6	3.0	34.0	4.6
20230327_0700_1400	101112	201114.0	1.0	227.0	L	116.2	3.8	GG	0.6	6.1	5.6	1.4	0.8	-3.8	34.0	1.2	118.8	YY	1.1	13.7	12.7	1.3	0.2	1.2	40.0	5.0
20230327_0700_1400	101112	201115.0	0.0	227.0	L	116.2	3.8	GG	0.6	6.1	5.6	1.4	0.8	-3.8	34.0	2.5	117.5	YY	1.0	1.3	0.2	11.5	10.5	2.5	40.0	6.3
20230327_0700_1400	101113	201114.0	0.0	227.0	L	117.6	2.4	GG	0.6	1.4	0.8	9.5	8.9	-2.4	34.0	1.2	118.8	YY	1.1	13.7	12.7	1.3	0.2	1.2	40.0	3.6
20230327_0700_1400	101113	201115.0	1.0	227.0	L	117.6	2.4	GG	0.6	1.4	0.8	9.5	8.9	-2.4	34.0	2.5	117.5	YY	1.0	1.3	0.2	11.5	10.5	2.5	40.0	4.9
20230327_0700_1400	101252	201257.0	0.0	227.0	R	114.3	5.7	GG	0.3	2.2	1.8	5.8	5.5	-5.7	39.0	5.2	114.8	RG	58.3	6.4	5.6	68.3	10.0	5.2	23.0	10.9
20230327_0700_1400	101256	201257.0	1.0	227.0	R	0.1	119.9	YY	0.3	5.8	5.5	69.9	69.6	0.1	23.0	5.2	114.8	RG	58.3	6.4	5.6	68.3	10.0	5.2	23.0	5.1
20230327_0700_1400	101297	201298.0	1.0	227.0	R	117.0	3.0	GG	0.4	16.7	16.4	24.0	23.6	-3.0	23.0	1.0	119.0	YY	0.8	16.7	15.9	30.7	29.9	1.0	32.0	4.0
20230327_0700_1400	101414	201415.0	1.0	227.0	M	116.7	3.3	GG	0.2	19.3	19.0	13.6	13.4	-3.3	30.0	120.0	0.0	GY	0.6	18.5	17.8	18.0	17.4	0.0	30.0	3.3
20230327_0700_1400	101416	201417.0	1.0	227.0	R	1.1	118.9	YY	0.8	11.0	10.7	32.8	32.0	1.1	24.0	8.0	112.0	RG	75.0	14.0	13.2	75.9	0.9	8.0	24.0	6.9
20230327_0700_1400	101453	201457.0	1.0	227.0	R	118.3	1.7	GG	0.4	42.6	42.2	67.7	67.3	-1.7	24.0	2.9	117.1	YR	0.9	8.0	7.0	56.7	55.8	2.9	39.0	4.6
20230327_0700_1400	101455	201456.0	1.0	227.0	M	119.0	1.0	GG	0.1	5.8	5.6	7.3	7.2	-1.0	24.0	2.0	118.0	YY	0.6	6.4	5.9	10.2	9.6	2.0	39.0	3.0
20230327_0700_1400	101526	201527.0	1.0	213.0	M	116.4	3.6	GG	0.4	16.0	15.6	47.1	46.7	-3.6	39.0	0.9	119.1	YY	0.8	15.9	15.0	51.0	50.2	0.9	31.0	4.5
20230327_0700_1400	101578	201579.0	1.0	213.0	M	119.9	0.1	GY	0.3	14.3	14.0	6.7	6.4	-0.1	31.0	3.8	116.2	RR	0.8	14.2	13.5	9.1	8.3	3.8	36.0	3.9
20230327_0700_1400	101667	201668.0	1.0	213.0	R	119.2	0.8	GG	0.2	61.5	61.1	33.4	33.2	-0.8	17.0	2.5	117.5	YY	0.6	39.5	37.9	37.3	36.7	2.5	27.0	3.3
20230327_0700_1400	101716	201717.0	1.0	213.0	M	3.0	117.0	YY	0.3	31.4	30.7	58.4	58.1	3.0	23.0	9.3	110.7	RG	68.5	29.5	28.1	72.1	3.6	9.3	23.0	6.3
20230327_0700_1400	101865	201867.0	1.0	213.0	R	0.5	119.5	YY	0.4	40.2	39.5	51.7	51.3	0.5	23.0	6.4	113.6	RG	73.1	38.7	37.6	73.5	0.4	6.4	23.0	5.9
20230327_0700_1400	101959	201961.0	1.0	204.0	M	117.8	2.2	GG	0.3	18.8	18.6	9.3	9.0	-2.2	32.0	1.7	118.3	YY	0.8	19.0	18.3	13.3	12.5	1.7	37.0	3.9
20230327_0700_1400	102030	202031.0	1.0	204.0	L	2.2	117.8	YY	0.5	24.6	23.6	51.5	51.0	2.2	32.0	7.7	112.3	RG	75.5	22.7	21.6	76.9	1.4	7.7	32.0	5.5
20230327_0700_1400	102409	202410.0	1.0	172.0	M	119.1	0.9	GG	0.2	17.9	17.6	73.1	72.9	-0.9	33.0	2.6	117.4	YY	0.6	18.0	17.3	73.4	72.8	2.6	16.0	3.5
20230327_0700_1400	102439	202440.0	1.0	172.0	R	115.1	4.9	GG	0.9	9.8	9.5	13.2	12.3	-4.9	16.0	0.6	119.4	YY	1.8	11.1	10.3	13.8	12.0	0.6	32.0	5.5
20230327_0700_1400	102670	202671.0	1.0	189.0	R	118.9	1.1	GY	1.2	37.9	37.5	18.1	16.9	-1.1	36.0	7.4	112.6	RG	71.0	40.9	39.8	71.6	0.6	7.4	28.0	8.5
20230327_0700_1400	102885	202887.0	1.0	189.0	L	0.4	110.2	YY	1.1	22.9	22.5	2.7	1.6	0.4	13.0	6.1	104.5	RG	75.7	24.6	23.8	80.3	4.6	6.1	13.0	5.7
20230327_0700_1400	102886	202887.0	0.0	189.0	L	3.1	107.5	YY	0.4	2.7	1.6	13.1	12.7	3.1	13.0	6.1	104.5	RG	75.7	24.6	23.8	80.3	4.6	6.1	13.0	3.0
20230327_0700_1400	102905	202906.0	1.0	146.0	M	108.8	1.8	GG	0.2	55.5	55.2	57.5	57.3	-1.8	13.0	1.2	110.2	YY	0.5	51.5	32.3	42.0	41.5	1.2	24.0	3.0
20230327_0700_1400	103079	203080.0	1.0	146.0	L	0.8	99.2	YY	0.7	28.0	27.2	48.9	48.2	0.8	11.0	5.9	94.1	RG	58.2	20.5	19.4	84.7	26.5	5.9	11.0	5.1
20230327_0700_1400	103123	203124.0	1.0	146.0	M	102.5	2.5	GG	0.3	33.7	33.4	47.5	47.2	-2.5	15.0	1.1	93.9	YY	0.7	33.0	32.2	51.1	50.4	1.1	12.0	3.6
20230327_0700_1400	103172	203173.0	1.0	163.0	M	99.3	0.7	GG	0.3	36.6	36.1	17.2	16.9	-0.7	18.0	3.0	102.0	YY	0.6	19.8	18.6	20.6	20.0	3.0	18.0	3.7
20230327_0700_1400	103237	203239.0	1.0	163.0	M	91.2	3.8	GG	0.3	48.6	46.5	5.7	5.4	-3.8	22.0	0.2	99.8	YY	0.7	26.7	25.0	32.0	31.3	0.2	21.0	4.0
20230327_0700_1400	103240	203243.0	1.0	163.0	R	0.4	99.6	YY	0.3	25.5	23.6	1.5	1.2	0.4	21.0	4.0	96.0	RR	0.7	6.3	4.6	3.8	3.1	4.0	21.0	3.6
20230327_0700_1400	103240	203244.0	0.0	163.0	R	0.4	99.6	YY	0.3	25.5	23.6	1.5	1.2	0.4	21.0	7.8	92.2	RG	75.1	3.8	3.1	75.2	0.1	7.8	21.0	7.4
20230327_0700_1400	103241	203244.0	1.0	163.0	R	1.9	98.1	YY	0.3	1.5	1.2	29.5	29.2	1.9	21.0	7.8	92.2	RG	75.1	3.8	3.1	75.2	0.1	7.8	21.0	5.9
20230327_0700_1400	103326	203328.0	1.0	163.0	M	95.4	4.6	GG	0.4	23.9	23.5	2.4	2.0	-4.6	15.0	0.2	104.0	YY	0.9	23.0	21.6	44.0	43.1	0.2	11.0	4.8
20230327_0700_1400	103592	203594.0	1.0	178.0	R	93.4	1.6	GG	0.4	6.9	6.5	43.8	43.4	-1.6	33.0	2.7	97.3	YY	0.8	6.0	4.9	46.4	45.6	2.7	17.0	4.3
20230327_0700_1400	103593	203595.0	1.0	178.0	L	1.5	98.5	YY	0.4	8.8	8.4	48.6	48.2	1.5	17.0	8.9	91.1	RG	64.3	11.3	10.3	67.0	2.7	8.9	17.0	7.4
20230327_0700_1400	103623	203624.0	1.0	178.0	L	2.7	97.3	YY	0.7	39.1	38.6	21.3	20.6	2.7	25.0	9.6	90.4	RG	66.6	28.1	26.7	68.3	1.7	9.6	25.0	6.9
20230327_0700_1400	103833	203834.0	1.0	189.0	R	99.6	0.4	GY	0.5	15.7	14.7	25.8	25.3	-0.4	27.0	5.9	99.1	RG	62.0	13.6	12.3	63.9	1.9	5.9	14.0	6.3
20230327_0700_1400	103854	203856.0	1.0	189.0	R	104.9	0.1	GY	0.3	7.3	6.9	10.4	10.1	-0.1	14.0	6.5	93.5	RG	64.3	9.2	8.2	65.1	0.8	6.5	30.0	6.6
20230327_0700_1400	103906	203907.0	1.0	189.0	M	96.9	3.1	GG	0.2	14.5	14.1	38.4	38.2	-3.1	30.0	100.0	0.0	GY	0.7	11.9	10.9	37.8	37.1	0.0	30.0	3.1
20230327_0700_1400	103945	203946.0	1.0	189.0	R	1.9	98.1	YY	0.7	17.9	17.3	63.1	62.4	1.9	19.0	8.9	91.1	RG	54.5	16.6	15.4	61.1	6.6	8.9	19.0	7.0
20230327_0700_1400	104308	204314.0	1.0	172.0	M	94.9	5.1	GG	0.3	3.1	2.8	37.8	37.5	-5.1	27.0	99.4	0.6	GY	0.8	3.8	3.1	40.6	39.8	-0.6	27.0	4.5
20230327_0700_1400	104310	204315.0	1.0	172.0	R	95.8	4.2	GG	0.7	2.8	1.9	2.4	1.7	-4.2	27.0	1.4	103.6	YY	1.4	2.9	1.4	2.9	1.5	1.4	22.0	5.6
20230327_0700_1400	104310	204317.0	0.0	172.0	R	95.8	4.2	GG	0.7	2.8	1.9	2.4	1.7	-4.2	27.0	4.3	100.7	RG	60.0	2.9	1.5	60.2	0.2	4.3	22.0	8.5
20230327_0700_1400	104310	204313.0	0.0	172.0	R	95.8	4.2	GG	0.7	2.8	1.9	2.4	1.7	-4.2	27.0	98.5	1.5	GY	1.5	2.4	0.3	2.9	1.4	-1.5	27.0	2.7
20230327_0700_1400	104312	204317.0	1.0	172.0	R	98.2	1.8	GG	0.6	2.4	1.7	14.2	13.6	-1.8	27.0	4.3	100.7	RG	60.0	2.9	1.5	60.2	0.2	4.3	22.0	6.1
20230327_0700_1400	104312	204315.0	0.0	172.0	R	98.2	1.8	GG	0.6	2.4	1.7	14.2	13.6	-1.8	27.0	1.4	103.6	YY	1.4	2.9	1.4	2.9	1.5	1.4	22.0	3.2
20230327_0700_1400	104411	204414.0	1.0	208.0	R	95.3	4.7	GG	0.4	17.6	17.1	49.9	49.5	-4.7	17.0	0.2	99.8	YY	1.0	14.1	12.4	53.4	52.4	0.2	33.0	4.9
20230327_0700_1400	104412	204413.0	1.0	208.0	M	95.5	4.5	GG	0.3	45.2	44.8	53.4	53.1	-4.5	17.0	99.5	0.5	GY	0.8	16.0	14.9	56.6	55.8	-0.5	17.0	4.0
20230327_0700_1400	104640	204641.0	1.0	208.0	R	98.6	1.4	GG	0.4	10.2	9.7	17.0	16.6	-1.4	25.0	4.3	95.7	RG	60.0	10.1	9.1	60.2	0.2	4.3	23.0	5.7
20230327_0700_1400	104679	204680.0	1.0	208.0	R	96.8	3.2	GG	0.3	26.3	25.8	41.9	41.6	-3.2	23.0	0.7	99.3	YY	0.8	8.1	6.4	54.7	53.9	0.7	14.0	3.9
20230327_0700_1400	104742	204743.0	1.0	208.0	R	99.7	0.3	GY	0.3	31.1	11.1	9.5	9.2	-0.3	25.0	6.1	93.9	RG	61.8	9.4	8.2	63.5	1.7	6.1	27.0	6.4
20230327_0700_1400	104787	204788.0	1.0	212.0	R	1.2	98.8	YY	0.3	24.2	23.7	15.2	14.9	1.2	35.0	6.9	93.1	RG	60.0	23.4	22.2	61.9	1.9	6.9	35.0	5.7
20230327_0700_1400	104846	204849.0	1.0	212.0	M	96.3	3.7	GG	0.3	18.6	17.9	39.5	39.2	-3.7	35.0	1.8	98.2	YY	1.0	17.1	15.9	40.7	39.7	1.8	15.0	5.5
20230327_0700_1400	104848	204850.0	1.0	212.0	L	99.8	0.2	GY	0.4	12.2	11.3	24.2	23.8	-0.2	35.0	3.6	96.4	YR	0.7	11.1	9.8	27.2	26.5	3.6	15.0	3.8
20230327_0700_1400	104904	204905.0	1.0	212.0	R	96.7	3.3	GG	0.4	16.0	15.5	9.1	8.7	-3.3	17.0	1.1	98.9	YY	0.8	13.9	12.7	13.6	12.8	1.1	26.0	4.4
20230327_0700_1400	105002	205003.0	1.0	212.0	R	96.4	3.6	GG	0.4	18.4	10.6	36.4	36.0	-3.6	29.0	1.3	98.7	YY	0.9	6.2	4.7	38.5	37.6	1.3	17.0	4.9
20230327_0700_1400	105031	205036.0	0.0	212.0	M	95.5	4.5	GG	0.3	13.9	13.5	6.0	5.7	-4.5	17.0	8.0	92.0	RG	58.5	9.0	8.4	59.8	1.3	8.0	30.0	12.5
20230327_0700_1400	105033	205035.0	1.0	212.0	R	0.8	99.2	YY	0.3	11.7	11.3	31.7	31.4	0.8	30.0	6.7	93.3	RG	53.9	13.4	12.5	54.7	0.8	6.7	30.0	5.9
20230327_0700_1400	105034	205036.0	1.0	212.0	M	1.5	98.5	YY	0.3	6.0	5.7	13.5	13.2	1.5	30.0	8.0	92.0	RG	58.5	9.0	8.4	59.8	1.3	8.0	30.0	6.5
20230327_0700_1400	105215	205216.0	1.0	194.0	R	95.2	4.8	GG	0.4	41.3	39.7	32.6	32.2	-4.8	19.0	99.3	0.7	GY	0.8	13.2	11.6	15.8	15.0	-0.7	19.0	4.1
20230327_0700_1400	105334	205337.0	1.0	194.0	M	115.9	1.1	GG	0.2	8.8	8.4	15.0	14.8	-1.1	30.0	2.4	114.6	YY	0.6	7.5	6.5	18.9	18.3	2.4	13.0	3.5
20230327_0700_1400	105335	205338.0	1.0	194.0	R	0.7	116.3	YY	0.2	20.0	15.6	1.7	1.5	0.7	13.0	5.7	111.3	RG	86.0	13.3	10.2	86.6	0.6	5.7	13.0	5.0
20230327_0700_1400	105336	205338.0	0.0	194.0	R	2.4	114.6	YY	0.3	1.7	1.5	4.2	3.9	2.4	13.0	5.7	111.3	RG	86.0	13.3	10.2	86.6	0.6	5.7	13.0	3.3
20230327_0700_1400	105358	205359.0	1.0	194.0	R	2.5	102.0	YY	0.4	37.5	36.9	10.2	9.8	2.5	9.0	8.7	95.8	RG	77.7	28.2	26.4	77.8	0.1	8.7	9.0	6.2
20230327_0700_1400	105371	205372.0	1.0	194.0	R	102.7	1.8	GG	0.7	6.9	6.6	16.1	15.4	-1.8	9.0	3.5	112.6	YR	1.2	8.3	7.5	18.6	17.4	3.5	20.0	5.3
20230327_0700_1400	105401	205409.0	0.0	194.0	R	111.3	4.8	GG	0.3	4.7	4.4	1.8	1.5	-4.8	20.0	1.4	115.6	YY	0.9	1.9	1.0	6.1	5.2	1.4	47.0	6.2
20230327_0700_1400	105401	205406.0	1.0	194.0	R	111.3	4.8	GG	0.3	4.7	4.4	1.8	1.5	-4.8	20.0	115.6	0.5	GY	0.9	4.5	3.6	1.9	1.0	-0.5	20.0	4.3
20230327_0700_1400	105401	205414.0	0.0	194.0	R	111.3	4.8	GG	0.3	4.7	4.4	1.8	1.5	-4.8	20.0	7.5	109.5	RG	77.6	6.1	5.2	77.8	0.2	7.5	47.0	12.3
20230327_0700_1400	105402	205407.0	1.0	194.0	L	112.2	3.9	GG	0.7	2.7	2.3	12.0	11.3	-3.9	20.0	0.6	116.4	YY	1.0	3.1	2.3	17.2	16.2	0.6	47.0	4.5
20230327_0700_1400	105403	205414.0	0.0	194.0	R	113.1	3.0	GG	0.4	1.8	1.5	4.6	4.2	-3.0	20.0	7.5	109.5	RG	77.6	6.1	5.2	77.8	0.2	7.5	47.0	10.5
20230327_0700_1400	105403	205409.0	1.0	194.0	R	113.1	3.0	GG	0.4	1.8	1.5	4.6	4.2	-3.0	20.0	1.4	115.6	YY	0.9	1.9	1.0	6.1	5.2	1.4	47.0	4.4
20230327_0700_1400	105403	205406.0	0.0	194.0	R	113.1	3.0	GG	0.4	1.8	1.5	4.6	4.2	-3.0	20.0	115.6	0.5	GY	0.9	4.5	3.6	1.9	1.0	-0.5	20.0	2.5
20230327_0700_1400	105404	205413.0	0.0	194.0	M	113.5	2.6	GG	0.6	7.1	6.7	3.5	2.9	-2.6	20.0	6.5	110.5	RG	77.9	4.7	3.7	80.0	2.1	6.5	47.0	9.1
20230327_0700_1400	105404	205411.0	1.0	194.0	M	113.5	2.6	GG	0.6	7.1	6.7	3.5	2.9	-2.6	20.0	1.8	115.2	YY	1.0	7.1	6.3	4.7	3.7	1.8	47.0	4.4
20230327_0700_1400	105408	205413.0	1.0	194.0	M	0.9	116.1	YY	0.3	3.5	2.9	1.5	1.2	0.9	47.0	6.5	110.5	RG	77.9	4.7	3.7	80.0	2.1	6.5	47.0	5.6
20230327_0700_1400	105410	205414.0	1.0	194.0	R	1.6	115.4	YY	0.4	4.6	4.2	13.7	13.3	1.6	47.0	7.5	109.5	RG	77.6	6.1	5.2	77.8	0.2	7.5	47.0	5.9
20230327_0700_1400	105412	205413.0	0.0	194.0	M	2.4	114.6	YY	0.4	1.5	1.2	9.1	8.7	2.4	47.0	6.5	110.5	RG	77.9	4.7	3.7	80.0	2.1	6.5	47.0	4.1
20230327_0700_1400	105486	205493.0	1.0	194.0	R	111.4	5.6	GG	0.4	6.4	5.8	68.1	67.7	-5.6	47.0	116.7	0.3	GY	0.9	3.8	2.5	69.9	69.0	-0.3	47.0	5.3
20230327_0700_1400	105488	205496.0	0.0	194.0	L	112.3	4.7	GG	0.5	2.5	2.0	1.8	1.3	-4.7	47.0	2.0	115.0	YY	0.8	4.3	3.3	44.3	43.5	2.0	43.0	6.7
20230327_0700_1400	105491	205496.0	1.0	194.0	L	114.1	2.9	GG	1.5	1.8	1.3	4.6	3.1	-2.9	47.0	2.0	115.0	YY	0.8	4.3	3.3	44.3	43.5	2.0	43.0	4.9
20230327_0700_1400	105564	205571.0	0.0	243.0	M	111.5	5.5	GG	0.5	5.6	5.1	1.5	1.0	-5.5	43.0	0.1	102.2	YY	1.0	4.7	3.6	8.3	7.3	0.1	25.0	5.6
20230327_0700_1400	105566	205578.0	0.0	243.0	M	113.0	4.0	GG	0.4	1.5	1.0	5.7	5.3	-4.0	43.0	8.4	93.9	RG	68.3	8.3	7.3	69.7	1.4	8.4	25.0	12.4
20230327_0700_1400	105566	205571.0	1.0	243.0	M	113.0	4.0	GG	0.4	1.5	1.0	5.7	5.3	-4.0	43.0	0.1	102.2	YY	1.0	4.7	3.6	8.3	7.3	0.1	25.0	4.1
20230327_0700_1400	105570	205576.0	1.0	243.0	R	116.6	0.4	GY	0.4	6.5	5.8	2.2	1.8	-0.4	43.0	6.4	95.9	RG	73.9	6.0	4.9	76.7	2.8	6.4	25.0	6.8
20230327_0700_1400	105574	205578.0	1.0	243.0	M	1.7	100.6	YY	0.4	5.7	5.3	50.3	49.9	1.7	25.0	8.4	93.9	RG	68.3	8.3	7.3	69.7	1.4	8.4	25.0	6.7
20230327_0700_1400	105575	205576.0	0.0	243.0	R	1.8	100.5	YY	0.2	2.2	1.8	17.5	17.3	1.8	25.0	6.4	95.9	RG	73.9	6.0	4.9	76.7	2.8	6.4	25.0	4.6
20230327_0700_1400	105616	205618.0	1.0	243.0	R	100.8	1.5	GG	0.3	5.2	4.4	17.9	17.6	-1.5	25.0	3.0	102.0	YR	0.8	3.2	2.2	19.6	18.8	3.0	21.0	4.5
20230327_0700_1400	105682	205683.0	1.0	243.0	R	94.8	5.2	GG	1.2	39.8	39.1	11.0	9.8	-5.2	17.0	3.0	92.0	YG	55.6	19.9	18.6	55.9	0.3	3.0	33.0	8.2
20230327_0700_1400	105741	205743.0	1.0	243.0	L	93.2	1.8	GG	0.6	21.0	20.6	22.3	21.7	-1.8	33.0	3.0	102.0	YR	0.9	20.3	19.3	30.1	29.2	3.0	34.0	4.8
20230327_0700_1400	105742	205744.0	1.0	243.0	R	1.9	103.1	YY	0.4	22.0	21.3	19.0	18.6	1.9	34.0	8.3	96.7	RG	55.9	21.5	20.2	56.6	0.7	8.3	34.0	6.4
20230327_0700_1400	105803	205804.0	1.0	243.0	L	104.8	0.2	GY	0.3	31.0	29.8	30.9	30.6	-0.2	34.0	5.1	89.9	RG	66.5	28.5	27.4	68.7	2.2	5.1	33.0	5.3
20230327_0700_1400	105912	205913.0	1.0	243.0	M	96.1	3.9	GG	0.3	7.5	6.9	38.4	38.1	-3.9	29.0	0.7	99.3	YY	1.0	5.9	4.7	41.8	40.8	0.7	16.0	4.6
20230327_0700_1400	105941	205944.0	1.0	243.0	R	95.7	4.3	GG	0.4	11.7	10.9	8.7	8.3	-4.3	16.0	0.7	99.3	YY	1.0	7.9	6.6	11.4	10.4	0.7	33.0	5.0
20230327_0700_1400	106081	206086.0	0.0	243.0	R	95.1	4.9	GG	1.0	2.8	1.9	2.1	1.1	-4.9	35.0	99.0	1.0	GY	1.2	2.3	0.8	1.8	0.6	-1.0	35.0	3.9
20230327_0700_1400	106081	206089.0	0.0	243.0	R	95.1	4.9	GG	1.0	2.8	1.9	2.1	1.1	-4.9	35.0	4.4	95.6	RG	75.3	3.6	2.3	75.5	0.2	4.4	29.0	9.3
20230327_0700_1400	106081	206088.0	1.0	243.0	R	95.1	4.9	GG	1.0	2.8	1.9	2.1	1.1	-4.9	35.0	0.8	99.2	YY	1.3	1.8	0.6	3.6	2.3	0.8	29.0	5.7
20230327_0700_1400	106085	206088.0	0.0	243.0	R	97.2	2.8	GG	0.8	2.1	1.1	35.1	34.3	-2.8	35.0	0.8	99.2	YY	1.3	1.8	0.6	3.6	2.3	0.8	29.0	3.6
20230327_0700_1400	106085	206089.0	1.0	243.0	R	97.2	2.8	GG	0.8	2.1	1.1	35.1	34.3	-2.8	35.0	4.4	95.6	RG	75.3	3.6	2.3	75.5	0.2	4.4	29.0	7.2
20230327_0700_1400	106187	206192.0	1.0	243.0	L	95.8	4.2	GG	0.8	4.6	3.7	23.6	22.8	-4.2	30.0	3.5	96.5	YG	71.4	6.2	5.1	73.2	1.8	3.5	21.0	7.7
20230327_0700_1400	106227	206231.0	1.0	243.0	R	0.6	99.4	YY	0.4	21.1	20.5	28.8	28.4	0.6	28.0	8.1	91.9	RG	56.3	19.3	17.8	56.5	0.2	8.1	28.0	7.5
