file	adv	stop	volume_15	OccTime	HeadwayFoll	GapFoll	HeadwayLead	arrival_time	volume_cycle	travel_time	is_lane_M	is_lane_R	SCA_GY	SCA_YR	SCA_YY	car_follow
20230105_09	100187	200191.0	134.0	0.8	1.5	0.5	43.2	-4.5	17.0	4.6	0	0	0	0	0	1
20230105_09	100199	200201.0	134.0	0.5	4.9	4.5	25.6	-4.5	6.0	5.8	0	1	0	0	0	0
20230105_09	100266	200270.0	163.0	0.3	11.3	10.9	10.8	-4.2	23.0	3.7	1	0	0	0	0	0
20230105_09	100267	200271.0	163.0	0.6	2.0	1.6	4.9	-3.2	23.0	3.9	0	0	0	0	0	0
20230105_09	100269	200273.0	163.0	0.3	15.4	15.1	28.9	-0.6	23.0	5.8	0	1	0	0	0	0
20230105_09	100272	200275.0	163.0	0.7	4.9	4.3	45.9	1.7	22.0	6.2	0	0	0	0	1	0
20230105_09	100312	200314.0	163.0	0.5	40.1	39.6	25.5	2.1	26.0	7.7	0	0	0	0	1	0
20230105_09	100375	200376.0	163.0	0.4	45.0	44.5	20.4	1.5	21.0	6.8	0	1	0	0	1	0
20230105_09	100430	200433.0	163.0	0.3	5.5	5.3	9.6	-2.1	12.0	3.4	1	0	0	0	0	0
20230105_09	100431	200434.0	163.0	0.9	13.3	11.7	4.0	-0.7	12.0	3.8	0	0	1	0	0	0
20230105_09	100432	200438.0	163.0	0.3	9.1	9.0	4.1	0.4	22.0	5.4	0	1	0	0	1	0
20230105_09	100462	200467.0	163.0	0.3	1.9	1.5	5.5	-4.6	22.0	4.1	0	1	0	0	0	0
20230105_09	100468	200470.0	163.0	0.3	4.2	3.9	57.8	-0.5	22.0	3.9	1	0	0	0	0	0
20230105_09	100469	200471.0	163.0	0.3	5.5	5.2	53.2	0.9	12.0	6.7	0	1	0	0	1	0
20230105_09	100561	200562.0	177.0	0.5	14.4	13.9	37.9	-4.5	24.0	4.1	0	0	0	0	0	0
20230105_09	100594	200596.0	177.0	0.2	21.2	20.5	33.3	-2.9	22.0	3.8	1	0	0	0	0	0
20230105_09	100595	200597.0	177.0	1.3	14.0	13.4	27.7	-1.0	22.0	5.0	0	0	1	0	0	0
20230105_09	100620	200623.0	177.0	1.2	7.8	7.5	51.2	0.3	19.0	9.2	0	1	0	0	1	0
20230105_09	100621	200622.0	177.0	0.3	16.5	16.2	50.1	0.5	19.0	5.6	1	0	0	0	1	0
20230105_09	100740	200741.0	177.0	0.3	13.9	13.6	23.8	-4.1	21.0	4.6	1	0	0	0	0	0
20230105_09	100760	200761.0	177.0	0.4	37.1	36.5	14.5	-3.8	11.0	5.1	0	0	0	0	0	0
20230105_09	100814	200816.0	177.0	0.2	7.7	7.2	28.8	1.5	27.0	5.7	0	1	0	0	1	0
20230105_09	100815	200817.0	177.0	0.3	20.7	20.0	28.8	1.8	27.0	6.6	1	0	0	0	1	0
20230105_09	100854	200858.0	177.0	0.4	6.2	5.8	3.9	-4.3	27.0	4.8	1	0	0	0	0	0
20230105_09	100856	200859.0	177.0	0.3	23.9	23.1	56.4	-2.8	27.0	4.4	0	1	0	0	0	0
20230105_09	100857	200860.0	177.0	0.3	3.9	3.5	21.8	-0.4	27.0	3.5	1	0	0	0	0	0
20230105_09	100904	200907.0	176.0	0.3	47.8	47.4	2.4	-0.7	21.0	4.0	1	0	0	0	0	0
20230105_09	100905	200908.0	176.0	0.3	2.4	2.1	40.9	1.7	19.0	5.3	1	0	0	0	1	0
20230105_10	100065	200068.0	151.0	1.4	14.9	14.6	11.4	-5.1	21.0	9.3	0	1	0	0	0	0
20230105_10	100151	200153.0	151.0	0.3	7.0	6.7	21.0	-1.6	16.0	4.1	0	1	0	0	0	0
20230105_10	100152	200154.0	151.0	0.3	14.5	14.2	84.7	-0.2	16.0	6.3	1	0	1	0	0	0
20230105_10	100179	200180.0	151.0	1.0	10.6	10.2	39.0	-3.2	13.0	6.0	0	0	0	0	0	0
20230105_10	100383	200387.0	195.0	0.4	20.2	19.3	19.2	-3.2	35.0	5.0	1	0	0	0	0	0
20230105_10	100513	200518.0	195.0	0.3	1.2	0.9	1.7	-5.2	22.0	4.6	0	1	0	0	0	1
20230105_10	100515	200520.0	195.0	0.3	1.7	1.4	1.5	-3.5	22.0	4.5	0	1	0	0	0	0
20230105_10	100517	200521.0	195.0	0.3	1.5	1.2	1.7	-2.0	22.0	4.3	0	1	0	0	0	0
20230105_10	100519	200523.0	195.0	0.4	1.7	1.4	55.8	-0.3	22.0	6.6	0	1	1	0	0	0
20230105_10	100595	200596.0	195.0	0.4	49.4	49.0	21.8	-3.7	12.0	5.4	0	1	0	0	0	0
20230105_10	100597	200598.0	195.0	0.4	23.5	23.1	20.6	1.7	18.0	7.2	1	0	0	0	1	0
20230105_10	100628	200629.0	189.0	0.4	17.4	17.0	34.4	1.5	29.0	6.5	0	1	0	0	1	0
20230105_10	100766	200767.0	189.0	0.3	10.2	9.8	12.3	-2.6	22.0	4.1	0	1	0	0	0	0
20230105_10	100800	200805.0	189.0	0.5	26.5	26.2	2.7	3.2	32.0	7.8	1	0	0	1	0	0
20230105_10	100847	200854.0	189.0	0.3	0.8	0.6	6.4	-5.3	32.0	4.5	0	1	0	0	0	1
20230105_10	100849	200858.0	189.0	0.3	4.0	3.6	1.8	-2.3	32.0	4.5	1	0	0	0	0	0
20230105_10	100853	200861.0	189.0	0.9	2.7	1.8	6.0	-1.0	32.0	4.5	0	0	0	0	0	0
20230105_10	100855	200863.0	189.0	0.4	1.8	1.5	2.9	-0.5	32.0	4.7	1	0	0	0	0	0
20230105_10	100860	200868.0	189.0	0.4	2.9	2.5	2.4	2.4	32.0	7.2	1	0	0	0	1	0
20230105_10	100907	200911.0	189.0	0.3	4.2	3.9	53.2	-3.2	32.0	4.4	0	1	0	0	0	0
20230105_10	100909	200912.0	189.0	0.7	6.7	6.4	32.0	-1.8	32.0	4.3	0	0	0	0	0	0
20230105_10	100910	200913.0	189.0	0.5	23.4	23.0	30.0	0.1	26.0	3.9	1	0	0	0	1	0
20230105_10	100989	200992.0	206.0	0.4	16.4	15.8	5.1	-1.3	19.0	3.9	0	0	0	0	0	0
20230105_10	100991	200994.0	206.0	0.3	29.6	26.9	21.8	1.0	25.0	6.7	0	1	0	0	1	0
20230105_10	101088	201090.0	206.0	0.3	15.0	14.5	61.6	-1.2	31.0	5.9	1	0	0	0	0	0
20230105_10	101137	201138.0	206.0	0.3	15.8	13.6	29.7	-2.8	28.0	4.5	0	0	0	0	0	0
20230105_10	101173	201175.0	206.0	0.3	13.4	12.6	6.8	-2.6	23.0	3.8	0	1	0	0	0	0
20230105_10	101174	201176.0	206.0	0.9	9.9	9.6	11.4	-2.0	23.0	4.8	1	0	0	0	0	0
20230105_10	101199	201203.0	206.0	0.3	34.7	34.3	2.4	-1.4	17.0	3.7	1	0	0	0	0	0
20230105_10	101200	201205.0	206.0	0.4	13.3	12.8	9.6	-0.5	17.0	3.9	0	0	0	0	0	0
20230105_10	101255	201256.0	206.0	0.3	20.8	20.6	48.4	-4.6	20.0	4.1	1	0	0	0	0	0
20230105_11	100104	200112.0	218.0	0.8	2.7	2.3	1.5	-5.0	20.0	4.2	0	0	0	0	0	0
20230105_11	100106	200113.0	218.0	0.3	2.1	1.7	1.3	-4.2	20.0	4.5	0	1	0	0	0	0
20230105_11	100107	200114.0	218.0	0.3	5.1	4.8	38.0	-3.5	20.0	4.0	1	0	0	0	0	0
20230105_11	100108	200115.0	218.0	0.4	1.5	0.7	2.1	-3.5	20.0	4.1	0	0	0	0	0	1
20230105_11	100109	200116.0	218.0	0.3	1.3	1.0	23.3	-2.9	20.0	4.6	0	1	0	0	0	1
20230105_11	100111	200117.0	218.0	0.7	2.1	1.7	40.5	-1.4	20.0	4.2	0	0	0	0	0	0
20230105_11	100160	200162.0	218.0	0.3	36.7	34.7	7.3	-2.0	25.0	4.2	0	0	0	0	0	0
20230105_11	100208	200209.0	218.0	0.5	32.3	31.1	58.1	-5.1	29.0	4.3	0	0	0	0	0	0
20230105_11	100358	200362.0	218.0	1.0	5.5	5.1	9.0	-5.6	33.0	6.0	0	1	0	0	0	0
20230105_11	100359	200363.0	218.0	0.5	4.6	4.1	52.1	-1.6	33.0	4.4	0	0	0	0	0	0
20230105_11	100391	200393.0	230.0	0.3	29.3	29.0	6.1	0.7	32.0	5.4	1	0	0	0	1	0
20230105_11	100439	200442.0	230.0	0.5	5.3	4.2	33.5	-2.7	32.0	6.2	0	1	0	0	0	0
20230105_11	100499	200505.0	230.0	0.7	3.9	3.2	3.3	-5.1	36.0	4.2	0	1	0	0	0	0
20230105_11	100502	200508.0	230.0	0.7	14.5	11.0	27.1	-2.5	36.0	4.6	0	0	0	0	0	0
20230105_11	100504	200507.0	230.0	0.6	3.3	2.6	6.0	-1.8	36.0	3.9	0	1	0	0	0	0
20230105_11	100506	200511.0	230.0	0.3	17.2	13.9	3.8	0.2	31.0	5.8	1	0	0	0	1	0
20230105_11	100598	200600.0	230.0	0.4	19.6	19.1	9.7	-0.1	22.0	6.5	0	1	1	0	0	0
20230105_11	100653	200657.0	230.0	0.5	9.6	9.1	38.3	-0.4	32.0	8.9	1	0	1	0	0	0
20230105_11	100806	200807.0	215.0	0.4	15.0	13.3	13.3	2.7	19.0	6.4	0	1	0	0	1	0
20230105_11	101020	201021.0	215.0	0.3	54.6	53.5	18.5	-1.2	19.0	4.8	0	1	0	0	0	0
20230105_11	101111	201118.0	215.0	0.6	2.8	2.0	44.2	-5.8	35.0	6.4	0	0	0	0	0	0
20230105_11	101116	201119.0	215.0	0.3	6.4	5.8	34.5	-1.8	35.0	4.7	1	0	0	0	0	0
20230105_11	101184	201185.0	211.0	0.4	35.2	26.4	28.7	-2.6	18.0	4.6	0	1	0	0	0	0
20230105_11	101224	201226.0	211.0	0.3	51.6	50.9	19.6	0.6	31.0	3.4	0	0	0	0	1	0
20230105_11	101278	201280.0	211.0	1.1	18.7	18.0	38.4	3.0	27.0	6.6	0	0	0	1	0	0
20230105_11	101321	201322.0	211.0	0.6	10.3	9.8	13.3	-1.1	27.0	6.5	0	0	0	0	0	0
20230105_11	101363	201364.0	211.0	0.4	20.0	18.1	5.5	-5.1	25.0	4.6	0	1	0	0	0	0
20230105_11	101365	201366.0	211.0	0.3	5.5	5.1	26.5	0.4	21.0	5.6	0	1	0	0	1	0
20230105_11	101434	201437.0	211.0	0.3	6.6	6.3	23.0	-3.1	21.0	3.8	0	1	0	0	0	0
20230105_11	101482	201487.0	211.0	0.4	7.0	6.7	2.8	-5.0	28.0	4.6	0	1	0	0	0	0
20230105_11	101485	201489.0	211.0	0.4	2.8	2.4	12.2	-2.2	28.0	4.5	0	1	0	0	0	0
20230105_11	101486	201488.0	211.0	0.3	6.3	5.8	34.4	-2.1	28.0	4.2	0	0	0	0	0	0
20230105_12	100038	200040.0	210.0	0.2	4.0	3.6	40.8	-4.1	22.0	4.1	0	1	0	0	0	0
20230105_12	100155	200158.0	210.0	0.3	3.5	3.2	2.9	-2.8	24.0	3.9	1	0	0	0	0	0
20230105_12	100157	200159.0	210.0	0.3	2.9	2.6	40.4	0.1	25.0	5.0	1	0	0	0	1	0
20230105_12	100241	200242.0	210.0	0.3	25.0	24.0	9.1	-4.8	23.0	4.4	1	0	0	0	0	0
20230105_12	100305	200309.0	210.0	0.8	3.4	2.2	33.6	-5.2	38.0	5.4	0	0	0	0	0	0
20230105_12	100308	200311.0	210.0	0.4	13.1	12.5	29.8	-0.7	38.0	7.6	1	0	0	0	0	0
20230105_12	100348	200349.0	210.0	0.4	11.7	11.0	8.7	-5.9	23.0	5.4	0	1	0	0	0	0
20230105_12	100350	200353.0	210.0	0.4	8.7	8.3	33.2	2.8	31.0	8.0	0	1	0	0	1	0
20230105_12	100401	200403.0	236.0	0.4	8.9	7.9	8.7	-1.3	31.0	5.7	0	1	0	0	0	0
20230105_12	100484	200488.0	236.0	0.6	3.2	2.4	2.3	-3.5	34.0	4.5	0	1	0	0	0	0
20230105_12	100486	200491.0	236.0	0.5	2.3	1.7	2.6	-1.2	34.0	4.6	0	1	0	0	0	0
20230105_12	100490	200492.0	236.0	0.4	2.6	2.1	34.6	1.4	23.0	5.4	0	1	0	0	1	0
20230105_12	100533	200534.0	236.0	0.3	10.7	10.3	9.1	-3.8	23.0	3.9	0	1	0	0	0	0
20230105_12	100641	200644.0	236.0	0.4	10.7	10.3	9.7	-4.4	27.0	4.0	1	0	0	0	0	0
20230105_12	100681	200684.0	236.0	0.4	15.1	14.5	3.1	-1.3	23.0	4.5	0	1	0	0	0	0
20230105_12	100682	200685.0	236.0	0.3	15.1	14.8	19.4	-0.9	23.0	5.4	0	0	0	0	0	0
20230105_12	100683	200686.0	236.0	0.4	3.1	2.7	33.2	1.8	26.0	5.9	0	1	0	0	1	0
20230105_12	100724	200727.0	236.0	0.3	22.4	12.6	4.1	-4.6	26.0	4.5	0	0	0	0	0	0
20230105_12	100937	200938.0	212.0	0.4	41.6	41.1	31.9	-3.1	23.0	4.9	0	1	0	0	0	0
20230105_12	100993	200996.0	212.0	0.4	15.6	14.8	30.2	-3.2	32.0	4.7	0	0	0	0	0	0
20230105_12	100995	200997.0	212.0	0.3	43.4	41.6	22.4	-0.7	32.0	5.9	1	0	0	0	0	0
20230105_12	101043	201044.0	212.0	0.3	12.6	10.2	43.6	0.0	26.0	5.4	0	1	1	0	0	0
20230105_12	101080	201083.0	212.0	0.5	19.8	17.3	8.1	-4.4	23.0	3.9	0	0	0	0	0	0
20230105_12	101082	201084.0	212.0	0.4	13.1	12.4	29.4	-2.6	23.0	4.5	1	0	0	0	0	0
20230105_12	101137	201142.0	212.0	0.9	5.8	4.7	41.7	-5.8	32.0	7.4	0	0	0	0	0	0
20230105_12	101140	201141.0	212.0	0.3	10.3	9.4	5.8	-3.7	32.0	4.5	0	1	0	0	0	0
20230105_12	101143	201144.0	212.0	0.4	5.8	5.5	22.0	2.1	23.0	6.3	0	1	0	0	1	0
20230105_12	101178	201182.0	212.0	0.3	1.0	0.7	7.8	-5.2	23.0	4.6	0	1	0	0	0	1
20230105_12	101183	201186.0	212.0	0.9	8.5	7.0	5.0	2.4	19.0	8.3	0	0	0	0	1	0
20230105_12	101293	201295.0	231.0	0.4	4.3	3.9	42.0	-2.6	28.0	4.6	1	0	0	0	0	0
20230105_12	101457	201458.0	231.0	0.3	20.6	20.3	26.4	-0.7	13.0	5.1	1	0	0	0	0	0
20230105_12	101516	201523.0	231.0	0.7	2.8	2.0	8.9	-5.8	37.0	5.1	0	1	0	0	0	0
20230105_12	101525	201528.0	231.0	0.3	25.9	12.4	20.6	2.6	28.0	6.2	1	0	0	0	1	0
20230105_12	101526	201529.0	231.0	0.4	8.9	8.2	38.7	3.1	28.0	7.5	0	1	0	0	1	0
20230105_13	100146	200147.0	190.0	1.0	22.3	21.7	27.3	2.7	11.0	9.3	0	1	0	1	0	0
20230105_13	100398	200400.0	231.0	0.3	16.5	15.8	33.6	-4.7	31.0	4.1	1	0	0	0	0	0
20230105_13	100399	200401.0	231.0	0.3	22.3	21.9	12.3	-1.8	31.0	4.3	0	1	0	0	0	0
20230105_13	100450	200456.0	231.0	0.6	11.7	10.3	7.6	-5.8	32.0	5.9	1	0	0	0	0	0
20230105_13	100451	200457.0	231.0	0.5	2.7	1.7	2.2	-4.7	32.0	5.1	0	1	0	0	0	0
20230105_13	100455	200459.0	231.0	0.4	2.2	1.7	47.7	-2.5	32.0	5.0	0	1	0	0	0	0
20230105_13	100458	200460.0	231.0	0.3	7.6	7.0	47.0	1.8	26.0	5.8	1	0	0	0	1	0
20230105_13	100504	200507.0	231.0	0.4	25.9	15.1	2.5	1.6	16.0	8.7	0	1	0	0	1	0
20230105_13	100531	200532.0	231.0	0.3	23.3	22.5	26.8	-2.7	16.0	4.6	0	1	0	0	0	0
20230105_13	100655	200658.0	231.0	0.3	4.8	4.5	1.1	-4.9	50.0	4.3	0	1	0	0	0	0
20230105_13	100656	200659.0	231.0	0.3	1.1	0.8	2.3	-3.8	50.0	4.4	0	1	0	0	0	1
20230105_13	100657	200660.0	231.0	0.2	2.3	2.0	28.3	-1.5	50.0	4.2	0	1	0	0	0	0
20230105_13	100680	200681.0	231.0	0.3	36.6	36.1	6.9	3.5	17.0	5.1	0	1	0	1	0	0
20230105_13	100851	200853.0	233.0	0.3	19.7	19.2	43.1	-3.5	14.0	4.1	0	1	0	0	0	0
20230105_13	100884	200885.0	233.0	0.4	20.2	19.9	36.3	3.4	41.0	5.7	0	0	0	1	0	0
20230105_13	100943	200947.0	233.0	0.9	5.8	3.8	30.1	-4.0	41.0	3.3	0	0	0	0	0	0
20230105_13	100944	200949.0	233.0	0.9	2.1	1.2	3.8	-3.0	41.0	4.9	0	1	0	0	0	0
20230105_13	100950	200955.0	233.0	0.5	11.5	10.7	23.5	2.1	38.0	7.7	1	0	0	0	1	0
20230105_13	101076	201082.0	233.0	0.3	11.1	10.9	38.2	-0.4	36.0	4.7	0	0	0	0	0	0
20230105_13	101079	201084.0	233.0	0.4	9.5	9.0	11.0	1.4	31.0	6.0	1	0	0	0	1	0
20230105_13	101131	201134.0	233.0	0.2	5.6	4.9	2.8	-3.6	31.0	3.4	0	1	0	0	0	0
20230105_13	101133	201135.0	233.0	0.3	2.8	2.6	44.6	-0.8	31.0	5.2	0	1	0	0	0	0
20230105_13	101177	201184.0	279.0	0.6	11.5	11.0	6.7	-3.1	31.0	6.2	1	0	0	0	0	0
20230105_13	101185	201189.0	279.0	0.5	6.7	6.1	33.0	3.6	28.0	7.9	1	0	0	1	0	0
20230105_13	101234	201237.0	279.0	0.2	6.7	6.3	7.3	-4.1	28.0	3.9	1	0	0	0	0	0
20230105_13	101236	201240.0	279.0	0.3	29.3	28.9	3.0	-0.6	28.0	4.0	0	0	0	0	0	0
20230105_13	101238	201242.0	279.0	0.2	3.0	2.7	29.9	2.4	34.0	5.1	0	0	0	0	1	0
20230105_13	101239	201243.0	279.0	0.4	7.3	7.1	2.1	3.2	34.0	7.5	1	0	0	0	1	0
20230105_13	101374	201375.0	279.0	0.3	14.7	14.3	41.8	1.3	24.0	5.9	1	0	0	0	1	0
20230105_13	101414	201415.0	279.0	1.0	19.5	18.9	50.0	2.3	34.0	8.7	0	1	0	0	1	0
20230105_13	101524	201531.0	279.0	0.3	33.0	28.3	14.2	-5.4	33.0	5.3	1	0	0	0	0	0
20230105_13	101590	201593.0	279.0	1.1	6.1	5.2	31.6	-2.6	34.0	4.5	0	0	0	0	0	0
20230105_13	101591	201594.0	279.0	0.3	32.4	14.1	18.4	-2.0	34.0	4.3	0	1	0	0	0	0
20230105_13	101592	201595.0	279.0	0.4	10.0	9.8	26.5	0.5	25.0	5.7	1	0	0	0	1	0
20230105_14	100098	200101.0	256.0	0.4	12.0	11.7	11.4	-0.8	53.0	6.3	1	0	0	0	0	0
20230105_14	100176	200178.0	256.0	0.4	24.7	24.4	14.3	1.3	64.0	8.1	0	1	0	0	1	0
20230105_14	100277	200290.0	256.0	0.3	5.2	4.8	1.9	-4.7	64.0	4.7	0	1	0	0	0	0
20230105_14	100278	200289.0	256.0	0.3	4.9	4.4	3.5	-4.2	64.0	4.1	1	0	0	0	0	0
20230105_14	100281	200292.0	256.0	0.4	1.9	1.6	1.0	-2.8	64.0	5.0	0	1	0	0	0	0
20230105_14	100284	200296.0	256.0	0.3	1.0	0.6	1.3	-1.8	64.0	5.1	0	1	0	0	0	1
20230105_14	100286	200298.0	256.0	0.3	3.5	3.2	2.2	-0.7	64.0	4.3	1	0	0	0	0	0
20230105_14	100287	200300.0	256.0	0.4	1.3	1.0	2.9	-0.5	64.0	5.1	0	1	0	0	0	1
20230105_14	100291	200307.0	256.0	0.3	2.2	1.9	3.8	1.5	44.0	6.9	1	0	0	0	1	0
20230105_14	100294	200311.0	256.0	0.5	2.9	2.5	1.0	2.4	44.0	8.3	0	1	0	0	1	0
20230105_14	100387	200389.0	256.0	0.3	14.2	13.9	7.9	-3.0	44.0	4.6	1	0	0	0	0	0
20230105_14	100388	200390.0	256.0	0.2	9.9	9.5	7.2	-2.5	44.0	4.2	0	1	0	0	0	0
20230105_14	100482	200488.0	269.0	0.3	1.3	0.9	2.7	-4.9	62.0	4.2	0	1	0	0	0	1
20230105_14	100484	200490.0	269.0	0.4	2.2	1.9	6.8	-4.2	62.0	4.5	1	0	0	0	0	0
20230105_14	100485	200489.0	269.0	0.3	5.2	4.7	15.6	-4.1	62.0	3.6	0	0	0	0	0	0
20230105_14	100486	200491.0	269.0	0.3	2.7	2.4	14.7	-2.2	62.0	4.3	0	1	0	0	0	0
20230105_14	100492	200493.0	269.0	0.4	6.8	6.4	23.1	2.6	49.0	8.0	1	0	0	0	1	0
20230105_14	100584	200585.0	269.0	0.3	21.3	20.7	40.9	-0.4	49.0	3.7	1	0	0	0	0	0
20230105_14	100745	200750.0	269.0	0.3	12.5	11.8	1.2	-2.8	45.0	3.9	0	0	0	0	0	0
20230105_14	100746	200753.0	269.0	0.3	8.9	8.6	3.4	-2.2	45.0	4.0	0	1	0	0	0	0
20230105_14	100747	200755.0	269.0	0.5	1.2	0.9	3.5	-1.6	45.0	4.0	0	0	0	0	0	1
20230105_14	100752	200767.0	269.0	0.2	3.4	3.1	2.8	1.2	46.0	9.7	0	1	0	0	1	0
20230105_14	100754	200762.0	269.0	0.3	3.5	3.0	3.3	1.9	46.0	6.9	0	0	0	0	1	0
20230105_14	100831	200834.0	269.0	0.3	62.3	61.0	5.1	-1.0	46.0	4.4	0	0	0	0	0	0
20230105_14	100835	200844.0	269.0	0.3	4.6	4.0	1.1	3.5	45.0	6.1	0	1	0	1	0	0
20230105_14	100919	200921.0	269.0	0.4	2.2	1.9	25.3	-5.5	45.0	5.5	1	0	0	0	0	0
20230105_14	100922	200923.0	269.0	0.3	17.0	16.6	10.0	1.4	49.0	3.0	0	1	0	0	1	0
20230105_14	101003	201005.0	279.0	0.6	7.2	6.7	43.5	-0.4	49.0	5.8	0	0	1	0	0	0
20230105_14	101163	201169.0	279.0	0.4	2.7	2.4	3.6	-4.6	47.0	4.3	0	1	0	0	0	0
20230105_14	101167	201171.0	279.0	0.3	5.3	5.0	7.5	-2.1	47.0	4.1	0	0	0	0	0	0
20230105_14	101168	201172.0	279.0	0.3	3.6	3.2	10.8	-1.0	47.0	3.8	0	1	0	0	0	0
20230105_14	101170	201174.0	279.0	0.4	8.7	8.3	8.0	0.7	57.0	6.4	1	0	0	0	1	0
20230105_14	101270	201271.0	279.0	0.4	14.7	14.3	42.7	-3.8	57.0	5.2	1	0	0	0	0	0
20230105_14	101357	201359.0	279.0	0.4	36.7	36.4	10.3	1.9	40.0	7.0	1	0	0	0	1	0
20230105_14	101555	201570.0	354.0	1.0	3.1	2.6	2.0	-4.6	85.0	5.9	0	0	0	0	0	0
20230105_14	101557	201566.0	354.0	0.4	2.3	1.8	6.0	-4.4	85.0	3.6	0	1	0	0	0	0
20230105_14	101561	201572.0	354.0	0.6	2.0	1.0	2.0	-2.6	85.0	6.0	0	0	0	0	0	1
20230105_14	101567	201575.0	354.0	1.2	2.0	1.4	5.0	-0.6	85.0	7.0	0	0	1	0	0	0
20230105_14	101571	201578.0	354.0	0.4	6.0	5.6	7.5	1.6	53.0	8.4	0	1	0	0	1	0
20230105_14	101662	201668.0	354.0	0.5	3.5	2.0	3.2	-3.8	53.0	6.2	0	0	0	0	0	0
20230105_14	101665	201673.0	354.0	0.8	3.2	2.7	4.6	-0.6	53.0	7.6	0	0	1	0	0	0
20230105_14	101959	201962.0	354.0	0.3	30.6	30.2	5.9	0.5	91.0	6.3	0	1	0	0	1	0
20230105_14	101960	201963.0	354.0	0.2	34.0	33.6	14.9	3.1	91.0	5.2	1	0	0	0	1	0
20230105_15	100095	200096.0	312.0	0.3	21.4	20.9	5.2	-1.8	50.0	4.2	0	1	0	0	0	0
20230105_15	100097	200099.0	312.0	0.4	5.2	4.9	19.1	3.4	49.0	7.6	0	1	0	1	0	0
20230105_15	100184	200193.0	312.0	0.3	8.8	8.4	2.9	0.3	77.0	5.9	0	0	0	0	1	0
20230105_15	100323	200329.0	312.0	0.5	4.4	3.0	3.8	-5.3	77.0	6.1	0	1	0	0	0	0
20230105_15	100327	200331.0	312.0	0.5	19.5	19.2	60.2	-0.4	77.0	6.7	1	0	1	0	0	0
20230105_15	100433	200434.0	312.0	0.3	10.4	10.1	25.1	-4.0	58.0	4.2	1	0	0	0	0	0
20230105_15	100498	200502.0	271.0	0.3	4.6	4.3	3.7	-2.0	33.0	4.2	1	0	0	0	0	0
20230105_15	100501	200510.0	271.0	0.3	3.7	3.4	2.1	1.7	67.0	6.5	1	0	0	0	1	0
20230105_15	100627	200630.0	271.0	0.3	13.9	13.3	44.9	-3.8	67.0	4.6	0	1	0	0	0	0
20230105_15	100629	200632.0	271.0	0.6	6.6	6.2	2.8	-0.4	67.0	5.2	0	0	1	0	0	0
20230105_15	100706	200707.0	271.0	0.4	20.0	19.7	16.9	-4.7	41.0	4.1	1	0	0	0	0	0
20230105_15	100708	200709.0	271.0	0.7	33.3	32.7	6.8	2.6	36.0	5.7	0	0	0	0	1	0
20230105_15	100968	200974.0	271.0	0.3	1.9	1.5	1.8	-4.5	66.0	4.9	1	0	0	0	0	0
20230105_15	100970	200976.0	271.0	0.6	6.8	6.3	26.9	-3.2	66.0	4.7	0	0	0	0	0	0
20230105_15	100971	200977.0	271.0	0.4	1.8	1.5	3.5	-2.7	66.0	4.9	1	0	0	0	0	0
20230105_15	100973	200980.0	271.0	0.5	11.6	11.2	7.0	0.2	48.0	7.4	0	1	0	0	1	0
20230105_15	100975	200978.0	271.0	0.3	3.5	3.1	27.2	0.8	48.0	5.7	1	0	0	0	1	0
20230105_15	101060	201062.0	326.0	0.3	3.4	3.1	9.8	-2.5	48.0	5.1	0	1	0	0	0	0
20230105_15	101061	201064.0	326.0	1.7	29.0	28.2	12.7	0.6	44.0	6.2	0	0	0	0	1	0
20230105_15	101194	201197.0	326.0	0.3	24.0	23.6	4.7	-3.3	32.0	3.9	1	0	0	0	0	0
20230105_15	101196	201204.0	326.0	0.3	10.9	10.6	2.2	-0.2	32.0	4.1	0	1	1	0	0	0
20230105_15	101198	201209.0	326.0	0.3	4.7	4.4	2.1	1.4	81.0	7.3	1	0	0	0	1	0
20230105_15	101199	201210.0	326.0	0.4	3.7	3.4	5.8	1.6	81.0	7.8	0	0	0	0	1	0
20230105_15	101200	201207.0	326.0	0.4	2.2	1.9	1.7	2.0	81.0	5.6	0	1	0	0	1	0
20230105_15	101457	201459.0	326.0	0.3	22.0	21.6	8.2	-3.5	58.0	3.1	0	1	0	0	0	0
20230105_15	101458	201461.0	326.0	0.3	19.9	19.6	5.9	-1.8	58.0	3.3	1	0	0	0	0	0
20230105_15	101460	201463.0	326.0	0.7	26.7	25.8	9.9	0.3	85.0	4.2	0	0	0	0	1	0
20230105_15	101694	201695.0	333.0	0.2	22.9	22.5	9.0	-2.0	48.0	3.1	0	1	0	0	0	0
20230105_15	101870	201871.0	333.0	0.3	7.2	6.9	26.2	1.2	57.0	8.4	0	1	0	0	1	0
20230105_15	102062	202069.0	333.0	0.3	2.8	2.5	1.6	-3.8	50.0	3.9	1	0	0	0	0	0
20230105_15	102063	202071.0	333.0	0.4	4.4	3.7	2.9	-3.5	50.0	4.4	0	0	0	0	0	0
20230105_15	102065	202073.0	333.0	0.3	1.6	1.3	1.1	-2.2	50.0	3.8	1	0	0	0	0	0
20230105_15	102066	202075.0	333.0	0.3	1.1	0.8	1.1	-1.1	50.0	3.8	1	0	0	0	0	1
20230105_15	102067	202077.0	333.0	0.7	2.9	2.5	2.4	-0.6	50.0	4.4	0	0	1	0	0	0
