file	adv	stop	match	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20230327_1415_1900	101145	201149.0	0	281.0	R	146.8	3.2	GG	0.4	1.5	1.3	3.3	2.9	-3.2	55.0	149.3	0.7	GY	0.8	3.2	2.1	2.1	1.3	-0.7	55.0	2.5
20230327_1415_1900	101140	201153.0	0	281.0	R	145.3	4.7	GG	0.2	1.8	1.6	1.5	1.3	-4.7	55.0	1.4	148.6	YY	0.9	2.1	1.3	4.2	3.3	1.4	46.0	6.1
20230327_1415_1900	101145	201153.0	1	281.0	R	146.8	3.2	GG	0.4	1.5	1.3	3.3	2.9	-3.2	55.0	1.4	148.6	YY	0.9	2.1	1.3	4.2	3.3	1.4	46.0	4.6
20230327_1415_1900	101143	201163.0	0	281.0	L	146.3	3.7	GG	0.5	2.3	1.9	5.0	4.5	-3.7	55.0	8.9	141.1	RG	92.9	10.3	9.4	94.0	1.1	8.9	46.0	12.6
20230327_1415_1900	101152	201163.0	0	281.0	L	1.3	148.7	YY	0.7	5.0	4.5	4.4	3.7	1.3	46.0	8.9	141.1	RG	92.9	10.3	9.4	94.0	1.1	8.9	46.0	7.6
20230327_1415_1900	101155	201163.0	1	281.0	M	2.7	147.3	YY	0.4	1.6	1.2	3.7	3.3	2.7	46.0	8.9	141.1	RG	92.9	10.3	9.4	94.0	1.1	8.9	46.0	6.2
20230327_1415_1900	101148	201156.0	1	281.0	M	148.6	1.4	GG	0.4	6.2	5.9	2.5	2.1	-1.4	55.0	3.2	146.8	YR	0.9	6.5	5.8	3.8	2.9	3.2	46.0	4.6
20230327_1415_1900	101148	201161.0	0	281.0	M	148.6	1.4	GG	0.4	6.2	5.9	2.5	2.1	-1.4	55.0	7.0	143.0	RG	93.9	3.8	2.9	95.3	1.4	7.0	46.0	8.4
20230327_1415_1900	101151	201161.0	1	281.0	M	1.1	148.9	YY	0.4	2.5	2.1	1.6	1.2	1.1	46.0	7.0	143.0	RG	93.9	3.8	2.9	95.3	1.4	7.0	46.0	5.9
20230327_1415_1900	101155	201161.0	0	281.0	M	2.7	147.3	YY	0.4	1.6	1.2	3.7	3.3	2.7	46.0	7.0	143.0	RG	93.9	3.8	2.9	95.3	1.4	7.0	46.0	4.3
20230327_1415_1900	101315	201318.0	1	281.0	R	150.0	0.0	GY	0.1	10.8	10.5	10.5	10.4	0.0	45.0	6.1	143.9	RR	8.5	11.5	10.5	12.1	3.6	6.1	48.0	6.1
20230327_1415_1900	101316	201319.0	1	281.0	M	0.1	149.9	YY	0.3	11.7	11.3	2.7	2.4	0.1	48.0	6.6	143.4	RG	87.8	13.5	12.6	88.4	0.6	6.6	48.0	6.5
20230327_1415_1900	101317	201319.0	0	281.0	M	2.8	147.2	YY	0.4	2.7	2.4	9.4	9.0	2.8	48.0	6.6	143.4	RG	87.8	13.5	12.6	88.4	0.6	6.6	48.0	3.8
20230327_1415_1900	101387	201409.0	0	281.0	L	144.5	5.5	GG	0.3	2.8	2.5	2.0	1.7	-5.5	48.0	4.5	145.5	RR	0.7	3.8	2.9	8.2	7.5	4.5	44.0	10.0
20230327_1415_1900	101393	201409.0	0	281.0	L	146.5	3.5	GG	0.3	2.0	1.7	3.5	3.2	-3.5	48.0	4.5	145.5	RR	0.7	3.8	2.9	8.2	7.5	4.5	44.0	8.0
20230327_1415_1900	101399	201409.0	1	281.0	L	0.0	150.0	YY	0.2	3.5	3.2	4.1	3.9	0.0	44.0	4.5	145.5	RR	0.7	3.8	2.9	8.2	7.5	4.5	44.0	4.5
20230327_1415_1900	101387	201401.0	0	281.0	L	144.5	5.5	GG	0.3	2.8	2.5	2.0	1.7	-5.5	48.0	0.7	149.3	YY	0.9	1.9	1.1	3.8	2.9	0.7	44.0	6.2
20230327_1415_1900	101393	201401.0	1	281.0	L	146.5	3.5	GG	0.3	2.0	1.7	3.5	3.2	-3.5	48.0	0.7	149.3	YY	0.9	1.9	1.1	3.8	2.9	0.7	44.0	4.2
20230327_1415_1900	101388	201405.0	0	281.0	R	144.9	5.1	GG	0.3	1.8	1.4	1.2	0.9	-5.1	48.0	3.3	146.7	YR	1.1	2.7	0.9	9.7	8.6	3.3	44.0	8.4
20230327_1415_1900	101390	201405.0	0	281.0	R	146.1	3.9	GG	0.3	1.2	0.9	1.9	1.6	-3.9	48.0	3.3	146.7	YR	1.1	2.7	0.9	9.7	8.6	3.3	44.0	7.2
20230327_1415_1900	101395	201405.0	1	281.0	R	148.0	2.0	GG	0.5	1.9	1.6	5.7	5.2	-2.0	48.0	3.3	146.7	YR	1.1	2.7	0.9	9.7	8.6	3.3	44.0	5.3
20230327_1415_1900	101388	201400.0	0	281.0	R	144.9	5.1	GG	0.3	1.8	1.4	1.2	0.9	-5.1	48.0	0.6	149.4	YY	1.8	1.2	0.2	2.7	0.9	0.6	44.0	5.7
20230327_1415_1900	101390	201400.0	1	281.0	R	146.1	3.9	GG	0.3	1.2	0.9	1.9	1.6	-3.9	48.0	0.6	149.4	YY	1.8	1.2	0.2	2.7	0.9	0.6	44.0	4.5
20230327_1415_1900	101395	201400.0	0	281.0	R	148.0	2.0	GG	0.5	1.9	1.6	5.7	5.2	-2.0	48.0	0.6	149.4	YY	1.8	1.2	0.2	2.7	0.9	0.6	44.0	2.6
20230327_1415_1900	101388	201398.0	1	281.0	R	144.9	5.1	GG	0.3	1.8	1.4	1.2	0.9	-5.1	48.0	149.4	0.6	GY	1.0	1.5	0.6	1.2	0.2	-0.6	48.0	4.5
20230327_1415_1900	101390	201398.0	0	281.0	R	146.1	3.9	GG	0.3	1.2	0.9	1.9	1.6	-3.9	48.0	149.4	0.6	GY	1.0	1.5	0.6	1.2	0.2	-0.6	48.0	3.3
20230327_1415_1900	101392	201403.0	1	281.0	M	146.3	3.7	GG	0.5	7.4	7.1	2.6	2.1	-3.7	48.0	1.6	148.4	YY	1.0	8.8	8.1	2.0	1.0	1.6	44.0	5.3
20230327_1415_1900	101397	201403.0	0	281.0	M	148.9	1.1	GG	0.4	2.6	2.1	2.5	2.1	-1.1	48.0	1.6	148.4	YY	1.0	8.8	8.1	2.0	1.0	1.6	44.0	2.7
20230327_1415_1900	101392	201411.0	0	281.0	M	146.3	3.7	GG	0.5	7.4	7.1	2.6	2.1	-3.7	48.0	8.4	141.6	RG	67.2	4.8	3.9	67.9	0.7	8.4	44.0	12.1
20230327_1415_1900	101397	201411.0	0	281.0	M	148.9	1.1	GG	0.4	2.6	2.1	2.5	2.1	-1.1	48.0	8.4	141.6	RG	67.2	4.8	3.9	67.9	0.7	8.4	44.0	9.5
20230327_1415_1900	101402	201411.0	1	281.0	M	1.4	148.6	YY	0.4	2.5	2.1	1.8	1.4	1.4	44.0	8.4	141.6	RG	67.2	4.8	3.9	67.9	0.7	8.4	44.0	7.0
20230327_1415_1900	101404	201411.0	0	281.0	M	3.2	146.8	YR	0.5	1.8	1.4	2.7	2.2	3.2	44.0	8.4	141.6	RG	67.2	4.8	3.9	67.9	0.7	8.4	44.0	5.2
20230327_1415_1900	101392	201406.0	0	281.0	M	146.3	3.7	GG	0.5	7.4	7.1	2.6	2.1	-3.7	48.0	3.6	146.4	YR	0.9	2.0	1.0	4.8	3.9	3.6	44.0	7.3
20230327_1415_1900	101397	201406.0	1	281.0	M	148.9	1.1	GG	0.4	2.6	2.1	2.5	2.1	-1.1	48.0	3.6	146.4	YR	0.9	2.0	1.0	4.8	3.9	3.6	44.0	4.7
20230327_1415_1900	101475	201493.0	0	281.0	M	145.4	4.6	GG	0.4	2.2	1.9	2.7	2.3	-4.6	44.0	3.5	146.5	YG	83.7	3.3	2.4	85.1	1.4	3.5	54.0	8.1
20230327_1415_1900	101481	201493.0	1	281.0	M	148.1	1.9	GG	0.3	2.7	2.3	3.4	3.1	-1.9	44.0	3.5	146.5	YG	83.7	3.3	2.4	85.1	1.4	3.5	54.0	5.4
20230327_1415_1900	101475	201486.0	1	281.0	M	145.4	4.6	GG	0.4	2.2	1.9	2.7	2.3	-4.6	44.0	0.2	149.8	YY	0.9	2.3	1.4	3.3	2.4	0.2	54.0	4.8
20230327_1415_1900	101479	201485.0	0	281.0	R	146.3	3.7	GG	0.4	2.4	2.0	2.3	1.9	-3.7	44.0	149.8	0.2	GY	1.0	1.5	0.6	1.7	0.7	-0.2	44.0	3.5
20230327_1415_1900	101479	201488.0	1	281.0	R	146.3	3.7	GG	0.4	2.4	2.0	2.3	1.9	-3.7	44.0	1.5	148.5	YY	1.1	1.7	0.7	1.8	0.7	1.5	54.0	5.2
20230327_1415_1900	101484	201488.0	0	281.0	R	148.6	1.4	GG	0.4	2.3	1.9	7.3	6.9	-1.4	44.0	1.5	148.5	YY	1.1	1.7	0.7	1.8	0.7	1.5	54.0	2.9
20230327_1415_1900	101479	201491.0	0	281.0	R	146.3	3.7	GG	0.4	2.4	2.0	2.3	1.9	-3.7	44.0	3.3	146.7	YR	0.9	1.8	0.7	11.2	10.3	3.3	54.0	7.0
20230327_1415_1900	101484	201491.0	1	281.0	R	148.6	1.4	GG	0.4	2.3	1.9	7.3	6.9	-1.4	44.0	3.3	146.7	YR	0.9	1.8	0.7	11.2	10.3	3.3	54.0	4.7
20230327_1415_1900	101482	201492.0	1	281.0	L	148.2	1.8	GG	0.4	6.3	6.0	3.0	2.6	-1.8	44.0	3.3	146.7	YG	86.3	7.0	6.1	86.9	0.6	3.3	54.0	5.1
20230327_1415_1900	101590	201591.0	1	350.0	M	1.0	149.0	YY	0.2	35.4	35.0	11.2	11.0	1.0	56.0	5.8	144.2	RG	96.6	34.9	34.0	97.3	0.7	5.8	56.0	4.8
20230327_1415_1900	101687	201688.0	1	350.0	L	145.5	4.5	GG	0.4	11.8	11.1	33.2	32.8	-4.5	56.0	149.9	0.1	GY	0.8	9.5	8.3	36.3	35.5	-0.1	56.0	4.4
20230327_1415_1900	101689	201690.0	1	350.0	R	2.7	147.3	YY	0.3	17.4	17.1	22.5	22.2	2.7	64.0	10.2	139.8	RG	80.4	20.9	20.1	81.9	1.5	10.2	64.0	7.5
20230327_1415_1900	101803	201816.0	0	350.0	L	147.5	2.5	GG	0.3	4.8	4.6	1.5	1.2	-2.5	64.0	9.7	140.3	RG	79.2	7.5	6.5	79.5	0.3	9.7	70.0	12.2
20230327_1415_1900	101804	201816.0	0	350.0	L	149.0	1.0	GG	0.4	1.5	1.2	3.7	3.3	-1.0	64.0	9.7	140.3	RG	79.2	7.5	6.5	79.5	0.3	9.7	70.0	10.7
20230327_1415_1900	101807	201816.0	1	350.0	L	2.7	147.3	YY	0.3	3.7	3.3	5.2	4.9	2.7	70.0	9.7	140.3	RG	79.2	7.5	6.5	79.5	0.3	9.7	70.0	7.0
20230327_1415_1900	101803	201806.0	1	350.0	L	147.5	2.5	GG	0.3	4.8	4.6	1.5	1.2	-2.5	64.0	2.2	147.8	YY	1.0	5.5	4.7	7.5	6.5	2.2	70.0	4.7
20230327_1415_1900	101804	201806.0	0	350.0	L	149.0	1.0	GG	0.4	1.5	1.2	3.7	3.3	-1.0	64.0	2.2	147.8	YY	1.0	5.5	4.7	7.5	6.5	2.2	70.0	3.2
20230327_1415_1900	101804	201808.0	1	350.0	L	149.0	1.0	GG	0.4	1.5	1.2	3.7	3.3	-1.0	64.0	3.4	146.6	YR	0.7	8.0	7.2	68.5	67.8	3.4	70.0	4.4
20230327_1415_1900	101805	201812.0	1	350.0	R	0.5	149.5	YY	0.4	8.3	8.0	3.5	3.1	0.5	70.0	7.2	142.8	RG	79.2	10.4	9.5	80.8	1.6	7.2	70.0	6.7
20230327_1415_1900	101916	201928.0	1	350.0	L	144.4	5.6	GG	0.6	3.9	3.3	2.1	1.5	-5.6	70.0	149.4	0.6	GY	1.0	4.2	3.3	7.1	6.1	-0.6	70.0	5.0
20230327_1415_1900	101922	201928.0	0	350.0	L	146.5	3.5	GG	0.3	2.1	1.5	3.5	3.2	-3.5	70.0	149.4	0.6	GY	1.0	4.2	3.3	7.1	6.1	-0.6	70.0	2.9
20230327_1415_1900	101916	201941.0	0	350.0	L	144.4	5.6	GG	0.6	3.9	3.3	2.1	1.5	-5.6	70.0	6.5	143.5	RG	94.6	7.1	6.1	96.6	2.0	6.5	64.0	12.1
20230327_1415_1900	101922	201941.0	0	350.0	L	146.5	3.5	GG	0.3	2.1	1.5	3.5	3.2	-3.5	70.0	6.5	143.5	RG	94.6	7.1	6.1	96.6	2.0	6.5	64.0	10.0
20230327_1415_1900	101930	201941.0	1	350.0	L	0.0	150.0	YY	1.1	3.5	3.2	1.7	0.6	0.0	64.0	6.5	143.5	RG	94.6	7.1	6.1	96.6	2.0	6.5	64.0	6.5
20230327_1415_1900	101935	201941.0	0	350.0	L	1.7	148.3	YY	0.4	1.7	0.6	2.6	2.2	1.7	64.0	6.5	143.5	RG	94.6	7.1	6.1	96.6	2.0	6.5	64.0	4.8
20230327_1415_1900	101917	201936.0	0	350.0	M	145.1	4.9	GG	0.3	1.5	1.2	1.5	1.2	-4.9	70.0	2.9	147.1	YR	1.0	1.4	0.4	7.9	6.9	2.9	64.0	7.8
20230327_1415_1900	101923	201936.0	0	350.0	M	146.6	3.4	GG	0.2	1.5	1.2	1.7	1.5	-3.4	70.0	2.9	147.1	YR	1.0	1.4	0.4	7.9	6.9	2.9	64.0	6.3
20230327_1415_1900	101927	201936.0	1	350.0	M	148.3	1.7	GG	0.4	1.7	1.5	4.7	4.3	-1.7	70.0	2.9	147.1	YR	1.0	1.4	0.4	7.9	6.9	2.9	64.0	4.6
20230327_1415_1900	101917	201929.0	1	350.0	M	145.1	4.9	GG	0.3	1.5	1.2	1.5	1.2	-4.9	70.0	149.5	0.5	GY	0.8	1.9	1.1	0.9	0.1	-0.5	70.0	4.4
20230327_1415_1900	101923	201929.0	1	350.0	M	146.6	3.4	GG	0.2	1.5	1.2	1.7	1.5	-3.4	70.0	149.5	0.5	GY	0.8	1.9	1.1	0.9	0.1	-0.5	70.0	2.9
20230327_1415_1900	101917	201933.0	0	350.0	M	145.1	4.9	GG	0.3	1.5	1.2	1.5	1.2	-4.9	70.0	1.5	148.5	YY	1.0	1.1	0.3	1.4	0.4	1.5	64.0	6.4
20230327_1415_1900	101922	201933.0	1	350.0	L	146.5	3.5	GG	0.3	2.1	1.5	3.5	3.2	-3.5	70.0	1.5	148.5	YY	1.0	1.1	0.3	1.4	0.4	1.5	64.0	5.0
20230327_1415_1900	101923	201933.0	0	350.0	M	146.6	3.4	GG	0.2	1.5	1.2	1.7	1.5	-3.4	70.0	1.5	148.5	YY	1.0	1.1	0.3	1.4	0.4	1.5	64.0	4.9
20230327_1415_1900	101927	201933.0	0	350.0	M	148.3	1.7	GG	0.4	1.7	1.5	4.7	4.3	-1.7	70.0	1.5	148.5	YY	1.0	1.1	0.3	1.4	0.4	1.5	64.0	3.2
20230327_1415_1900	101917	201932.0	0	350.0	M	145.1	4.9	GG	0.3	1.5	1.2	1.5	1.2	-4.9	70.0	0.4	149.6	YY	0.8	0.9	0.1	1.1	0.3	0.4	64.0	5.3
20230327_1415_1900	101923	201932.0	0	350.0	M	146.6	3.4	GG	0.2	1.5	1.2	1.7	1.5	-3.4	70.0	0.4	149.6	YY	0.8	0.9	0.1	1.1	0.3	0.4	64.0	3.8
20230327_1415_1900	101924	201932.0	1	350.0	R	147.2	2.8	GG	0.3	1.4	1.1	2.9	2.6	-2.8	70.0	0.4	149.6	YY	0.8	0.9	0.1	1.1	0.3	0.4	64.0	3.2
20230327_1415_1900	101920	201942.0	0	350.0	R	145.8	4.2	GG	0.3	2.5	2.2	1.4	1.1	-4.2	70.0	7.3	142.7	RG	98.7	5.6	4.7	99.7	1.0	7.3	64.0	11.5
20230327_1415_1900	101924	201942.0	0	350.0	R	147.2	2.8	GG	0.3	1.4	1.1	2.9	2.6	-2.8	70.0	7.3	142.7	RG	98.7	5.6	4.7	99.7	1.0	7.3	64.0	10.1
20230327_1415_1900	101931	201942.0	1	350.0	R	0.1	149.9	YY	0.5	2.9	2.6	3.9	3.4	0.1	64.0	7.3	142.7	RG	98.7	5.6	4.7	99.7	1.0	7.3	64.0	7.2
20230327_1415_1900	101920	201934.0	1	350.0	R	145.8	4.2	GG	0.3	2.5	2.2	1.4	1.1	-4.2	70.0	1.7	148.3	YY	0.9	4.1	1.2	5.6	4.7	1.7	64.0	5.9
20230327_1415_1900	101924	201934.0	0	350.0	R	147.2	2.8	GG	0.3	1.4	1.1	2.9	2.6	-2.8	70.0	1.7	148.3	YY	0.9	4.1	1.2	5.6	4.7	1.7	64.0	4.5
20230327_1415_1900	101927	201946.0	0	350.0	M	148.3	1.7	GG	0.4	1.7	1.5	4.7	4.3	-1.7	70.0	10.8	139.2	RG	87.8	7.9	6.9	88.1	0.3	10.8	64.0	12.5
20230327_1415_1900	101937	201946.0	1	350.0	M	3.0	147.0	YY	0.4	4.7	4.3	5.5	5.1	3.0	64.0	10.8	139.2	RG	87.8	7.9	6.9	88.1	0.3	10.8	64.0	7.8
20230327_1415_1900	102036	202044.0	0	350.0	R	146.3	3.7	GG	0.3	15.1	14.7	4.2	3.9	-3.7	64.0	6.6	143.4	RG	79.7	5.7	4.8	80.1	0.4	6.6	54.0	10.3
20230327_1415_1900	102040	202044.0	1	350.0	R	0.5	149.5	YY	0.3	4.2	3.9	6.6	6.3	0.5	54.0	6.6	143.4	RG	79.7	5.7	4.8	80.1	0.4	6.6	54.0	6.1
20230327_1415_1900	102036	202041.0	1	350.0	R	146.3	3.7	GG	0.3	15.1	14.7	4.2	3.9	-3.7	64.0	0.9	149.1	YY	0.9	15.2	14.4	5.7	4.8	0.9	54.0	4.6
20230327_1415_1900	102038	202042.0	1	350.0	L	147.5	2.5	GG	0.4	7.7	7.3	10.1	9.7	-2.5	64.0	2.3	147.7	YY	0.8	5.8	4.5	14.4	13.6	2.3	54.0	4.8
20230327_1415_1900	102039	202043.0	1	350.0	M	148.8	1.2	GG	0.3	10.0	9.6	9.7	9.4	-1.2	64.0	4.2	145.8	RG	84.7	9.9	8.8	85.9	1.2	4.2	54.0	5.4
20230327_1415_1900	102343	202344.0	1	329.0	R	0.1	149.9	YY	0.3	7.0	6.7	9.8	9.5	0.1	45.0	5.3	144.7	RG	95.2	8.6	7.9	95.9	0.7	5.3	45.0	5.2
20230327_1415_1900	102433	202437.0	1	329.0	M	146.8	3.2	GG	0.5	8.1	7.6	28.8	28.3	-3.2	45.0	2.8	147.2	YR	1.1	2.0	1.0	32.2	31.1	2.8	69.0	6.0
20230327_1415_1900	102433	202436.0	0	329.0	M	146.8	3.2	GG	0.5	8.1	7.6	28.8	28.3	-3.2	45.0	0.8	149.2	YY	1.0	7.0	6.0	2.0	1.0	0.8	69.0	4.0
20230327_1415_1900	102623	202630.0	0	329.0	M	144.8	5.2	GG	0.2	5.1	4.8	1.0	0.8	-5.2	45.0	149.5	0.5	GY	0.7	1.3	0.6	8.5	7.8	-0.5	45.0	4.7
20230327_1415_1900	102624	202630.0	1	329.0	M	145.8	4.2	GG	0.2	1.0	0.8	6.0	5.8	-4.2	45.0	149.5	0.5	GY	0.7	1.3	0.6	8.5	7.8	-0.5	45.0	3.7
20230327_1415_1900	102624	202639.0	0	329.0	M	145.8	4.2	GG	0.2	1.0	0.8	6.0	5.8	-4.2	45.0	8.0	142.0	RG	92.9	8.5	7.8	93.5	0.6	8.0	75.0	12.2
20230327_1415_1900	102632	202639.0	1	329.0	M	1.8	148.2	YY	0.3	6.0	5.8	1.7	1.4	1.8	75.0	8.0	142.0	RG	92.9	8.5	7.8	93.5	0.6	8.0	75.0	6.2
20230327_1415_1900	102635	202639.0	0	329.0	M	3.5	146.5	YR	0.3	1.7	1.4	17.0	16.7	3.5	75.0	8.0	142.0	RG	92.9	8.5	7.8	93.5	0.6	8.0	75.0	4.5
20230327_1415_1900	102626	202631.0	1	329.0	R	147.2	2.8	GG	0.4	3.3	2.9	5.9	5.5	-2.8	45.0	1.7	148.3	YY	0.8	3.1	2.2	9.2	8.4	1.7	75.0	4.5
20230327_1415_1900	102633	202640.0	1	329.0	L	1.8	148.2	YY	0.7	7.5	7.2	4.0	3.3	1.8	75.0	8.4	141.6	RG	92.8	10.0	9.2	93.2	0.4	8.4	75.0	6.6
20230327_1415_1900	102634	202642.0	1	329.0	R	3.1	146.9	YY	0.4	5.9	5.5	0.9	0.5	3.1	75.0	10.9	139.1	RG	89.2	9.2	8.4	89.9	0.7	10.9	75.0	7.8
20230327_1415_1900	102753	202769.0	0	329.0	R	144.1	5.9	GG	0.6	1.7	1.3	1.1	0.5	-5.9	75.0	3.6	146.4	RG	79.4	1.5	0.2	80.2	0.8	3.6	46.0	9.5
20230327_1415_1900	102756	202769.0	0	329.0	R	145.2	4.8	GG	0.5	1.1	0.5	2.9	2.4	-4.8	75.0	3.6	146.4	RG	79.4	1.5	0.2	80.2	0.8	3.6	46.0	8.4
20230327_1415_1900	102762	202769.0	0	329.0	R	148.1	1.9	GG	0.5	2.9	2.4	12.9	12.4	-1.9	75.0	3.6	146.4	RG	79.4	1.5	0.2	80.2	0.8	3.6	46.0	5.5
20230327_1415_1900	102753	202761.0	1	329.0	R	144.1	5.9	GG	0.6	1.7	1.3	1.1	0.5	-5.9	75.0	147.3	2.7	GY	4.4	4.3	0.3	4.8	0.4	-2.7	75.0	3.2
20230327_1415_1900	102753	202767.0	0	329.0	R	144.1	5.9	GG	0.6	1.7	1.3	1.1	0.5	-5.9	75.0	2.1	147.9	YY	1.3	4.8	0.4	1.5	0.2	2.1	46.0	8.0
20230327_1415_1900	102756	202767.0	0	329.0	R	145.2	4.8	GG	0.5	1.1	0.5	2.9	2.4	-4.8	75.0	2.1	147.9	YY	1.3	4.8	0.4	1.5	0.2	2.1	46.0	6.9
20230327_1415_1900	102762	202767.0	1	329.0	R	148.1	1.9	GG	0.5	2.9	2.4	12.9	12.4	-1.9	75.0	2.1	147.9	YY	1.3	4.8	0.4	1.5	0.2	2.1	46.0	4.0
20230327_1415_1900	102754	202770.0	0	329.0	M	144.1	5.9	GG	0.5	3.2	2.8	1.5	1.0	-5.9	75.0	4.2	145.8	RR	1.0	2.3	1.2	5.7	4.7	4.2	46.0	10.1
20230327_1415_1900	102757	202770.0	0	329.0	M	145.6	4.4	GG	0.6	1.5	1.0	2.6	2.0	-4.4	75.0	4.2	145.8	RR	1.0	2.3	1.2	5.7	4.7	4.2	46.0	8.6
20230327_1415_1900	102763	202770.0	1	329.0	M	148.2	1.8	GG	0.4	2.6	2.0	4.7	4.3	-1.8	75.0	4.2	145.8	RR	1.0	2.3	1.2	5.7	4.7	4.2	46.0	6.0
20230327_1415_1900	102754	202764.0	1	329.0	M	144.1	5.9	GG	0.5	3.2	2.8	1.5	1.0	-5.9	75.0	0.4	149.6	YY	1.0	3.9	2.9	1.5	0.5	0.4	46.0	6.3
20230327_1415_1900	102757	202764.0	0	329.0	M	145.6	4.4	GG	0.6	1.5	1.0	2.6	2.0	-4.4	75.0	0.4	149.6	YY	1.0	3.9	2.9	1.5	0.5	0.4	46.0	4.8
20230327_1415_1900	102754	202766.0	0	329.0	M	144.1	5.9	GG	0.5	3.2	2.8	1.5	1.0	-5.9	75.0	1.9	148.1	YY	1.1	1.5	0.5	2.3	1.2	1.9	46.0	7.8
20230327_1415_1900	102757	202766.0	1	329.0	M	145.6	4.4	GG	0.6	1.5	1.0	2.6	2.0	-4.4	75.0	1.9	148.1	YY	1.1	1.5	0.5	2.3	1.2	1.9	46.0	6.3
20230327_1415_1900	102763	202766.0	0	329.0	M	148.2	1.8	GG	0.4	2.6	2.0	4.7	4.3	-1.8	75.0	1.9	148.1	YY	1.1	1.5	0.5	2.3	1.2	1.9	46.0	3.7
20230327_1415_1900	102758	202765.0	1	329.0	L	146.3	3.7	GG	0.9	3.6	3.1	9.3	8.4	-3.7	75.0	1.0	149.0	YY	1.0	3.9	3.1	29.5	28.5	1.0	46.0	4.7
20230327_1415_1900	102763	202772.0	0	329.0	M	148.2	1.8	GG	0.4	2.6	2.0	4.7	4.3	-1.8	75.0	9.9	140.1	RG	71.0	5.7	4.7	71.3	0.3	9.9	46.0	11.7
20230327_1415_1900	102768	202772.0	1	329.0	M	2.9	147.1	YY	0.3	4.7	4.3	13.4	13.1	2.9	46.0	9.9	140.1	RG	71.0	5.7	4.7	71.3	0.3	9.9	46.0	7.0
20230327_1415_1900	102851	202852.0	1	315.0	M	149.8	0.2	GY	0.3	25.5	25.1	45.0	44.7	-0.2	46.0	5.1	144.9	RG	72.2	26.0	25.1	76.1	3.9	5.1	26.0	5.3
20230327_1415_1900	102898	202906.0	0	315.0	R	145.5	4.5	GG	0.3	9.3	8.9	5.7	5.4	-4.5	26.0	8.4	141.6	RG	83.0	8.4	7.6	83.5	0.5	8.4	57.0	12.9
20230327_1415_1900	102901	202906.0	1	315.0	R	1.2	148.8	YY	0.4	5.7	5.4	4.3	3.9	1.2	57.0	8.4	141.6	RG	83.0	8.4	7.6	83.5	0.5	8.4	57.0	7.2
20230327_1415_1900	102898	202900.0	1	315.0	R	145.5	4.5	GG	0.3	9.3	8.9	5.7	5.4	-4.5	26.0	150.0	0.0	GY	0.8	9.1	8.2	8.4	7.6	0.0	26.0	4.5
20230327_1415_1900	102899	202905.0	1	315.0	L	149.0	1.0	GG	0.4	11.1	10.3	4.9	4.5	-1.0	26.0	6.4	143.6	RG	86.6	14.5	13.7	87.1	0.5	6.4	57.0	7.4
20230327_1415_1900	102997	203009.0	0	315.0	R	146.8	3.2	GG	0.2	5.9	5.7	3.8	3.6	-3.2	57.0	6.8	143.2	RG	79.8	6.2	5.5	80.2	0.4	6.8	59.0	10.0
20230327_1415_1900	103000	203009.0	1	315.0	R	0.6	149.4	YY	0.4	3.8	3.6	7.0	6.6	0.6	59.0	6.8	143.2	RG	79.8	6.2	5.5	80.2	0.4	6.8	59.0	6.2
20230327_1415_1900	102997	203001.0	1	315.0	R	146.8	3.2	GG	0.2	5.9	5.7	3.8	3.6	-3.2	57.0	0.6	149.4	YY	0.7	6.9	6.5	6.2	5.5	0.6	59.0	3.8
20230327_1415_1900	102998	203010.0	0	315.0	L	148.8	1.2	GG	0.3	12.3	11.9	2.4	2.1	-1.2	57.0	6.9	143.1	RG	81.2	4.6	3.9	81.8	0.6	6.9	59.0	8.1
20230327_1415_1900	103002	203010.0	1	315.0	L	1.2	148.8	YY	0.3	2.4	2.1	4.2	3.9	1.2	59.0	6.9	143.1	RG	81.2	4.6	3.9	81.8	0.6	6.9	59.0	5.7
20230327_1415_1900	102998	203003.0	1	315.0	L	148.8	1.2	GG	0.3	12.3	11.9	2.4	2.1	-1.2	57.0	2.3	147.7	YY	0.7	10.2	9.2	4.6	3.9	2.3	59.0	3.5
20230327_1415_1900	102999	203016.0	0	315.0	M	149.5	0.5	GG	0.2	7.7	7.5	4.9	4.7	-0.5	57.0	11.4	138.6	RG	74.1	8.5	7.9	74.6	0.5	11.4	59.0	11.9
20230327_1415_1900	102999	203004.0	1	315.0	M	149.5	0.5	GG	0.2	7.7	7.5	4.9	4.7	-0.5	57.0	2.9	147.1	YY	0.6	7.8	7.2	8.5	7.9	2.9	59.0	3.4
20230327_1415_1900	103126	203130.0	1	315.0	R	146.0	4.0	GG	0.4	4.8	4.4	18.2	17.8	-4.0	59.0	1.0	149.0	YY	0.9	5.2	4.3	22.0	21.1	1.0	72.0	5.0
