file	adv	stop	match	volume_15	OccTime	HeadwayFoll	GapFoll	HeadwayLead	arrival_time	volume_cycle	travel_time	is_lane_M	is_lane_R	SCA_GY	SCA_YR	SCA_YY	car_follow
20230327_1415_1900	103693	203702.0	1.0	316.0	0.4	4.9	4.5	2.8	-4.7	69.0	4.8	1	0	0	0	0	0
20230327_1415_1900	103697	203706.0	0.0	316.0	0.5	4.4	4.0	3.0	-3.1	69.0	10.7	0	0	0	0	0	0
20230327_1415_1900	103701	203706.0	1.0	316.0	0.5	3.0	2.5	65.5	-0.1	69.0	7.7	0	0	1	0	0	0
20230327_1415_1900	103697	203705.0	1.0	316.0	0.5	4.4	4.0	3.0	-3.1	69.0	6.1	0	0	0	0	0	0
20230327_1415_1900	103701	203705.0	0.0	316.0	0.5	3.0	2.5	65.5	-0.1	69.0	3.1	0	0	1	0	0	0
20230327_1415_1900	103698	203703.0	1.0	316.0	0.3	4.8	4.5	14.6	-2.8	69.0	3.8	0	1	0	0	0	0
20230327_1415_1900	103848	203856.0	1.0	316.0	0.3	7.2	6.9	2.3	-4.8	43.0	4.1	0	1	0	0	0	0
20230327_1415_1900	103848	203859.0	0.0	316.0	0.3	7.2	6.9	2.3	-4.8	43.0	6.3	0	1	0	0	0	0
20230327_1415_1900	103850	203859.0	1.0	316.0	0.2	2.3	2.0	0.7	-2.5	43.0	4.0	0	1	0	0	0	0
20230327_1415_1900	103854	203859.0	0.0	316.0	0.4	0.7	0.5	1.7	-1.8	43.0	3.3	0	1	0	0	0	1
20230327_1415_1900	103848	203864.0	0.0	316.0	0.3	7.2	6.9	2.3	-4.8	43.0	7.6	0	1	0	0	0	0
20230327_1415_1900	103850	203864.0	0.0	316.0	0.2	2.3	2.0	0.7	-2.5	43.0	5.3	0	1	0	0	0	0
20230327_1415_1900	103854	203864.0	1.0	316.0	0.4	0.7	0.5	1.7	-1.8	43.0	4.6	0	1	0	0	0	1
20230327_1415_1900	103858	203864.0	0.0	316.0	0.3	1.7	1.3	2.2	-0.1	43.0	2.9	0	1	1	0	0	0
20230327_1415_1900	103848	203869.0	0.0	316.0	0.3	7.2	6.9	2.3	-4.8	43.0	10.1	0	1	0	0	0	0
20230327_1415_1900	103850	203869.0	0.0	316.0	0.2	2.3	2.0	0.7	-2.5	43.0	7.8	0	1	0	0	0	0
20230327_1415_1900	103854	203869.0	0.0	316.0	0.4	0.7	0.5	1.7	-1.8	43.0	7.1	0	1	0	0	0	1
20230327_1415_1900	103858	203869.0	1.0	316.0	0.3	1.7	1.3	2.2	-0.1	43.0	5.4	0	1	1	0	0	0
20230327_1415_1900	103861	203869.0	0.0	316.0	0.4	2.2	1.9	2.7	2.1	72.0	3.2	0	1	0	0	1	0
20230327_1415_1900	103849	203857.0	0.0	316.0	0.6	11.2	0.1	1.1	-3.4	43.0	3.0	0	0	0	0	0	1
20230327_1415_1900	103849	203862.0	0.0	316.0	0.6	11.2	0.1	1.1	-3.4	43.0	5.9	0	0	0	0	0	1
20230327_1415_1900	103852	203862.0	1.0	316.0	0.7	1.1	0.5	1.1	-2.3	43.0	4.8	0	0	0	0	0	1
20230327_1415_1900	103855	203862.0	0.0	316.0	4.7	1.1	0.4	5.4	-1.2	43.0	3.7	0	0	1	0	0	1
20230327_1415_1900	103851	203860.0	1.0	316.0	0.4	8.3	7.9	5.1	-2.5	43.0	4.3	1	0	0	0	0	0
20230327_1415_1900	103851	203876.0	0.0	316.0	0.4	8.3	7.9	5.1	-2.5	43.0	12.8	1	0	0	0	0	0
20230327_1415_1900	103863	203876.0	1.0	316.0	0.4	5.1	4.7	1.9	2.6	72.0	7.7	1	0	0	0	1	0
20230327_1415_1900	103855	203878.0	0.0	316.0	4.7	1.1	0.4	5.4	-1.2	43.0	12.4	0	0	1	0	0	1
20230327_1415_1900	103986	203995.0	0.0	316.0	0.2	2.7	2.5	3.2	-6.0	72.0	7.0	0	1	0	0	0	0
20230327_1415_1900	103991	203995.0	1.0	316.0	0.3	3.2	3.0	4.2	-2.8	72.0	3.8	0	1	0	0	0	0
20230327_1415_1900	103990	203994.0	1.0	316.0	0.4	5.2	4.9	15.5	-4.7	72.0	5.1	1	0	0	0	0	0
20230327_1415_1900	103991	203997.0	0.0	316.0	0.3	3.2	3.0	4.2	-2.8	72.0	11.1	0	1	0	0	0	0
20230327_1415_1900	103996	203997.0	1.0	316.0	0.3	4.2	3.9	14.7	1.4	48.0	6.9	0	1	0	0	1	0
20230327_1415_1900	104086	204088.0	1.0	367.0	0.4	14.1	13.7	11.2	-1.0	48.0	5.5	0	0	0	0	0	0
20230327_1415_1900	104087	204090.0	1.0	367.0	0.4	19.4	19.0	4.7	1.6	46.0	7.0	1	0	0	0	1	0
20230327_1415_1900	104174	204177.0	1.0	367.0	0.4	25.5	25.2	26.5	1.9	63.0	7.1	0	1	0	0	1	0
20230327_1415_1900	104175	204178.0	1.0	367.0	0.3	10.3	10.0	3.8	3.2	63.0	6.7	1	0	0	0	1	0
20230327_1415_1900	104278	204290.0	0.0	367.0	0.6	27.3	26.4	2.8	-5.4	63.0	6.9	0	0	0	0	0	0
20230327_1415_1900	104282	204290.0	1.0	367.0	0.6	2.8	2.2	4.4	-2.6	63.0	4.1	0	0	0	0	0	0
20230327_1415_1900	104279	204297.0	0.0	367.0	0.3	25.6	25.2	2.5	-4.9	63.0	10.8	1	0	0	0	0	0
20230327_1415_1900	104283	204297.0	0.0	367.0	0.3	2.5	2.2	3.2	-2.4	63.0	8.3	1	0	0	0	0	0
20230327_1415_1900	104288	204297.0	1.0	367.0	0.3	3.2	2.9	4.7	0.8	67.0	5.1	1	0	0	0	1	0
20230327_1415_1900	104279	204289.0	0.0	367.0	0.3	25.6	25.2	2.5	-4.9	63.0	6.0	1	0	0	0	0	0
20230327_1415_1900	104283	204289.0	1.0	367.0	0.3	2.5	2.2	3.2	-2.4	63.0	3.5	1	0	0	0	0	0
20230327_1415_1900	104281	204292.0	0.0	367.0	0.2	3.0	2.8	3.0	-4.4	63.0	7.2	0	1	0	0	0	0
20230327_1415_1900	104285	204292.0	1.0	367.0	0.4	3.0	2.8	6.0	-1.4	63.0	4.2	0	1	0	0	0	0
20230327_1415_1900	104282	204300.0	0.0	367.0	0.6	2.8	2.2	4.4	-2.6	63.0	11.8	0	0	0	0	0	0
20230327_1415_1900	104291	204300.0	1.0	367.0	0.8	4.4	3.8	3.5	1.8	67.0	7.4	0	0	0	0	1	0
20230327_1415_1900	104403	204430.0	0.0	367.0	0.3	2.3	1.9	2.0	-5.9	67.0	12.1	0	1	0	0	0	0
20230327_1415_1900	104406	204430.0	0.0	367.0	0.4	2.0	1.7	1.3	-3.9	67.0	10.1	0	1	0	0	0	0
20230327_1415_1900	104411	204430.0	0.0	367.0	0.4	1.3	0.9	1.2	-2.6	67.0	8.8	0	1	0	0	0	1
20230327_1415_1900	104413	204430.0	0.0	367.0	0.3	1.2	0.8	1.5	-1.4	67.0	7.6	0	1	0	0	0	1
20230327_1415_1900	104416	204430.0	1.0	367.0	0.4	1.5	1.2	1.8	0.1	77.0	6.1	0	1	0	0	1	0
20230327_1415_1900	104421	204430.0	0.0	367.0	0.3	1.8	1.4	3.8	1.9	77.0	4.3	0	1	0	0	1	0
20230327_1415_1900	104403	204424.0	0.0	367.0	0.3	2.3	1.9	2.0	-5.9	67.0	8.9	0	1	0	0	0	0
20230327_1415_1900	104406	204424.0	0.0	367.0	0.4	2.0	1.7	1.3	-3.9	67.0	6.9	0	1	0	0	0	0
20230327_1415_1900	104411	204424.0	0.0	367.0	0.4	1.3	0.9	1.2	-2.6	67.0	5.6	0	1	0	0	0	1
20230327_1415_1900	104413	204424.0	1.0	367.0	0.3	1.2	0.8	1.5	-1.4	67.0	4.4	0	1	0	0	0	1
20230327_1415_1900	104416	204424.0	0.0	367.0	0.4	1.5	1.2	1.8	0.1	77.0	2.9	0	1	0	0	1	0
20230327_1415_1900	104403	204420.0	0.0	367.0	0.3	2.3	1.9	2.0	-5.9	67.0	7.8	0	1	0	0	0	0
20230327_1415_1900	104406	204420.0	0.0	367.0	0.4	2.0	1.7	1.3	-3.9	67.0	5.8	0	1	0	0	0	0
20230327_1415_1900	104411	204420.0	1.0	367.0	0.4	1.3	0.9	1.2	-2.6	67.0	4.5	0	1	0	0	0	1
20230327_1415_1900	104413	204420.0	0.0	367.0	0.3	1.2	0.8	1.5	-1.4	67.0	3.3	0	1	0	0	0	1
20230327_1415_1900	104403	204418.0	0.0	367.0	0.3	2.3	1.9	2.0	-5.9	67.0	6.5	0	1	0	0	0	0
20230327_1415_1900	104406	204418.0	1.0	367.0	0.4	2.0	1.7	1.3	-3.9	67.0	4.5	0	1	0	0	0	0
20230327_1415_1900	104411	204418.0	0.0	367.0	0.4	1.3	0.9	1.2	-2.6	67.0	3.2	0	1	0	0	0	1
20230327_1415_1900	104404	204427.0	0.0	367.0	0.3	2.6	2.3	1.7	-4.7	67.0	10.2	1	0	0	0	0	0
20230327_1415_1900	104410	204427.0	0.0	367.0	0.4	1.7	1.4	1.0	-3.0	67.0	8.5	1	0	0	0	0	0
20230327_1415_1900	104412	204427.0	0.0	367.0	0.3	1.0	0.6	2.2	-2.0	67.0	7.5	1	0	0	0	0	1
20230327_1415_1900	104417	204427.0	1.0	367.0	0.4	2.2	1.9	1.9	0.2	77.0	5.3	1	0	0	0	1	0
20230327_1415_1900	104422	204427.0	0.0	367.0	0.3	1.9	1.5	1.7	2.1	77.0	3.4	1	0	0	0	1	0
20230327_1415_1900	104404	204419.0	0.0	367.0	0.3	2.6	2.3	1.7	-4.7	67.0	6.1	1	0	0	0	0	0
20230327_1415_1900	104410	204419.0	1.0	367.0	0.4	1.7	1.4	1.0	-3.0	67.0	4.4	1	0	0	0	0	0
20230327_1415_1900	104412	204419.0	0.0	367.0	0.3	1.0	0.6	2.2	-2.0	67.0	3.4	1	0	0	0	0	1
20230327_1415_1900	104404	204423.0	0.0	367.0	0.3	2.6	2.3	1.7	-4.7	67.0	7.2	1	0	0	0	0	0
20230327_1415_1900	104410	204423.0	0.0	367.0	0.4	1.7	1.4	1.0	-3.0	67.0	5.5	1	0	0	0	0	0
20230327_1415_1900	104412	204423.0	1.0	367.0	0.3	1.0	0.6	2.2	-2.0	67.0	4.5	1	0	0	0	0	1
20230327_1415_1900	104557	204564.0	1.0	367.0	0.4	2.4	1.9	12.6	-6.0	77.0	5.6	1	0	0	0	0	0
20230327_1415_1900	104562	204568.0	1.0	367.0	0.3	3.8	3.4	3.8	-2.3	77.0	5.3	0	1	0	0	0	0
20230327_1415_1900	104562	204572.0	0.0	367.0	0.3	3.8	3.4	3.8	-2.3	77.0	10.4	0	1	0	0	0	0
20230327_1415_1900	104567	204572.0	1.0	367.0	0.3	3.8	3.5	1.7	1.5	54.0	6.6	0	1	0	0	1	0
20230327_1415_1900	104569	204572.0	0.0	367.0	0.3	1.7	1.4	3.4	3.2	54.0	4.9	0	1	0	0	1	0
20230327_1415_1900	104781	204788.0	0.0	350.0	0.3	16.3	15.9	2.4	-0.7	61.0	9.0	0	0	0	0	0	0
20230327_1415_1900	104782	204788.0	1.0	350.0	0.3	2.4	2.1	5.0	1.7	67.0	6.6	0	0	0	0	1	0
20230327_1415_1900	104903	204914.0	1.0	350.0	0.4	0.9	0.6	1.4	-5.9	67.0	4.1	0	1	0	0	0	1
20230327_1415_1900	104908	204914.0	0.0	350.0	0.4	1.4	1.0	2.3	-4.5	67.0	2.7	0	1	0	0	0	1
20230327_1415_1900	104903	204923.0	0.0	350.0	0.4	0.9	0.6	1.4	-5.9	67.0	12.0	0	1	0	0	0	1
20230327_1415_1900	104908	204923.0	0.0	350.0	0.4	1.4	1.0	2.3	-4.5	67.0	10.6	0	1	0	0	0	1
20230327_1415_1900	104913	204923.0	0.0	350.0	0.4	2.3	1.9	1.6	-2.2	67.0	8.3	0	1	0	0	0	0
20230327_1415_1900	104915	204923.0	1.0	350.0	0.4	1.6	1.2	5.6	-0.6	67.0	6.7	0	1	0	0	0	0
20230327_1415_1900	104903	204921.0	0.0	350.0	0.4	0.9	0.6	1.4	-5.9	67.0	9.1	0	1	0	0	0	1
20230327_1415_1900	104908	204921.0	0.0	350.0	0.4	1.4	1.0	2.3	-4.5	67.0	7.7	0	1	0	0	0	1
20230327_1415_1900	104913	204921.0	1.0	350.0	0.4	2.3	1.9	1.6	-2.2	67.0	5.4	0	1	0	0	0	0
20230327_1415_1900	104915	204921.0	0.0	350.0	0.4	1.6	1.2	5.6	-0.6	67.0	3.8	0	1	0	0	0	0
20230327_1415_1900	104903	204917.0	0.0	350.0	0.4	0.9	0.6	1.4	-5.9	67.0	6.7	0	1	0	0	0	1
20230327_1415_1900	104908	204917.0	1.0	350.0	0.4	1.4	1.0	2.3	-4.5	67.0	5.3	0	1	0	0	0	1
20230327_1415_1900	104913	204917.0	0.0	350.0	0.4	2.3	1.9	1.6	-2.2	67.0	3.0	0	1	0	0	0	0
20230327_1415_1900	104906	204916.0	1.0	350.0	0.3	2.3	2.1	1.8	-4.9	67.0	5.6	1	0	0	0	0	0
20230327_1415_1900	104910	204916.0	0.0	350.0	0.4	1.8	1.5	5.3	-3.1	67.0	3.8	1	0	0	0	0	0
20230327_1415_1900	104906	204927.0	0.0	350.0	0.3	2.3	2.1	1.8	-4.9	67.0	13.0	1	0	0	0	0	0
20230327_1415_1900	104910	204927.0	0.0	350.0	0.4	1.8	1.5	5.3	-3.1	67.0	11.2	1	0	0	0	0	0
20230327_1415_1900	104918	204927.0	1.0	350.0	0.4	5.3	4.9	4.0	2.2	69.0	5.9	1	0	0	0	1	0
20230327_1415_1900	104906	204919.0	0.0	350.0	0.3	2.3	2.1	1.8	-4.9	67.0	7.5	1	0	0	0	0	0
20230327_1415_1900	104910	204919.0	1.0	350.0	0.4	1.8	1.5	5.3	-3.1	67.0	5.7	1	0	0	0	0	0
20230327_1415_1900	105049	205069.0	0.0	350.0	0.6	1.8	1.1	2.8	-5.8	69.0	13.0	0	1	0	0	0	0
20230327_1415_1900	105054	205069.0	0.0	350.0	0.7	2.8	2.2	2.2	-3.0	69.0	10.2	0	1	0	0	0	0
20230327_1415_1900	105059	205069.0	1.0	350.0	0.6	2.2	1.5	1.5	-0.8	69.0	8.0	0	1	0	0	0	0
20230327_1415_1900	105062	205069.0	0.0	350.0	0.5	1.5	0.9	29.3	0.7	54.0	6.5	0	1	0	0	1	1
20230327_1415_1900	105049	205066.0	0.0	350.0	0.6	1.8	1.1	2.8	-5.8	69.0	7.9	0	1	0	0	0	0
20230327_1415_1900	105054	205066.0	1.0	350.0	0.7	2.8	2.2	2.2	-3.0	69.0	5.1	0	1	0	0	0	0
20230327_1415_1900	105059	205066.0	0.0	350.0	0.6	2.2	1.5	1.5	-0.8	69.0	2.9	0	1	0	0	0	0
20230327_1415_1900	105049	205061.0	1.0	350.0	0.6	1.8	1.1	2.8	-5.8	69.0	6.0	0	1	0	0	0	0
20230327_1415_1900	105054	205061.0	0.0	350.0	0.7	2.8	2.2	2.2	-3.0	69.0	3.2	0	1	0	0	0	0
20230327_1415_1900	105051	205064.0	0.0	350.0	0.4	1.9	1.4	39.3	-4.6	69.0	5.8	1	0	0	0	0	0
20230327_1415_1900	105051	205060.0	1.0	350.0	0.4	1.9	1.4	39.3	-4.6	69.0	4.3	1	0	0	0	0	0
20230327_1415_1900	105055	205063.0	1.0	350.0	3.6	4.1	0.6	4.3	-2.9	69.0	4.0	0	0	1	0	0	1
20230327_1415_1900	105065	205073.0	1.0	350.0	2.7	4.3	0.7	2.8	1.4	54.0	10.1	0	0	0	1	0	1
20230327_1415_1900	105282	205298.0	0.0	350.0	0.4	2.5	2.2	3.7	-5.6	72.0	8.1	0	0	0	0	0	0
20230327_1415_1900	105287	205298.0	1.0	350.0	0.7	3.7	3.3	1.1	-1.9	72.0	4.4	0	0	0	0	0	0
20230327_1415_1900	105291	205298.0	0.0	350.0	0.4	1.1	0.4	1.7	-0.8	72.0	3.3	0	0	0	0	0	1
20230327_1415_1900	105282	205301.0	0.0	350.0	0.4	2.5	2.2	3.7	-5.6	72.0	9.1	0	0	0	0	0	0
20230327_1415_1900	105287	205301.0	0.0	350.0	0.7	3.7	3.3	1.1	-1.9	72.0	5.4	0	0	0	0	0	0
20230327_1415_1900	105291	205301.0	1.0	350.0	0.4	1.1	0.4	1.7	-0.8	72.0	4.3	0	0	0	0	0	1
20230327_1415_1900	105293	205301.0	0.0	350.0	0.4	1.7	1.3	1.3	0.9	51.0	2.6	0	0	0	0	1	0
20230327_1415_1900	105282	205305.0	0.0	350.0	0.4	2.5	2.2	3.7	-5.6	72.0	12.2	0	0	0	0	0	0
20230327_1415_1900	105287	205305.0	0.0	350.0	0.7	3.7	3.3	1.1	-1.9	72.0	8.5	0	0	0	0	0	0
20230327_1415_1900	105291	205305.0	0.0	350.0	0.4	1.1	0.4	1.7	-0.8	72.0	7.4	0	0	0	0	0	1
20230327_1415_1900	105293	205305.0	1.0	350.0	0.4	1.7	1.3	1.3	0.9	51.0	5.7	0	0	0	0	1	0
20230327_1415_1900	105297	205305.0	0.0	350.0	0.6	1.3	0.9	5.8	2.2	51.0	4.4	0	0	0	0	1	1
20230327_1415_1900	105283	205296.0	0.0	350.0	0.3	3.1	2.8	3.4	-5.6	72.0	7.5	0	1	0	0	0	0
20230327_1415_1900	105286	205296.0	1.0	350.0	0.3	3.4	3.1	0.7	-2.2	72.0	4.1	0	1	0	0	0	0
20230327_1415_1900	105288	205296.0	0.0	350.0	0.3	0.7	0.4	2.9	-1.5	72.0	3.4	0	1	0	0	0	1
20230327_1415_1900	105283	205300.0	0.0	350.0	0.3	3.1	2.8	3.4	-5.6	72.0	8.9	0	1	0	0	0	0
20230327_1415_1900	105286	205300.0	0.0	350.0	0.3	3.4	3.1	0.7	-2.2	72.0	5.5	0	1	0	0	0	0
20230327_1415_1900	105288	205300.0	1.0	350.0	0.3	0.7	0.4	2.9	-1.5	72.0	4.8	0	1	0	0	0	1
20230327_1415_1900	105286	205306.0	0.0	350.0	0.3	3.4	3.1	0.7	-2.2	72.0	9.8	0	1	0	0	0	0
20230327_1415_1900	105288	205306.0	0.0	350.0	0.3	0.7	0.4	2.9	-1.5	72.0	9.1	0	1	0	0	0	1
20230327_1415_1900	105295	205306.0	1.0	350.0	0.3	2.9	2.6	1.8	1.4	51.0	6.2	0	1	0	0	1	0
20230327_1415_1900	105299	205306.0	0.0	350.0	0.3	1.8	1.5	1.7	3.2	51.0	4.4	0	1	0	0	1	0
20230327_1415_1900	105292	205309.0	0.0	350.0	0.4	10.3	10.0	1.9	-0.6	72.0	11.2	1	0	0	0	0	0
20230327_1415_1900	105294	205309.0	1.0	350.0	0.7	1.9	1.5	3.0	1.3	51.0	9.3	1	0	0	0	1	0
20230327_1415_1900	105292	205302.0	1.0	350.0	0.4	10.3	10.0	1.9	-0.6	72.0	4.8	1	0	0	0	0	0
20230327_1415_1900	105294	205302.0	0.0	350.0	0.7	1.9	1.5	3.0	1.3	51.0	2.9	1	0	0	0	1	0
20230327_1415_1900	105377	205389.0	1.0	350.0	0.4	7.4	7.1	2.1	-5.4	51.0	5.1	0	1	0	0	0	0
20230327_1415_1900	105383	205389.0	0.0	350.0	0.3	2.1	1.7	12.5	-3.3	51.0	3.0	0	1	0	0	0	0
20230327_1415_1900	105377	205392.0	0.0	350.0	0.4	7.4	7.1	2.1	-5.4	51.0	6.5	0	1	0	0	0	0
20230327_1415_1900	105383	205392.0	1.0	350.0	0.3	2.1	1.7	12.5	-3.3	51.0	4.4	0	1	0	0	0	0
20230327_1415_1900	105378	205388.0	1.0	350.0	0.4	6.5	6.2	1.6	-5.2	51.0	4.6	1	0	0	0	0	0
20230327_1415_1900	105381	205388.0	0.0	350.0	0.3	1.6	1.2	1.0	-3.6	51.0	3.0	1	0	0	0	0	0
20230327_1415_1900	105378	205391.0	0.0	350.0	0.4	6.5	6.2	1.6	-5.2	51.0	6.1	1	0	0	0	0	0
20230327_1415_1900	105381	205391.0	1.0	350.0	0.3	1.6	1.2	1.0	-3.6	51.0	4.5	1	0	0	0	0	0
20230327_1415_1900	105384	205391.0	0.0	350.0	0.3	1.0	0.7	4.4	-2.6	51.0	3.5	1	0	0	0	0	1
20230327_1415_1900	105378	205394.0	0.0	350.0	0.4	6.5	6.2	1.6	-5.2	51.0	7.4	1	0	0	0	0	0
20230327_1415_1900	105381	205394.0	0.0	350.0	0.3	1.6	1.2	1.0	-3.6	51.0	5.8	1	0	0	0	0	0
20230327_1415_1900	105384	205394.0	1.0	350.0	0.3	1.0	0.7	4.4	-2.6	51.0	4.8	1	0	0	0	0	1
20230327_1415_1900	105378	205395.0	0.0	350.0	0.4	6.5	6.2	1.6	-5.2	51.0	13.0	1	0	0	0	0	0
20230327_1415_1900	105381	205395.0	0.0	350.0	0.3	1.6	1.2	1.0	-3.6	51.0	11.4	1	0	0	0	0	0
20230327_1415_1900	105384	205395.0	0.0	350.0	0.3	1.0	0.7	4.4	-2.6	51.0	10.4	1	0	0	0	0	1
20230327_1415_1900	105393	205395.0	1.0	350.0	0.3	4.4	4.1	9.3	1.8	55.0	6.0	1	0	0	0	1	0
20230327_1415_1900	105380	205387.0	1.0	350.0	0.5	1.4	0.5	1.4	-4.7	51.0	4.1	0	0	0	0	0	1
20230327_1415_1900	105382	205387.0	0.0	350.0	0.5	1.4	0.9	1.8	-3.3	51.0	2.7	0	0	0	0	0	1
20230327_1415_1900	105380	205390.0	0.0	350.0	0.5	1.4	0.5	1.4	-4.7	51.0	5.5	0	0	0	0	0	1
20230327_1415_1900	105382	205390.0	1.0	350.0	0.5	1.4	0.9	1.8	-3.3	51.0	4.1	0	0	0	0	0	1
20230327_1415_1900	105673	205681.0	0.0	362.0	0.2	25.1	24.4	2.0	-4.6	45.0	5.2	0	1	0	0	0	0
20230327_1415_1900	105676	205681.0	1.0	362.0	0.3	2.0	1.8	10.1	-2.6	45.0	3.2	0	1	0	0	0	0
20230327_1415_1900	105674	205682.0	0.0	362.0	0.2	26.2	25.5	2.0	-3.5	45.0	5.3	1	0	0	0	0	0
20230327_1415_1900	105678	205682.0	1.0	362.0	0.2	2.0	1.8	8.9	-1.5	45.0	3.3	1	0	0	0	0	0
20230327_1415_1900	105674	205679.0	1.0	362.0	0.2	26.2	25.5	2.0	-3.5	45.0	3.0	1	0	0	0	0	0
20230327_1415_1900	105675	205687.0	0.0	362.0	0.5	24.5	23.9	5.7	-3.1	45.0	12.7	0	0	0	0	0	0
20230327_1415_1900	105683	205687.0	1.0	362.0	0.3	5.7	5.2	0.9	2.6	69.0	7.0	0	0	0	0	1	0
20230327_1415_1900	105684	205687.0	0.0	362.0	0.4	0.9	0.6	6.9	3.5	69.0	6.1	0	0	0	1	0	1
20230327_1415_1900	105675	205680.0	1.0	362.0	0.5	24.5	23.9	5.7	-3.1	45.0	3.1	0	0	0	0	0	0
20230327_1415_1900	105802	205822.0	0.0	362.0	0.5	8.8	8.2	2.2	-5.7	69.0	11.4	0	0	0	0	0	0
20230327_1415_1900	105805	205822.0	0.0	362.0	0.4	2.2	1.7	3.4	-3.5	69.0	9.2	0	0	0	0	0	0
20230327_1415_1900	105812	205822.0	1.0	362.0	0.9	3.4	3.0	3.9	-0.1	69.0	5.8	0	0	1	0	0	0
20230327_1415_1900	105802	205814.0	0.0	362.0	0.5	8.8	8.2	2.2	-5.7	69.0	6.2	0	0	0	0	0	0
20230327_1415_1900	105805	205814.0	1.0	362.0	0.4	2.2	1.7	3.4	-3.5	69.0	4.0	0	0	0	0	0	0
20230327_1415_1900	105806	205811.0	0.0	362.0	0.4	3.4	2.8	1.2	-3.2	69.0	2.6	0	1	0	0	0	0
20230327_1415_1900	105806	205817.0	0.0	362.0	0.4	3.4	2.8	1.2	-3.2	69.0	5.8	0	1	0	0	0	0
20230327_1415_1900	105808	205817.0	1.0	362.0	0.4	1.2	0.8	3.8	-2.0	69.0	4.6	0	1	0	0	0	1
20230327_1415_1900	105806	205818.0	0.0	362.0	0.4	3.4	2.8	1.2	-3.2	69.0	7.0	0	1	0	0	0	0
20230327_1415_1900	105808	205818.0	0.0	362.0	0.4	1.2	0.8	3.8	-2.0	69.0	5.8	0	1	0	0	0	1
20230327_1415_1900	105813	205823.0	1.0	362.0	0.4	6.2	5.8	1.5	0.1	76.0	6.3	1	0	0	0	1	0
20230327_1415_1900	105815	205823.0	0.0	362.0	0.4	1.5	1.1	3.4	1.6	76.0	4.8	1	0	0	0	1	0
20230327_1415_1900	105940	205950.0	1.0	362.0	0.7	1.7	1.1	2.3	-5.1	76.0	4.4	0	0	0	0	0	0
20230327_1415_1900	105940	205952.0	0.0	362.0	0.7	1.7	1.1	2.3	-5.1	76.0	6.0	0	0	0	0	0	0
20230327_1415_1900	105945	205952.0	1.0	362.0	0.7	2.3	1.6	1.6	-2.8	76.0	3.7	0	0	0	0	0	0
20230327_1415_1900	105940	205954.0	0.0	362.0	0.7	1.7	1.1	2.3	-5.1	76.0	8.1	0	0	0	0	0	0
20230327_1415_1900	105945	205954.0	0.0	362.0	0.7	2.3	1.6	1.6	-2.8	76.0	5.8	0	0	0	0	0	0
20230327_1415_1900	105949	205954.0	1.0	362.0	0.5	1.6	0.9	11.1	-1.2	76.0	4.2	0	0	0	0	0	1
20230327_1415_1900	105940	205957.0	0.0	362.0	0.7	1.7	1.1	2.3	-5.1	76.0	10.2	0	0	0	0	0	0
20230327_1415_1900	105945	205957.0	0.0	362.0	0.7	2.3	1.6	1.6	-2.8	76.0	7.9	0	0	0	0	0	0
20230327_1415_1900	105949	205957.0	0.0	362.0	0.5	1.6	0.9	11.1	-1.2	76.0	6.3	0	0	0	0	0	1
20230327_1415_1900	105941	205951.0	1.0	362.0	0.4	2.3	2.0	8.7	-4.8	76.0	5.6	0	1	0	0	0	0
20230327_1415_1900	105943	205953.0	1.0	362.0	0.6	4.1	3.6	3.0	-4.5	76.0	6.8	1	0	0	0	0	0
20230327_1415_1900	105947	205953.0	0.0	362.0	0.5	3.0	2.4	8.2	-1.5	76.0	3.8	1	0	0	0	0	0
20230327_1415_1900	105943	205956.0	0.0	362.0	0.6	4.1	3.6	3.0	-4.5	76.0	9.1	1	0	0	0	0	0
20230327_1415_1900	105947	205956.0	1.0	362.0	0.5	3.0	2.4	8.2	-1.5	76.0	6.1	1	0	0	0	0	0
20230327_1415_1900	106048	206049.0	1.0	362.0	0.4	22.1	21.7	19.5	-0.3	52.0	3.8	1	0	1	0	0	0
20230327_1415_1900	106232	206249.0	0.0	332.0	0.7	2.7	2.4	1.3	-4.4	66.0	6.3	0	0	0	0	0	0
20230327_1415_1900	106237	206249.0	1.0	332.0	0.9	1.3	0.6	1.9	-3.1	66.0	5.0	0	0	0	0	0	1
20230327_1415_1900	106242	206249.0	0.0	332.0	0.9	1.9	1.0	2.2	-1.2	66.0	3.1	0	0	0	0	0	1
20230327_1415_1900	106232	206246.0	1.0	332.0	0.7	2.7	2.4	1.3	-4.4	66.0	5.1	0	0	0	0	0	0
20230327_1415_1900	106237	206246.0	0.0	332.0	0.9	1.3	0.6	1.9	-3.1	66.0	3.8	0	0	0	0	0	1
20230327_1415_1900	106232	206252.0	0.0	332.0	0.7	2.7	2.4	1.3	-4.4	66.0	8.9	0	0	0	0	0	0
20230327_1415_1900	106237	206252.0	0.0	332.0	0.9	1.3	0.6	1.9	-3.1	66.0	7.6	0	0	0	0	0	1
20230327_1415_1900	106242	206252.0	1.0	332.0	0.9	1.9	1.0	2.2	-1.2	66.0	5.7	0	0	0	0	0	1
20230327_1415_1900	106247	206252.0	0.0	332.0	0.6	2.2	1.3	2.3	1.0	62.0	3.5	0	0	0	0	1	0
