file	adv	stop	match	volume_15	OccTime	HeadwayFoll	GapFoll	HeadwayLead	arrival_time	volume_cycle	travel_time	is_lane_M	is_lane_R	SCA_GY	SCA_YR	SCA_YY	car_follow
20221214_0945_1015	100549	200550.0	1.0	196.0	0.5	18.3	18.0	48.6	0.8	27.0	7.8	0	1	0	0	1	0
20230327_1415_1900	100053	200056.0	1.0	273.0	0.3	14.1	13.9	23.1	-2.0	27.0	4.4	0	1	0	0	0	0
20230327_1415_1900	100170	200171.0	1.0	273.0	0.3	7.7	7.3	8.7	-1.7	65.0	4.0	0	1	0	0	0	0
20230327_1415_1900	100237	200239.0	1.0	273.0	0.3	44.5	21.3	5.4	2.6	36.0	6.5	0	1	0	0	1	0
20230327_1415_1900	100304	200306.0	1.0	273.0	0.5	29.4	29.0	8.8	-2.7	36.0	4.7	1	0	0	0	0	0
20230327_1415_1900	100305	200308.0	1.0	273.0	0.4	14.1	13.8	98.5	0.3	28.0	6.7	0	0	0	0	1	0
20230327_1415_1900	100481	200506.0	0.0	293.0	0.3	1.5	1.2	1.7	-5.5	79.0	9.4	1	0	0	0	0	0
20230327_1415_1900	100486	200506.0	0.0	293.0	0.3	1.7	1.4	2.6	-3.8	79.0	7.7	1	0	0	0	0	0
20230327_1415_1900	100491	200506.0	0.0	293.0	0.3	2.6	2.3	0.9	-1.2	79.0	5.1	1	0	0	0	0	0
20230327_1415_1900	100495	200506.0	1.0	293.0	0.2	0.9	0.6	2.4	-0.3	79.0	4.2	1	0	0	0	0	1
20230327_1415_1900	100481	200504.0	0.0	293.0	0.3	1.5	1.2	1.7	-5.5	79.0	8.3	1	0	0	0	0	0
20230327_1415_1900	100486	200504.0	0.0	293.0	0.3	1.7	1.4	2.6	-3.8	79.0	6.6	1	0	0	0	0	0
20230327_1415_1900	100491	200504.0	1.0	293.0	0.3	2.6	2.3	0.9	-1.2	79.0	4.0	1	0	0	0	0	0
20230327_1415_1900	100495	200504.0	0.0	293.0	0.2	0.9	0.6	2.4	-0.3	79.0	3.1	1	0	0	0	0	1
20230327_1415_1900	100481	200497.0	0.0	293.0	0.3	1.5	1.2	1.7	-5.5	79.0	5.6	1	0	0	0	0	0
20230327_1415_1900	100486	200497.0	1.0	293.0	0.3	1.7	1.4	2.6	-3.8	79.0	3.9	1	0	0	0	0	0
20230327_1415_1900	100482	200501.0	0.0	293.0	0.4	4.9	4.6	1.3	-5.5	79.0	7.6	0	1	0	0	0	0
20230327_1415_1900	100485	200501.0	0.0	293.0	0.4	1.3	0.9	1.9	-4.2	79.0	6.3	0	1	0	0	0	1
20230327_1415_1900	100488	200501.0	1.0	293.0	0.3	1.9	1.5	1.4	-2.3	79.0	4.4	0	1	0	0	0	0
20230327_1415_1900	100493	200501.0	0.0	293.0	0.1	1.4	1.1	0.6	-0.9	79.0	3.0	0	1	0	0	0	0
20230327_1415_1900	100482	200508.0	0.0	293.0	0.4	4.9	4.6	1.3	-5.5	79.0	10.9	0	1	0	0	0	0
20230327_1415_1900	100485	200508.0	0.0	293.0	0.4	1.3	0.9	1.9	-4.2	79.0	9.6	0	1	0	0	0	1
20230327_1415_1900	100488	200508.0	0.0	293.0	0.3	1.9	1.5	1.4	-2.3	79.0	7.7	0	1	0	0	0	0
20230327_1415_1900	100493	200508.0	1.0	293.0	0.1	1.4	1.1	0.6	-0.9	79.0	6.3	0	1	0	0	0	0
20230327_1415_1900	100496	200508.0	0.0	293.0	0.3	0.6	0.5	1.4	-0.3	79.0	5.7	0	1	0	0	0	1
20230327_1415_1900	100499	200508.0	0.0	293.0	0.3	1.4	1.1	1.4	1.1	52.0	4.3	0	1	0	0	1	0
20230327_1415_1900	100503	200508.0	0.0	293.0	0.4	1.4	1.1	11.5	2.5	52.0	2.9	0	1	0	0	1	0
20230327_1415_1900	100482	200498.0	0.0	293.0	0.4	4.9	4.6	1.3	-5.5	79.0	5.9	0	1	0	0	0	0
20230327_1415_1900	100485	200498.0	1.0	293.0	0.4	1.3	0.9	1.9	-4.2	79.0	4.6	0	1	0	0	0	1
20230327_1415_1900	100488	200498.0	0.0	293.0	0.3	1.9	1.5	1.4	-2.3	79.0	2.7	0	1	0	0	0	0
20230327_1415_1900	100482	200492.0	1.0	293.0	0.4	4.9	4.6	1.3	-5.5	79.0	4.6	0	1	0	0	0	0
20230327_1415_1900	100485	200492.0	0.0	293.0	0.4	1.3	0.9	1.9	-4.2	79.0	3.3	0	1	0	0	0	1
20230327_1415_1900	100483	200502.0	0.0	293.0	0.2	3.4	3.1	2.8	-4.9	79.0	7.2	0	0	0	0	0	0
20230327_1415_1900	100489	200502.0	1.0	293.0	0.3	2.8	2.6	4.9	-2.1	79.0	4.4	0	0	0	0	0	0
20230327_1415_1900	100483	200494.0	1.0	293.0	0.2	3.4	3.1	2.8	-4.9	79.0	4.2	0	0	0	0	0	0
20230327_1415_1900	100486	200511.0	0.0	293.0	0.3	1.7	1.4	2.6	-3.8	79.0	11.9	1	0	0	0	0	0
20230327_1415_1900	100491	200511.0	0.0	293.0	0.3	2.6	2.3	0.9	-1.2	79.0	9.3	1	0	0	0	0	0
20230327_1415_1900	100495	200511.0	0.0	293.0	0.2	0.9	0.6	2.4	-0.3	79.0	8.4	1	0	0	0	0	1
20230327_1415_1900	100500	200511.0	1.0	293.0	0.3	2.4	2.2	3.5	2.1	52.0	6.0	1	0	0	0	1	0
20230327_1415_1900	100705	200708.0	1.0	293.0	0.5	5.8	5.6	16.6	1.1	41.0	7.5	1	0	0	0	1	0
20230327_1415_1900	100706	200710.0	1.0	293.0	0.5	8.7	8.2	4.0	2.9	41.0	8.8	0	0	0	0	1	0
20230327_1415_1900	100769	200780.0	0.0	293.0	0.3	3.2	2.9	2.1	-5.1	41.0	6.9	1	0	0	0	0	0
20230327_1415_1900	100774	200780.0	1.0	293.0	0.4	2.1	1.8	1.3	-3.0	41.0	4.8	1	0	0	0	0	0
20230327_1415_1900	100775	200780.0	0.0	293.0	0.3	1.3	0.9	6.2	-1.7	41.0	3.5	1	0	0	0	0	1
20230327_1415_1900	100769	200776.0	1.0	293.0	0.3	3.2	2.9	2.1	-5.1	41.0	4.7	1	0	0	0	0	0
20230327_1415_1900	100774	200776.0	0.0	293.0	0.4	2.1	1.8	1.3	-3.0	41.0	2.6	1	0	0	0	0	0
20230327_1415_1900	100773	200786.0	0.0	293.0	0.5	5.9	5.4	3.8	-3.3	41.0	9.9	0	0	0	0	0	0
20230327_1415_1900	100777	200786.0	1.0	293.0	0.7	3.8	3.3	4.3	0.5	59.0	6.1	0	0	0	0	1	0
20230327_1415_1900	100773	200781.0	0.0	293.0	0.5	5.9	5.4	3.8	-3.3	41.0	6.3	0	0	0	0	0	0
20230327_1415_1900	100775	200781.0	1.0	293.0	0.3	1.3	0.9	6.2	-1.7	41.0	4.7	1	0	0	0	0	1
20230327_1415_1900	100777	200781.0	0.0	293.0	0.7	3.8	3.3	4.3	0.5	59.0	2.5	0	0	0	0	1	0
20230327_1415_1900	100773	200779.0	1.0	293.0	0.5	5.9	5.4	3.8	-3.3	41.0	4.7	0	0	0	0	0	0
20230327_1415_1900	100778	200790.0	1.0	293.0	0.4	9.8	9.1	4.4	1.1	59.0	7.1	0	1	0	0	1	0
20230327_1415_1900	100890	200892.0	1.0	293.0	0.8	19.7	19.0	4.6	-2.0	59.0	4.4	0	0	0	0	0	0
20230327_1415_1900	100891	200894.0	1.0	293.0	0.2	13.0	12.4	42.0	0.2	38.0	5.2	0	1	0	0	1	0
20230327_1415_1900	101040	201046.0	1.0	281.0	0.4	3.6	3.2	7.0	-4.5	49.0	3.9	0	0	0	0	0	0
20230327_1415_1900	101041	201048.0	0.0	281.0	0.3	2.2	2.0	1.8	-4.2	49.0	5.6	0	1	0	0	0	0
20230327_1415_1900	101045	201048.0	1.0	281.0	0.3	1.8	1.5	7.0	-2.4	49.0	3.8	0	1	0	0	0	0
20230327_1415_1900	101041	201047.0	1.0	281.0	0.3	2.2	2.0	1.8	-4.2	49.0	3.7	0	1	0	0	0	0
20230327_1415_1900	101049	201052.0	1.0	281.0	0.4	7.0	6.6	47.4	2.5	55.0	7.3	0	0	0	0	1	0
20230327_1415_1900	101140	201157.0	0.0	281.0	0.2	1.8	1.6	1.5	-4.7	55.0	10.3	0	1	0	0	0	0
20230327_1415_1900	101145	201157.0	0.0	281.0	0.4	1.5	1.3	3.3	-3.2	55.0	8.8	0	1	0	0	0	0
20230327_1415_1900	101150	201157.0	1.0	281.0	0.2	3.3	2.9	24.4	0.1	46.0	5.5	0	1	0	0	1	0
20230327_1415_1900	101140	201149.0	1.0	281.0	0.2	1.8	1.6	1.5	-4.7	55.0	4.0	0	1	0	0	0	0
20230327_1415_1900	101145	201149.0	0.0	281.0	0.4	1.5	1.3	3.3	-3.2	55.0	2.5	0	1	0	0	0	0
20230327_1415_1900	101140	201153.0	0.0	281.0	0.2	1.8	1.6	1.5	-4.7	55.0	6.1	0	1	0	0	0	0
20230327_1415_1900	101145	201153.0	1.0	281.0	0.4	1.5	1.3	3.3	-3.2	55.0	4.6	0	1	0	0	0	0
20230327_1415_1900	101143	201163.0	0.0	281.0	0.5	2.3	1.9	5.0	-3.7	55.0	12.6	0	0	0	0	0	0
20230327_1415_1900	101152	201163.0	0.0	281.0	0.7	5.0	4.5	4.4	1.3	46.0	7.6	0	0	0	0	1	0
20230327_1415_1900	101155	201163.0	1.0	281.0	0.4	1.6	1.2	3.7	2.7	46.0	6.2	1	0	0	0	1	0
20230327_1415_1900	101148	201156.0	1.0	281.0	0.4	6.2	5.9	2.5	-1.4	55.0	4.6	1	0	0	0	0	0
20230327_1415_1900	101148	201161.0	0.0	281.0	0.4	6.2	5.9	2.5	-1.4	55.0	8.4	1	0	0	0	0	0
20230327_1415_1900	101151	201161.0	1.0	281.0	0.4	2.5	2.1	1.6	1.1	46.0	5.9	1	0	0	0	1	0
20230327_1415_1900	101155	201161.0	0.0	281.0	0.4	1.6	1.2	3.7	2.7	46.0	4.3	1	0	0	0	1	0
20230327_1415_1900	101315	201318.0	1.0	281.0	0.1	10.8	10.5	10.5	0.0	45.0	6.1	0	1	1	0	0	0
20230327_1415_1900	101316	201319.0	1.0	281.0	0.3	11.7	11.3	2.7	0.1	48.0	6.5	1	0	0	0	1	0
20230327_1415_1900	101317	201319.0	0.0	281.0	0.4	2.7	2.4	9.4	2.8	48.0	3.8	1	0	0	0	1	0
20230327_1415_1900	101387	201409.0	0.0	281.0	0.3	2.8	2.5	2.0	-5.5	48.0	10.0	0	0	0	0	0	0
20230327_1415_1900	101393	201409.0	0.0	281.0	0.3	2.0	1.7	3.5	-3.5	48.0	8.0	0	0	0	0	0	0
20230327_1415_1900	101399	201409.0	1.0	281.0	0.2	3.5	3.2	4.1	0.0	44.0	4.5	0	0	0	0	1	0
20230327_1415_1900	101387	201401.0	0.0	281.0	0.3	2.8	2.5	2.0	-5.5	48.0	6.2	0	0	0	0	0	0
20230327_1415_1900	101393	201401.0	1.0	281.0	0.3	2.0	1.7	3.5	-3.5	48.0	4.2	0	0	0	0	0	0
20230327_1415_1900	101388	201405.0	0.0	281.0	0.3	1.8	1.4	1.2	-5.1	48.0	8.4	0	1	0	0	0	0
20230327_1415_1900	101390	201405.0	0.0	281.0	0.3	1.2	0.9	1.9	-3.9	48.0	7.2	0	1	0	0	0	1
20230327_1415_1900	101395	201405.0	1.0	281.0	0.5	1.9	1.6	5.7	-2.0	48.0	5.3	0	1	0	0	0	0
20230327_1415_1900	101388	201400.0	0.0	281.0	0.3	1.8	1.4	1.2	-5.1	48.0	5.7	0	1	0	0	0	0
20230327_1415_1900	101390	201400.0	1.0	281.0	0.3	1.2	0.9	1.9	-3.9	48.0	4.5	0	1	0	0	0	1
20230327_1415_1900	101395	201400.0	0.0	281.0	0.5	1.9	1.6	5.7	-2.0	48.0	2.6	0	1	0	0	0	0
20230327_1415_1900	101388	201398.0	1.0	281.0	0.3	1.8	1.4	1.2	-5.1	48.0	4.5	0	1	0	0	0	0
20230327_1415_1900	101390	201398.0	0.0	281.0	0.3	1.2	0.9	1.9	-3.9	48.0	3.3	0	1	0	0	0	1
20230327_1415_1900	101392	201403.0	1.0	281.0	0.5	7.4	7.1	2.6	-3.7	48.0	5.3	1	0	0	0	0	0
20230327_1415_1900	101397	201403.0	0.0	281.0	0.4	2.6	2.1	2.5	-1.1	48.0	2.7	1	0	0	0	0	0
20230327_1415_1900	101392	201411.0	0.0	281.0	0.5	7.4	7.1	2.6	-3.7	48.0	12.1	1	0	0	0	0	0
20230327_1415_1900	101397	201411.0	0.0	281.0	0.4	2.6	2.1	2.5	-1.1	48.0	9.5	1	0	0	0	0	0
20230327_1415_1900	101402	201411.0	1.0	281.0	0.4	2.5	2.1	1.8	1.4	44.0	7.0	1	0	0	0	1	0
20230327_1415_1900	101404	201411.0	0.0	281.0	0.5	1.8	1.4	2.7	3.2	44.0	5.2	1	0	0	1	0	0
20230327_1415_1900	101392	201406.0	0.0	281.0	0.5	7.4	7.1	2.6	-3.7	48.0	7.3	1	0	0	0	0	0
20230327_1415_1900	101397	201406.0	1.0	281.0	0.4	2.6	2.1	2.5	-1.1	48.0	4.7	1	0	0	0	0	0
20230327_1415_1900	101475	201493.0	0.0	281.0	0.4	2.2	1.9	2.7	-4.6	44.0	8.1	1	0	0	0	0	0
20230327_1415_1900	101481	201493.0	1.0	281.0	0.3	2.7	2.3	3.4	-1.9	44.0	5.4	1	0	0	0	0	0
20230327_1415_1900	101475	201486.0	1.0	281.0	0.4	2.2	1.9	2.7	-4.6	44.0	4.8	1	0	0	0	0	0
20230327_1415_1900	101479	201485.0	0.0	281.0	0.4	2.4	2.0	2.3	-3.7	44.0	3.5	0	1	0	0	0	0
20230327_1415_1900	101479	201488.0	1.0	281.0	0.4	2.4	2.0	2.3	-3.7	44.0	5.2	0	1	0	0	0	0
20230327_1415_1900	101484	201488.0	0.0	281.0	0.4	2.3	1.9	7.3	-1.4	44.0	2.9	0	1	0	0	0	0
20230327_1415_1900	101479	201491.0	0.0	281.0	0.4	2.4	2.0	2.3	-3.7	44.0	7.0	0	1	0	0	0	0
20230327_1415_1900	101484	201491.0	1.0	281.0	0.4	2.3	1.9	7.3	-1.4	44.0	4.7	0	1	0	0	0	0
20230327_1415_1900	101482	201492.0	1.0	281.0	0.4	6.3	6.0	3.0	-1.8	44.0	5.1	0	0	0	0	0	0
20230327_1415_1900	101590	201591.0	1.0	350.0	0.2	35.4	35.0	11.2	1.0	56.0	4.8	1	0	0	0	1	0
20230327_1415_1900	101687	201688.0	1.0	350.0	0.4	11.8	11.1	33.2	-4.5	56.0	4.4	0	0	0	0	0	0
20230327_1415_1900	101689	201690.0	1.0	350.0	0.3	17.4	17.1	22.5	2.7	64.0	7.5	0	1	0	0	1	0
20230327_1415_1900	101803	201816.0	0.0	350.0	0.3	4.8	4.6	1.5	-2.5	64.0	12.2	0	0	0	0	0	0
20230327_1415_1900	101804	201816.0	0.0	350.0	0.4	1.5	1.2	3.7	-1.0	64.0	10.7	0	0	0	0	0	0
20230327_1415_1900	101807	201816.0	1.0	350.0	0.3	3.7	3.3	5.2	2.7	70.0	7.0	0	0	0	0	1	0
20230327_1415_1900	101803	201806.0	1.0	350.0	0.3	4.8	4.6	1.5	-2.5	64.0	4.7	0	0	0	0	0	0
20230327_1415_1900	101804	201806.0	0.0	350.0	0.4	1.5	1.2	3.7	-1.0	64.0	3.2	0	0	0	0	0	0
20230327_1415_1900	101804	201808.0	1.0	350.0	0.4	1.5	1.2	3.7	-1.0	64.0	4.4	0	0	0	0	0	0
20230327_1415_1900	101805	201812.0	1.0	350.0	0.4	8.3	8.0	3.5	0.5	70.0	6.7	0	1	0	0	1	0
20230327_1415_1900	101916	201928.0	1.0	350.0	0.6	3.9	3.3	2.1	-5.6	70.0	5.0	0	0	0	0	0	0
20230327_1415_1900	101922	201928.0	0.0	350.0	0.3	2.1	1.5	3.5	-3.5	70.0	2.9	0	0	0	0	0	0
20230327_1415_1900	101916	201941.0	0.0	350.0	0.6	3.9	3.3	2.1	-5.6	70.0	12.1	0	0	0	0	0	0
20230327_1415_1900	101922	201941.0	0.0	350.0	0.3	2.1	1.5	3.5	-3.5	70.0	10.0	0	0	0	0	0	0
20230327_1415_1900	101930	201941.0	1.0	350.0	1.1	3.5	3.2	1.7	0.0	64.0	6.5	0	0	0	0	1	0
20230327_1415_1900	101935	201941.0	0.0	350.0	0.4	1.7	0.6	2.6	1.7	64.0	4.8	0	0	0	0	1	1
20230327_1415_1900	101917	201936.0	0.0	350.0	0.3	1.5	1.2	1.5	-4.9	70.0	7.8	1	0	0	0	0	0
20230327_1415_1900	101923	201936.0	0.0	350.0	0.2	1.5	1.2	1.7	-3.4	70.0	6.3	1	0	0	0	0	0
20230327_1415_1900	101927	201936.0	1.0	350.0	0.4	1.7	1.5	4.7	-1.7	70.0	4.6	1	0	0	0	0	0
20230327_1415_1900	101917	201929.0	1.0	350.0	0.3	1.5	1.2	1.5	-4.9	70.0	4.4	1	0	0	0	0	0
20230327_1415_1900	101923	201929.0	1.0	350.0	0.2	1.5	1.2	1.7	-3.4	70.0	2.9	1	0	0	0	0	0
20230327_1415_1900	101917	201933.0	0.0	350.0	0.3	1.5	1.2	1.5	-4.9	70.0	6.4	1	0	0	0	0	0
20230327_1415_1900	101922	201933.0	1.0	350.0	0.3	2.1	1.5	3.5	-3.5	70.0	5.0	0	0	0	0	0	0
20230327_1415_1900	101923	201933.0	0.0	350.0	0.2	1.5	1.2	1.7	-3.4	70.0	4.9	1	0	0	0	0	0
20230327_1415_1900	101927	201933.0	0.0	350.0	0.4	1.7	1.5	4.7	-1.7	70.0	3.2	1	0	0	0	0	0
20230327_1415_1900	101917	201932.0	0.0	350.0	0.3	1.5	1.2	1.5	-4.9	70.0	5.3	1	0	0	0	0	0
20230327_1415_1900	101923	201932.0	0.0	350.0	0.2	1.5	1.2	1.7	-3.4	70.0	3.8	1	0	0	0	0	0
20230327_1415_1900	101924	201932.0	1.0	350.0	0.3	1.4	1.1	2.9	-2.8	70.0	3.2	0	1	0	0	0	0
20230327_1415_1900	101920	201942.0	0.0	350.0	0.3	2.5	2.2	1.4	-4.2	70.0	11.5	0	1	0	0	0	0
20230327_1415_1900	101924	201942.0	0.0	350.0	0.3	1.4	1.1	2.9	-2.8	70.0	10.1	0	1	0	0	0	0
20230327_1415_1900	101931	201942.0	1.0	350.0	0.5	2.9	2.6	3.9	0.1	64.0	7.2	0	1	0	0	1	0
20230327_1415_1900	101920	201934.0	1.0	350.0	0.3	2.5	2.2	1.4	-4.2	70.0	5.9	0	1	0	0	0	0
20230327_1415_1900	101924	201934.0	0.0	350.0	0.3	1.4	1.1	2.9	-2.8	70.0	4.5	0	1	0	0	0	0
20230327_1415_1900	101927	201946.0	0.0	350.0	0.4	1.7	1.5	4.7	-1.7	70.0	12.5	1	0	0	0	0	0
20230327_1415_1900	101937	201946.0	1.0	350.0	0.4	4.7	4.3	5.5	3.0	64.0	7.8	1	0	0	0	1	0
20230327_1415_1900	102036	202044.0	0.0	350.0	0.3	15.1	14.7	4.2	-3.7	64.0	10.3	0	1	0	0	0	0
20230327_1415_1900	102040	202044.0	1.0	350.0	0.3	4.2	3.9	6.6	0.5	54.0	6.1	0	1	0	0	1	0
20230327_1415_1900	102036	202041.0	1.0	350.0	0.3	15.1	14.7	4.2	-3.7	64.0	4.6	0	1	0	0	0	0
20230327_1415_1900	102038	202042.0	1.0	350.0	0.4	7.7	7.3	10.1	-2.5	64.0	4.8	0	0	0	0	0	0
20230327_1415_1900	102039	202043.0	1.0	350.0	0.3	10.0	9.6	9.7	-1.2	64.0	5.4	1	0	0	0	0	0
20230327_1415_1900	102343	202344.0	1.0	329.0	0.3	7.0	6.7	9.8	0.1	45.0	5.2	0	1	0	0	1	0
20230327_1415_1900	102433	202437.0	1.0	329.0	0.5	8.1	7.6	28.8	-3.2	45.0	6.0	1	0	0	0	0	0
20230327_1415_1900	102433	202436.0	0.0	329.0	0.5	8.1	7.6	28.8	-3.2	45.0	4.0	1	0	0	0	0	0
20230327_1415_1900	102623	202630.0	0.0	329.0	0.2	5.1	4.8	1.0	-5.2	45.0	4.7	1	0	0	0	0	0
20230327_1415_1900	102624	202630.0	1.0	329.0	0.2	1.0	0.8	6.0	-4.2	45.0	3.7	1	0	0	0	0	1
20230327_1415_1900	102624	202639.0	0.0	329.0	0.2	1.0	0.8	6.0	-4.2	45.0	12.2	1	0	0	0	0	1
20230327_1415_1900	102632	202639.0	1.0	329.0	0.3	6.0	5.8	1.7	1.8	75.0	6.2	1	0	0	0	1	0
20230327_1415_1900	102635	202639.0	0.0	329.0	0.3	1.7	1.4	17.0	3.5	75.0	4.5	1	0	0	1	0	0
20230327_1415_1900	102626	202631.0	1.0	329.0	0.4	3.3	2.9	5.9	-2.8	45.0	4.5	0	1	0	0	0	0
20230327_1415_1900	102633	202640.0	1.0	329.0	0.7	7.5	7.2	4.0	1.8	75.0	6.6	0	0	0	0	1	0
20230327_1415_1900	102634	202642.0	1.0	329.0	0.4	5.9	5.5	0.9	3.1	75.0	7.8	0	1	0	0	1	0
20230327_1415_1900	102753	202769.0	0.0	329.0	0.6	1.7	1.3	1.1	-5.9	75.0	9.5	0	1	0	0	0	0
20230327_1415_1900	102756	202769.0	0.0	329.0	0.5	1.1	0.5	2.9	-4.8	75.0	8.4	0	1	0	0	0	1
20230327_1415_1900	102762	202769.0	0.0	329.0	0.5	2.9	2.4	12.9	-1.9	75.0	5.5	0	1	0	0	0	0
20230327_1415_1900	102753	202761.0	1.0	329.0	0.6	1.7	1.3	1.1	-5.9	75.0	3.2	0	1	0	0	0	0
20230327_1415_1900	102753	202767.0	0.0	329.0	0.6	1.7	1.3	1.1	-5.9	75.0	8.0	0	1	0	0	0	0
20230327_1415_1900	102756	202767.0	0.0	329.0	0.5	1.1	0.5	2.9	-4.8	75.0	6.9	0	1	0	0	0	1
20230327_1415_1900	102762	202767.0	1.0	329.0	0.5	2.9	2.4	12.9	-1.9	75.0	4.0	0	1	0	0	0	0
20230327_1415_1900	102754	202770.0	0.0	329.0	0.5	3.2	2.8	1.5	-5.9	75.0	10.1	1	0	0	0	0	0
20230327_1415_1900	102757	202770.0	0.0	329.0	0.6	1.5	1.0	2.6	-4.4	75.0	8.6	1	0	0	0	0	1
20230327_1415_1900	102763	202770.0	1.0	329.0	0.4	2.6	2.0	4.7	-1.8	75.0	6.0	1	0	0	0	0	0
20230327_1415_1900	102754	202764.0	1.0	329.0	0.5	3.2	2.8	1.5	-5.9	75.0	6.3	1	0	0	0	0	0
20230327_1415_1900	102757	202764.0	0.0	329.0	0.6	1.5	1.0	2.6	-4.4	75.0	4.8	1	0	0	0	0	1
20230327_1415_1900	102754	202766.0	0.0	329.0	0.5	3.2	2.8	1.5	-5.9	75.0	7.8	1	0	0	0	0	0
20230327_1415_1900	102757	202766.0	1.0	329.0	0.6	1.5	1.0	2.6	-4.4	75.0	6.3	1	0	0	0	0	1
20230327_1415_1900	102763	202766.0	0.0	329.0	0.4	2.6	2.0	4.7	-1.8	75.0	3.7	1	0	0	0	0	0
20230327_1415_1900	102758	202765.0	1.0	329.0	0.9	3.6	3.1	9.3	-3.7	75.0	4.7	0	0	0	0	0	0
20230327_1415_1900	102763	202772.0	0.0	329.0	0.4	2.6	2.0	4.7	-1.8	75.0	11.7	1	0	0	0	0	0
20230327_1415_1900	102768	202772.0	1.0	329.0	0.3	4.7	4.3	13.4	2.9	46.0	7.0	1	0	0	0	1	0
20230327_1415_1900	102851	202852.0	1.0	315.0	0.3	25.5	25.1	45.0	-0.2	46.0	5.3	1	0	1	0	0	0
20230327_1415_1900	102898	202906.0	0.0	315.0	0.3	9.3	8.9	5.7	-4.5	26.0	12.9	0	1	0	0	0	0
20230327_1415_1900	102901	202906.0	1.0	315.0	0.4	5.7	5.4	4.3	1.2	57.0	7.2	0	1	0	0	1	0
20230327_1415_1900	102898	202900.0	1.0	315.0	0.3	9.3	8.9	5.7	-4.5	26.0	4.5	0	1	0	0	0	0
20230327_1415_1900	102899	202905.0	1.0	315.0	0.4	11.1	10.3	4.9	-1.0	26.0	7.4	0	0	0	0	0	0
20230327_1415_1900	102997	203009.0	0.0	315.0	0.2	5.9	5.7	3.8	-3.2	57.0	10.0	0	1	0	0	0	0
20230327_1415_1900	103000	203009.0	1.0	315.0	0.4	3.8	3.6	7.0	0.6	59.0	6.2	0	1	0	0	1	0
20230327_1415_1900	102997	203001.0	1.0	315.0	0.2	5.9	5.7	3.8	-3.2	57.0	3.8	0	1	0	0	0	0
20230327_1415_1900	102998	203010.0	0.0	315.0	0.3	12.3	11.9	2.4	-1.2	57.0	8.1	0	0	0	0	0	0
20230327_1415_1900	103002	203010.0	1.0	315.0	0.3	2.4	2.1	4.2	1.2	59.0	5.7	0	0	0	0	1	0
20230327_1415_1900	102998	203003.0	1.0	315.0	0.3	12.3	11.9	2.4	-1.2	57.0	3.5	0	0	0	0	0	0
20230327_1415_1900	102999	203016.0	0.0	315.0	0.2	7.7	7.5	4.9	-0.5	57.0	11.9	1	0	0	0	0	0
20230327_1415_1900	102999	203004.0	1.0	315.0	0.2	7.7	7.5	4.9	-0.5	57.0	3.4	1	0	0	0	0	0
20230327_1415_1900	103126	203130.0	1.0	315.0	0.4	4.8	4.4	18.2	-4.0	59.0	5.0	0	1	0	0	0	0
20230327_1415_1900	103124	203129.0	1.0	315.0	0.2	2.1	1.8	12.3	-5.1	59.0	4.7	1	0	0	0	0	0
20230327_1415_1900	103251	203253.0	1.0	315.0	0.7	11.5	11.2	39.2	2.1	52.0	6.3	0	1	0	0	1	0
20230327_1415_1900	103346	203348.0	1.0	315.0	0.5	22.7	22.0	7.3	3.2	52.0	7.9	0	0	0	1	0	0
20230327_1415_1900	103438	203445.0	1.0	316.0	0.8	6.5	6.2	2.3	3.0	75.0	6.6	0	0	0	1	0	0
20230327_1415_1900	103559	203571.0	1.0	316.0	0.5	2.9	2.5	3.2	-6.0	75.0	6.0	1	0	0	0	0	0
20230327_1415_1900	103566	203571.0	0.0	316.0	0.4	3.2	2.7	10.3	-2.8	75.0	2.8	1	0	0	0	0	0
20230327_1415_1900	103559	203573.0	0.0	316.0	0.5	2.9	2.5	3.2	-6.0	75.0	9.0	1	0	0	0	0	0
20230327_1415_1900	103566	203573.0	1.0	316.0	0.4	3.2	2.7	10.3	-2.8	75.0	5.8	1	0	0	0	0	0
20230327_1415_1900	103563	203572.0	1.0	316.0	0.5	6.5	5.1	2.0	-4.7	75.0	5.9	0	1	0	0	0	0
20230327_1415_1900	103568	203572.0	0.0	316.0	0.5	2.0	1.5	2.6	-2.7	75.0	3.9	0	1	0	0	0	0
20230327_1415_1900	103563	203575.0	0.0	316.0	0.5	6.5	5.1	2.0	-4.7	75.0	7.9	0	1	0	0	0	0
20230327_1415_1900	103568	203575.0	1.0	316.0	0.5	2.0	1.5	2.6	-2.7	75.0	5.9	0	1	0	0	0	0
20230327_1415_1900	103570	203575.0	0.0	316.0	0.4	2.6	2.1	6.6	-0.1	75.0	3.3	0	1	1	0	0	0
20230327_1415_1900	103563	203576.0	0.0	316.0	0.5	6.5	5.1	2.0	-4.7	75.0	10.2	0	1	0	0	0	0
20230327_1415_1900	103568	203576.0	0.0	316.0	0.5	2.0	1.5	2.6	-2.7	75.0	8.2	0	1	0	0	0	0
20230327_1415_1900	103570	203576.0	1.0	316.0	0.4	2.6	2.1	6.6	-0.1	75.0	5.6	0	1	1	0	0	0
20230327_1415_1900	103693	203704.0	0.0	316.0	0.4	4.9	4.5	2.8	-4.7	69.0	6.7	1	0	0	0	0	0
20230327_1415_1900	103699	203704.0	1.0	316.0	0.4	2.8	2.4	65.6	-1.9	69.0	3.9	1	0	0	0	0	0
