file	adv	stop	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20230118_15	101683	201694.0	375.0	L	146.2	3.8	GG	0.8	4.4	4.0	2.1	1.3	-3.8	73.0	1.7	148.3	YY	1.2	4.8	3.8	1.8	0.6	1.7	72.0	5.5
20230118_15	101687	201697.0	375.0	M	147.9	2.1	GG	0.4	3.1	2.8	3.8	3.4	-2.1	73.0	3.0	147.0	YR	1.0	3.3	2.3	6.1	5.1	3.0	72.0	5.1
20230118_15	101688	201700.0	375.0	L	148.3	1.7	GG	0.4	2.1	1.3	5.0	4.6	-1.7	73.0	3.5	146.5	YR	1.0	1.8	0.6	8.0	7.0	3.5	72.0	5.2
20230118_15	101695	201707.0	375.0	M	1.7	148.3	YY	0.5	3.8	3.4	3.6	3.1	1.7	72.0	9.1	140.9	RG	79.6	6.1	5.1	81.5	1.9	9.1	72.0	7.4
20230118_15	101698	201710.0	375.0	L	3.3	146.7	YR	0.5	5.0	4.6	1.9	1.4	3.3	72.0	11.5	138.5	RG	82.2	8.0	7.0	83.0	0.8	11.5	72.0	8.2
20230118_15	101831	201833.0	375.0	L	1.2	143.0	YY	0.2	24.5	24.1	68.0	67.8	1.2	54.0	6.9	137.3	RG	93.9	24.8	23.8	94.9	1.0	6.9	54.0	5.7
20230118_15	102059	202063.0	332.0	M	170.8	3.1	GG	0.3	4.2	3.9	8.6	8.3	-3.1	71.0	0.8	173.8	YY	0.8	3.9	3.1	100.8	100.0	0.8	78.0	3.9
20230118_15	102065	202075.0	332.0	R	2.4	172.2	YY	0.4	7.9	7.6	2.0	1.6	2.4	78.0	10.2	164.4	RG	95.4	7.2	6.3	97.3	1.9	10.2	78.0	7.8
20230118_15	102422	202431.0	332.0	R	149.2	4.9	GG	0.5	1.6	1.1	2.3	1.8	-4.9	54.0	0.6	38.3	YY	2.1	2.6	0.6	2.6	0.5	0.6	7.0	5.5
20230118_15	102424	202432.0	332.0	M	150.4	3.7	GG	0.4	5.1	4.6	20.0	19.6	-3.7	54.0	1.7	37.2	YY	1.3	4.6	3.2	5.4	4.1	1.7	7.0	5.4
20230118_15	102427	202433.0	332.0	R	151.5	2.6	GG	0.4	2.3	1.8	2.5	2.1	-2.6	54.0	3.2	35.7	YR	0.7	2.6	0.5	2.4	1.7	3.2	7.0	5.8
20230118_15	102430	202434.0	332.0	R	154.0	0.1	GY	0.4	2.5	2.1	16.5	16.1	-0.1	54.0	5.6	33.3	RG	26.1	2.4	1.7	28.4	2.3	5.6	7.0	5.7
20230118_16	100206	200214.0	347.0	L	144.7	5.3	GG	0.3	3.9	3.5	8.7	8.4	-5.3	66.0	149.5	0.5	GY	0.9	3.9	2.9	12.2	11.3	-0.5	66.0	4.8
20230118_16	100220	200228.0	347.0	L	3.4	146.6	YR	0.3	8.7	8.4	8.4	8.1	3.4	53.0	11.7	138.3	RG	64.4	12.2	11.3	64.7	0.3	11.7	53.0	8.3
20230118_16	100295	200307.0	347.0	M	144.8	5.2	GG	0.4	2.8	2.5	2.8	2.4	-5.2	53.0	149.6	0.4	GY	0.9	3.0	2.1	2.9	2.0	-0.4	53.0	4.8
20230118_16	100303	200314.0	347.0	M	147.6	2.4	GG	0.4	2.8	2.4	25.0	24.6	-2.4	53.0	2.5	147.5	YY	0.9	2.9	2.0	32.0	31.1	2.5	53.0	4.9
20230118_16	100409	200411.0	347.0	R	146.1	3.9	GG	0.3	13.2	12.4	8.4	8.1	-3.9	53.0	0.3	158.7	YY	0.8	11.2	9.3	12.7	11.9	0.3	59.0	4.2
20230118_16	100410	200413.0	347.0	L	148.9	1.1	GG	0.4	19.1	18.7	3.2	2.8	-1.1	53.0	2.4	156.6	YY	0.6	17.6	16.7	6.9	6.3	2.4	59.0	3.5
20230118_16	100412	200416.0	347.0	L	2.1	156.9	YY	0.4	3.2	2.8	26.1	25.7	2.1	59.0	9.3	149.7	RG	90.1	6.9	6.3	91.6	1.5	9.3	59.0	7.2
20230118_16	100520	200522.0	347.0	L	0.4	90.3	YY	0.8	27.9	27.5	28.6	27.8	0.4	43.0	9.0	81.7	RG	21.4	30.7	29.2	26.6	5.2	9.0	43.0	8.6
20230118_16	100702	200712.0	287.0	R	171.1	4.4	GG	0.3	2.4	2.1	1.7	1.4	-4.4	62.0	175.4	0.1	GY	0.9	2.2	1.3	1.7	0.8	-0.1	62.0	4.3
20230118_16	100706	200716.0	287.0	R	172.8	2.7	GG	0.4	1.7	1.4	1.9	1.5	-2.7	62.0	1.6	173.2	YY	0.8	1.7	0.8	1.7	0.9	1.6	60.0	4.3
20230118_16	100710	200719.0	287.0	R	174.7	0.8	GG	0.3	1.9	1.5	7.2	6.9	-0.8	62.0	3.3	171.5	YR	0.7	1.7	0.9	6.5	5.8	3.3	60.0	4.1
20230118_16	100908	200909.0	287.0	M	148.2	1.8	GG	0.2	26.1	25.8	25.0	24.8	-1.8	40.0	2.1	147.9	YY	0.8	26.8	26.2	27.3	26.5	2.1	53.0	3.9
20230118_16	101009	201011.0	287.0	M	145.3	4.7	GG	0.3	5.6	5.3	14.0	13.7	-4.7	53.0	149.4	0.6	GY	0.7	5.4	4.5	18.8	18.1	-0.6	53.0	4.1
20230118_16	101014	201017.0	287.0	L	3.6	146.4	RR	1.3	22.4	22.1	11.8	10.5	3.6	56.0	10.8	139.2	RG	86.0	21.7	21.0	86.8	0.8	10.8	56.0	7.2
20230118_16	101110	201114.0	287.0	M	145.4	4.6	GG	0.4	6.1	5.7	4.4	4.0	-4.6	56.0	149.8	0.2	GY	0.8	5.9	4.9	6.1	5.3	-0.2	56.0	4.4
20230118_16	101115	201119.0	287.0	M	149.8	0.2	GY	0.3	4.4	4.0	19.3	19.0	-0.2	56.0	5.9	144.1	RG	81.6	6.1	5.3	82.0	0.4	5.9	44.0	6.1
20230118_16	101306	201309.0	374.0	R	144.4	5.6	GG	0.7	4.1	3.5	20.8	20.1	-5.6	56.0	1.3	148.7	YY	1.2	3.6	2.2	20.4	19.2	1.3	58.0	6.9
20230118_16	101574	201580.0	374.0	L	146.1	3.9	GG	0.3	3.9	3.5	4.1	3.8	-3.9	87.0	0.6	149.4	YY	0.9	3.8	3.0	5.8	4.9	0.6	58.0	4.5
20230118_16	101577	201581.0	374.0	R	147.2	2.8	GG	0.4	4.0	3.6	31.4	31.0	-2.8	87.0	3.2	146.8	YR	1.0	4.7	3.7	21.3	20.3	3.2	58.0	6.0
20230118_16	101579	201582.0	374.0	L	0.2	149.8	YY	0.3	4.1	3.8	46.7	46.4	0.2	58.0	6.4	143.6	RG	92.9	5.8	4.9	93.2	0.3	6.4	58.0	6.2
20230118_16	101685	201688.0	374.0	M	146.4	3.6	GG	0.5	5.1	4.9	58.9	58.4	-3.6	58.0	1.7	148.3	YY	1.0	6.2	5.5	37.2	36.2	1.7	67.0	5.3
20230118_16	101687	201690.0	374.0	R	1.2	148.8	YY	0.4	7.6	7.3	5.3	4.9	1.2	67.0	7.7	142.3	RG	85.7	10.3	9.5	86.7	1.0	7.7	67.0	6.5
20230118_16	101797	201806.0	374.0	L	147.5	2.5	GG	0.4	8.0	7.1	8.3	7.9	-2.5	67.0	1.3	148.7	YY	0.7	6.4	5.5	12.4	11.7	1.3	47.0	3.8
20230118_16	102022	202025.0	346.0	M	146.3	3.7	GG	0.4	9.3	8.6	33.5	33.1	-3.7	70.0	0.5	149.5	YY	0.8	6.3	5.1	40.6	39.8	0.5	47.0	4.2
20230118_16	102023	202026.0	346.0	R	147.0	3.0	GG	0.5	3.4	2.0	4.6	4.1	-3.0	70.0	1.2	148.8	YY	1.9	3.4	2.0	8.0	6.1	1.2	47.0	4.2
20230118_16	102027	202030.0	346.0	R	1.6	148.4	YY	0.5	4.6	4.1	63.1	62.6	1.6	47.0	9.2	140.8	RG	85.9	8.0	6.1	87.0	1.1	9.2	47.0	7.6
20230118_16	102117	202118.0	346.0	R	1.2	148.8	YY	0.3	19.1	18.7	43.1	42.8	1.2	58.0	7.8	142.2	RG	84.7	20.2	19.2	84.9	0.2	7.8	58.0	6.6
20230118_16	102342	202353.0	346.0	L	144.0	6.0	GG	0.6	2.0	1.6	6.8	6.2	-6.0	71.0	149.5	0.5	GY	1.1	2.0	1.0	8.9	7.8	-0.5	71.0	5.5
20230118_16	102355	202365.0	346.0	L	0.8	149.2	YY	0.4	6.8	6.2	2.3	1.9	0.8	63.0	8.4	141.6	RG	74.0	8.9	7.8	75.6	1.6	8.4	63.0	7.6
20230118_17	100225	200236.0	352.0	L	144.9	5.1	GG	0.4	2.4	1.9	4.4	4.0	-5.1	73.0	149.5	0.5	GY	0.9	2.4	1.4	6.0	5.1	-0.5	73.0	4.6
20230118_17	100235	200244.0	352.0	L	149.3	0.7	GG	0.6	4.4	4.0	9.6	9.0	-0.7	73.0	5.5	144.5	RG	92.0	6.0	5.1	93.4	1.4	5.5	54.0	6.2
20230118_17	100327	200341.0	352.0	M	144.1	5.9	GG	0.5	2.3	1.8	2.9	2.4	-5.9	54.0	149.7	0.3	GY	1.0	2.6	1.7	2.6	1.6	-0.3	54.0	5.6
20230118_17	100329	200342.0	352.0	R	144.7	5.3	GG	0.4	1.6	1.2	6.4	6.0	-5.3	54.0	150.0	0.0	GY	1.0	1.5	0.5	9.3	8.3	0.0	54.0	5.3
20230118_17	100331	200343.0	352.0	L	145.5	4.5	GG	0.5	1.6	1.2	2.7	2.2	-4.5	54.0	0.6	149.4	YY	1.0	1.5	0.6	3.3	2.3	0.6	60.0	5.1
20230118_17	100335	200345.0	352.0	M	147.0	3.0	GG	0.4	2.9	2.4	2.4	2.0	-3.0	54.0	2.3	147.7	YY	1.0	2.6	1.6	1.7	0.7	2.3	60.0	5.3
20230118_17	100337	200347.0	352.0	L	148.2	1.8	GG	0.8	2.7	2.2	5.5	4.7	-1.8	54.0	3.9	146.1	RG	83.8	3.3	2.3	83.9	0.1	3.9	60.0	5.7
20230118_17	100340	200348.0	352.0	M	149.4	0.6	GG	0.3	2.4	2.0	8.1	7.8	-0.6	54.0	4.0	146.0	RR	0.7	1.7	0.7	35.8	35.1	4.0	60.0	4.6
20230118_17	100344	200353.0	352.0	R	1.1	148.9	YY	0.8	6.4	6.0	3.7	2.9	1.1	60.0	9.3	140.7	RG	78.0	9.3	8.3	80.4	2.4	9.3	60.0	8.2
20230118_17	100457	200459.0	352.0	R	147.3	2.7	GG	0.3	5.3	4.9	14.7	14.4	-2.7	60.0	1.3	148.7	YY	0.7	4.4	3.5	20.6	19.9	1.3	54.0	4.0
20230118_17	100561	200562.0	352.0	R	149.4	0.6	GG	0.3	30.7	30.1	10.4	10.1	-0.6	54.0	3.8	146.2	RR	0.8	4.7	3.4	13.2	12.4	3.8	63.0	4.4
20230118_17	100663	200671.0	396.0	L	145.5	4.5	GG	0.3	38.4	37.5	3.6	3.3	-4.5	63.0	149.5	0.5	GY	0.8	38.4	37.4	4.1	3.3	-0.5	63.0	4.0
20230118_17	100670	200680.0	396.0	L	149.1	0.9	GG	0.4	3.6	3.3	1.9	1.5	-0.9	63.0	3.6	146.4	YR	0.9	4.1	3.3	4.3	3.4	3.6	66.0	4.5
20230118_17	100675	200685.0	396.0	L	1.0	149.0	YY	0.4	1.9	1.5	6.4	6.0	1.0	66.0	7.9	142.1	RG	94.2	4.3	3.4	94.6	0.4	7.9	66.0	6.9
20230118_17	100938	200949.0	396.0	M	144.5	5.5	GG	0.4	2.7	2.2	58.1	57.7	-5.5	80.0	0.2	149.8	YY	1.0	2.4	1.3	58.1	57.1	0.2	49.0	5.7
20230118_17	101153	201154.0	396.0	R	146.1	3.9	GG	0.2	20.9	19.5	4.7	4.5	-3.9	57.0	149.6	0.4	GY	0.7	16.9	14.5	5.1	4.4	-0.4	57.0	3.5
20230118_17	101155	201157.0	396.0	L	149.7	0.3	GG	0.2	45.5	44.2	11.5	11.3	-0.3	57.0	3.2	146.8	YR	0.7	40.4	39.2	16.1	15.4	3.2	94.0	3.5
20230118_17	101156	201158.0	396.0	R	0.8	149.2	YY	0.3	4.7	4.5	7.6	7.3	0.8	94.0	4.7	145.3	RR	0.6	5.1	4.4	11.3	10.7	4.7	94.0	3.9
20230118_17	101316	201329.0	396.0	M	145.3	4.7	GG	0.4	3.4	2.9	2.1	1.7	-4.7	94.0	1.0	149.0	YY	1.2	3.0	2.0	2.4	1.2	1.0	75.0	5.7
20230118_17	101321	201335.0	396.0	M	147.4	2.6	GG	0.5	2.1	1.7	1.5	1.0	-2.6	94.0	3.4	146.6	YR	1.0	2.4	1.2	3.2	2.2	3.4	75.0	6.0
20230118_17	101325	201341.0	396.0	M	148.9	1.1	GG	0.6	1.5	1.0	5.9	5.3	-1.1	94.0	6.6	143.4	RG	95.5	3.2	2.2	96.6	1.1	6.6	75.0	7.7
20230118_17	101574	201576.0	349.0	R	144.0	6.0	GG	0.4	7.3	6.8	32.0	31.6	-6.0	54.0	149.4	0.6	GY	1.1	6.3	5.3	33.4	32.3	-0.6	54.0	5.4
20230118_17	101577	201578.0	349.0	M	149.8	0.2	GY	0.3	23.4	22.8	24.3	24.0	-0.2	54.0	5.3	144.7	RG	85.3	22.6	21.6	85.5	0.2	5.3	32.0	5.5
20230118_17	101635	201636.0	349.0	M	149.8	0.2	GY	0.2	41.2	40.5	3.6	3.4	-0.2	32.0	2.7	147.3	YY	0.5	36.7	35.5	6.6	6.1	2.7	74.0	2.9
20230118_17	101637	201642.0	349.0	M	3.4	146.6	YR	0.3	3.6	3.4	2.1	1.8	3.4	74.0	9.3	140.7	RG	80.9	6.6	6.1	81.6	0.7	9.3	74.0	5.9
20230118_17	101883	201885.0	349.0	R	1.5	148.5	YY	1.3	16.1	15.7	64.0	62.7	1.5	66.0	11.9	138.1	RG	82.9	12.0	10.8	84.2	1.3	11.9	66.0	10.4
20230118_17	101990	201991.0	349.0	M	149.2	0.8	GG	0.3	29.5	29.0	44.1	43.8	-0.8	66.0	3.4	146.6	YR	0.8	27.3	26.1	23.6	22.8	3.4	32.0	4.2
20230118_17	102049	202053.0	336.0	R	2.6	147.4	YY	0.3	13.1	12.7	5.5	5.2	2.6	82.0	9.5	140.5	RG	75.3	14.8	13.8	77.7	2.4	9.5	82.0	6.9
20230118_17	102192	202204.0	336.0	M	144.1	5.9	GG	0.4	1.5	1.1	4.3	3.9	-5.9	82.0	149.7	0.3	GY	0.9	1.7	0.7	5.6	4.7	-0.3	82.0	5.6
20230118_17	102202	202210.0	336.0	M	148.4	1.6	GG	0.5	4.3	3.9	31.0	30.5	-1.6	82.0	5.3	144.7	RG	95.1	5.6	4.7	95.3	0.2	5.3	34.0	6.9
20230118_17	102267	202269.0	336.0	M	148.5	1.5	GG	0.3	36.8	35.1	12.2	11.9	-1.5	34.0	2.3	147.7	YY	0.7	31.8	30.8	16.2	15.5	2.3	81.0	3.8
20230118_17	102268	202271.0	336.0	L	0.8	149.2	YY	0.2	17.8	17.5	30.6	30.4	0.8	81.0	11.0	139.0	RG	89.8	23.6	22.7	90.6	0.8	11.0	81.0	10.2
20230118_17	102519	202523.0	336.0	M	148.7	1.3	GG	0.3	6.6	6.2	4.1	3.8	-1.3	56.0	2.9	147.1	YR	0.8	6.6	5.8	7.1	6.3	2.9	56.0	4.2
20230118_17	102521	202528.0	336.0	R	0.4	149.6	YY	0.3	6.9	6.5	4.7	4.4	0.4	56.0	7.2	142.8	RG	95.1	7.2	6.3	96.1	1.0	7.2	56.0	6.8
20230118_17	102522	202530.0	336.0	M	2.8	147.2	YY	0.3	4.1	3.8	3.1	2.8	2.8	56.0	10.0	140.0	RG	90.9	7.1	6.3	91.3	0.4	10.0	56.0	7.2
20230118_18	100153	200162.0	303.0	L	144.4	5.6	GG	0.7	4.0	2.3	1.8	1.1	-5.6	39.0	149.3	0.7	GY	0.9	3.7	1.7	1.8	0.9	-0.7	39.0	4.9
20230118_18	100155	200164.0	303.0	L	146.2	3.8	GG	0.3	1.8	1.1	1.2	0.9	-3.8	39.0	1.1	148.9	YY	0.9	1.8	0.9	1.2	0.3	1.1	63.0	4.9
20230118_18	100158	200166.0	303.0	L	147.4	2.6	GG	0.6	1.2	0.9	2.8	2.2	-2.6	39.0	2.3	147.7	YY	1.0	1.2	0.3	4.7	3.7	2.3	63.0	4.9
20230118_18	100163	200172.0	303.0	L	0.2	149.8	YY	0.5	2.8	2.2	2.6	2.1	0.2	63.0	7.0	143.0	RG	82.9	4.7	3.7	84.2	1.3	7.0	63.0	6.8
20230118_18	100278	200281.0	303.0	R	146.3	3.7	GG	0.4	2.4	2.2	6.8	6.4	-3.7	63.0	0.8	149.2	YY	0.9	1.8	0.9	12.7	11.8	0.8	41.0	4.5
20230118_18	100362	200364.0	303.0	M	3.3	146.7	YR	0.4	41.9	41.6	10.7	10.3	3.3	58.0	9.8	140.2	RG	87.7	44.0	43.1	88.5	0.8	9.8	58.0	6.5
20230118_18	100596	200603.0	296.0	R	145.2	4.8	GG	0.3	2.0	1.7	18.0	17.7	-4.8	78.0	149.6	0.4	GY	0.8	1.9	1.1	12.8	12.0	-0.4	78.0	4.4
20230118_18	100686	200688.0	296.0	M	1.5	148.5	YY	0.4	8.6	8.2	10.0	9.6	1.5	41.0	9.4	140.6	RG	84.7	11.6	10.7	85.3	0.6	9.4	41.0	7.9
20230118_18	100761	200763.0	296.0	R	1.3	148.7	YY	0.3	30.1	29.7	6.0	5.7	1.3	52.0	6.5	143.5	RG	90.9	4.1	3.1	91.0	0.1	6.5	52.0	5.2
20230118_18	100849	200853.0	296.0	L	144.5	5.5	GG	0.5	12.5	11.7	24.0	23.5	-5.5	52.0	150.0	0.0	GY	1.0	11.5	10.4	35.1	34.1	0.0	52.0	5.5
20230118_18	100947	200955.0	296.0	M	149.1	0.9	GG	0.3	9.2	9.0	7.8	7.5	-0.9	51.0	4.5	145.5	RG	84.3	11.0	10.3	84.5	0.2	4.5	57.0	5.4
20230118_18	101062	201065.0	296.0	M	2.0	111.3	YY	0.3	11.9	11.5	24.4	24.1	2.0	30.0	7.1	106.2	RG	80.9	11.7	10.6	81.0	0.1	7.1	30.0	5.1
20230118_18	101063	201067.0	296.0	L	3.5	109.8	YR	0.4	8.7	8.3	2.4	2.0	3.5	30.0	11.7	101.6	RG	79.7	14.2	13.1	80.7	1.0	11.7	30.0	8.2
20230118_18	101250	201256.0	256.0	M	94.0	6.0	GG	0.5	4.8	4.5	51.8	51.3	-6.0	32.0	99.8	0.2	GY	1.0	5.8	4.9	52.0	51.0	-0.2	32.0	5.8
20230118_18	101304	201307.0	256.0	M	95.5	4.5	GG	0.3	4.4	4.0	20.0	19.7	-4.5	27.0	0.1	99.9	YY	1.1	3.5	2.4	24.7	23.6	0.1	27.0	4.6
20230118_18	101347	201350.0	256.0	R	94.3	5.7	GG	0.4	5.0	4.7	16.4	16.0	-5.7	27.0	99.8	0.2	GY	1.0	5.2	4.1	18.7	17.7	-0.2	27.0	5.5
20230118_18	101349	201351.0	256.0	M	96.1	3.9	GG	0.4	11.8	11.2	35.5	35.1	-3.9	27.0	0.1	99.9	YY	0.9	9.0	7.7	37.5	36.6	0.1	29.0	4.0
20230118_18	101457	201464.0	256.0	M	94.6	5.4	GG	0.4	23.1	8.7	11.6	11.2	-5.4	37.0	0.1	99.9	YY	0.9	1.6	0.7	14.4	13.5	0.1	39.0	5.5
20230118_18	101463	201467.0	256.0	L	99.1	0.9	GG	0.5	37.0	35.1	5.9	5.4	-0.9	37.0	3.2	96.8	YR	0.8	9.0	7.7	9.3	8.5	3.2	39.0	4.1
20230118_18	101529	201537.0	256.0	R	94.9	5.1	GG	0.8	2.3	1.5	1.9	1.1	-5.1	39.0	99.2	0.8	GY	1.0	2.8	1.7	2.7	1.7	-0.8	39.0	4.3
20230118_18	101533	201539.0	256.0	R	96.8	3.2	GG	0.7	1.9	1.1	2.8	2.1	-3.2	39.0	1.9	98.1	YY	1.0	2.7	1.7	2.6	1.6	1.9	23.0	5.1
20230118_18	101538	201541.0	256.0	R	99.6	0.4	GY	0.5	2.8	2.1	10.0	9.5	-0.4	39.0	4.5	95.5	RG	72.6	2.6	1.6	73.0	0.4	4.5	23.0	4.9
20230118_18	101582	201583.0	226.0	R	0.6	99.4	YY	0.4	11.9	11.5	19.2	18.8	0.6	22.0	7.3	92.7	RG	72.8	12.7	11.7	73.7	0.9	7.3	22.0	6.7
20230118_18	101710	201711.0	226.0	R	3.0	97.0	YY	0.5	9.7	9.0	8.8	8.3	3.0	32.0	11.3	88.7	RG	56.4	11.0	10.0	56.5	0.1	11.3	32.0	8.3
20230118_18	101804	201811.0	226.0	M	3.2	96.8	YY	0.3	42.7	42.1	2.8	2.5	3.2	38.0	9.5	90.5	RG	68.7	22.3	21.1	68.8	0.1	9.5	38.0	6.3
20230118_18	101869	201873.0	226.0	L	96.9	3.1	GG	0.6	7.6	6.3	24.1	23.5	-3.1	38.0	2.8	97.2	YR	1.0	5.4	4.3	25.9	24.9	2.8	25.0	5.9
20230118_19	100075	200077.0	200.0	R	103.2	3.0	GG	0.4	7.2	7.0	9.9	9.5	-3.0	17.0	2.3	97.7	YY	1.0	8.7	7.9	11.0	10.0	2.3	34.0	5.3
20230118_19	100076	200081.0	200.0	M	1.4	98.6	YY	0.3	38.0	37.4	2.6	2.3	1.4	34.0	7.2	92.8	RG	70.6	25.4	24.0	71.4	0.8	7.2	34.0	5.8
20230118_19	100140	200142.0	200.0	M	1.0	99.0	YY	0.3	16.3	14.6	6.3	6.0	1.0	35.0	4.6	95.4	RR	0.6	8.2	6.9	9.4	8.8	4.6	35.0	3.6
20230118_19	100141	200147.0	200.0	R	2.5	97.5	YY	0.3	36.9	34.9	4.0	3.7	2.5	35.0	9.1	90.9	RG	68.1	13.2	11.8	69.3	1.2	9.1	35.0	6.6
20230118_19	100198	200199.0	200.0	L	98.4	1.6	GG	0.5	23.9	23.2	37.3	36.8	-1.6	35.0	7.5	92.5	RG	69.9	18.9	17.6	70.3	0.4	7.5	21.0	9.1
20230118_19	100283	200284.0	200.0	M	96.3	3.7	GG	0.2	15.0	14.3	4.0	3.8	-3.7	29.0	99.9	0.1	GY	0.7	11.2	10.1	5.5	4.8	-0.1	29.0	3.6
20230118_19	100285	200288.0	200.0	M	0.3	99.7	YY	0.2	4.0	3.8	11.0	10.8	0.3	20.0	5.4	94.6	RG	67.9	5.5	4.8	68.8	0.9	5.4	20.0	5.1
20230118_19	100286	200292.0	200.0	R	1.1	98.9	YY	0.4	15.9	14.4	6.1	5.7	1.1	20.0	7.4	92.6	RG	69.1	13.1	12.0	69.5	0.4	7.4	20.0	6.3
20230118_19	100315	200316.0	200.0	R	98.1	1.9	GG	0.3	17.6	16.6	7.5	7.2	-1.9	20.0	2.0	96.9	YY	0.8	15.8	12.8	10.6	9.8	2.0	21.0	3.9
20230118_19	100317	200320.0	200.0	M	2.2	96.7	YY	0.2	32.2	31.6	6.9	6.7	2.2	21.0	7.9	91.0	RG	65.8	23.0	21.4	68.9	3.1	7.9	21.0	5.7
20230118_19	100508	200509.0	172.0	R	105.1	4.9	GG	0.3	9.7	9.3	6.2	5.9	-4.9	24.0	109.3	0.7	GY	0.8	7.5	6.3	10.2	9.4	-0.7	24.0	4.2
20230118_19	100510	200513.0	172.0	R	1.3	98.7	YY	0.4	6.2	5.9	2.0	1.6	1.3	19.0	9.5	90.5	RG	65.3	10.2	9.4	66.0	0.7	9.5	19.0	8.2
20230118_19	100585	200588.0	172.0	L	102.5	2.5	GG	0.4	23.8	23.3	7.8	7.4	-2.5	25.0	0.9	94.1	YY	0.6	20.8	19.7	12.4	11.8	0.9	21.0	3.4
20230118_19	100701	200703.0	161.0	R	1.7	99.2	YY	0.3	24.1	23.8	7.0	6.7	1.7	31.0	7.7	93.2	RG	57.2	25.8	24.9	57.5	0.3	7.7	31.0	6.0
20230118_19	100754	200755.0	161.0	L	1.9	94.3	YY	0.4	25.0	24.5	21.0	20.6	1.9	16.0	8.7	87.5	RG	67.7	17.8	16.0	68.9	1.2	8.7	16.0	6.8
20230118_19	101059	201064.0	145.0	R	97.5	2.5	GG	0.3	30.3	29.0	5.3	5.0	-2.5	25.0	1.8	98.2	YY	0.9	7.6	6.0	9.4	8.5	1.8	16.0	4.3
20230118_19	101062	201068.0	145.0	M	99.3	0.7	GG	0.3	19.7	19.0	5.0	4.7	-0.7	25.0	5.4	94.6	RG	62.2	17.9	16.7	65.6	3.4	5.4	16.0	6.1
20230118_19	101065	201070.0	145.0	R	2.8	97.2	YY	0.3	5.3	5.0	5.7	5.4	2.8	16.0	11.2	88.8	RG	54.6	9.4	8.5	55.0	0.4	11.2	16.0	8.4
20230118_19	101109	201111.0	145.0	L	95.2	4.8	GG	0.7	28.5	28.0	36.2	35.5	-4.8	15.0	0.3	92.6	YY	1.1	76.2	20.6	40.0	38.9	0.3	14.0	5.1
20230118_19	101146	201152.0	145.0	R	105.9	1.2	GG	0.5	65.7	65.4	2.8	2.3	-1.2	11.0	3.8	96.2	RR	1.2	67.9	27.8	5.2	4.0	3.8	24.0	5.0
20230118_19	101147	201151.0	145.0	M	106.1	1.0	GG	0.3	51.0	50.5	3.6	3.3	-1.0	11.0	2.9	97.1	YR	0.7	71.0	24.1	5.4	4.7	2.9	24.0	3.9
20230118_19	101148	201156.0	145.0	R	1.6	98.4	YY	0.3	2.8	2.3	11.1	10.8	1.6	24.0	9.0	91.0	RG	68.8	5.2	4.0	69.2	0.4	9.0	24.0	7.4
20230118_19	101149	201155.0	145.0	L	1.8	98.2	YY	0.5	49.5	48.7	39.5	39.0	1.8	24.0	8.5	91.5	RG	66.1	52.0	34.5	67.6	1.5	8.5	24.0	6.7
20230118_19	101150	201154.0	145.0	M	2.6	97.4	YY	0.3	3.6	3.3	1.5	1.2	2.6	24.0	8.3	91.7	RG	72.1	5.4	4.7	72.9	0.8	8.3	24.0	5.7
20230118_20	100151	200153.0	147.0	M	2.7	115.0	YY	0.5	18.8	18.5	52.9	52.4	2.7	23.0	11.9	105.8	RG	60.7	23.6	22.7	70.5	9.8	11.9	23.0	9.2
20230118_20	100218	200219.0	147.0	L	96.6	2.0	GG	0.4	9.6	9.2	55.8	55.4	-2.0	15.0	2.2	96.8	YY	0.9	9.2	8.4	57.4	56.5	2.2	10.0	4.2
20230118_20	100389	200390.0	152.0	R	107.1	2.5	GG	0.3	39.0	38.2	12.2	11.9	-2.5	25.0	1.4	97.5	YY	0.7	27.7	26.2	14.8	14.1	1.4	17.0	3.9
20230118_20	100413	200417.0	152.0	M	95.7	3.2	GG	0.3	21.2	20.9	1.5	1.2	-3.2	17.0	0.4	99.6	YY	0.8	21.3	20.6	1.5	0.7	0.4	27.0	3.6
20230118_20	100414	200419.0	152.0	R	96.1	2.8	GG	0.3	24.1	23.8	7.1	6.8	-2.8	17.0	1.0	99.0	YY	0.8	23.8	22.9	10.1	9.3	1.0	27.0	3.8
20230118_20	100415	200420.0	152.0	L	96.7	2.2	GG	0.3	74.9	74.0	9.5	9.2	-2.2	17.0	1.7	98.3	YY	0.8	41.2	36.7	14.2	13.4	1.7	27.0	3.9
20230118_20	100416	200421.0	152.0	M	97.2	1.7	GG	0.2	1.5	1.2	2.5	2.3	-1.7	17.0	1.9	98.1	YY	0.8	1.5	0.7	6.2	5.4	1.9	27.0	3.6
20230118_20	100418	200426.0	152.0	M	0.8	99.2	YY	0.3	2.5	2.3	4.3	4.0	0.8	27.0	8.1	91.9	RG	67.6	6.2	5.4	69.0	1.4	8.1	27.0	7.3
